run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-09-11,20260911-005121-ae902a35,PRJ-20260911-0047,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,100,2026-09-11 00:51:21,art_bdb55363e81b79f1,valid,Development Activity,GP / Capital Activity,repeat_penalized,55,open,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Acquisition,Apartment,Apartment,California,California,California,Freddie Mac,Freddie Mac,Unknown,freddie mac,Freddie Mac,Unknown,Unknown,California,,$88 million,$88 million,$88 million,,,,,,,,89,High Deal Intelligence,Pricing benchmark,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Connect CRE Orange County,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,89,DFP-7BF2FDE2D0,90,Acquisition - Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Acquisition - Freddie Mac - California,DCL-20260911-001,1
2026-09-11,20260911-005121-ae902a35,PRJ-20260911-0139,"Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail",100,2026-09-11 00:51:21,art_3cb36cf22ed5bb0c,valid,Development Activity,GP / Capital Activity,repeat_penalized,55,open,"Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail",Acquisition,Mixed-Use Residential,Mixed-Use Residential,Phoenix / Arizona,Phoenix,Unknown,Brookfield,Brookfield,brookfield,Unknown,Unknown,brookfield,Brookfield,Sun Belt,261 units,,,,,,,,,,,85,High Deal Intelligence,Underwriting benchmark,"Evergreen Building Mesa Apartments, Retail",Connect CRE Phoenix,https://www.connectcre.com/stories/evergreen-building-mesa-apartments-retail/,100,DFP-0CE58C85A9,80,"Acquisition - Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail",Acquisition - Brookfield - Sun Belt,DCL-20260911-002,1
2026-09-11,20260911-005121-ae902a35,PRJ-20260911-0049,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,100,2026-09-11 00:51:21,art_df324fd11a8bf2c5,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,Acquisition,Apartment,Apartment,California,California,California,Marcus & Millichap,Marcus & Millichap,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$12.6 million; $12.6 million,$12.6 million,$12.6 million,,,,,,,,85,High Deal Intelligence,Pricing benchmark,MMCC Arranges Financing for Orange Multifamily Acquisition,Connect CRE,https://www.connectcre.com/stories/mmcc-arranges-financing-for-orange-multifamily-acquisition/,100,DFP-CE38A4F92B,80,Acquisition - Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,Acquisition - Marcus & Millichap - California,DCL-20260911-003,1
2026-09-11,20260911-005121-ae902a35,PRJ-20260911-0150,"Construction Financing - Miami / Florida - Gatsby Florida Inks $118.6M Construction Loan for Palm Beach Gardens Offices, Retail",100,2026-09-11 00:51:21,art_e7a3ed929243a0f7,valid,Development Activity,GP / Capital Activity,acceptable_repeat,78,open,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,Construction Financing,Apartment,Apartment,Miami / Florida,South Florida,Unknown,Berkadia,Berkadia,Unknown,berkadia,Berkadia,Unknown,Unknown,Sun Belt,,$58M; $58M; $58 million,$58M,,,,,,,,,85,High Deal Intelligence,Capital market signal,Development Group Inks $58M Construction Loan for Coconut Grove Condos,Connect CRE South Florida,https://www.connectcre.com/stories/development-group-inks-58m-construction-loan-for-coconut-grove-condos/,100,DFP-8316C3FE88,90,Construction Financing - Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,Construction Financing - Berkadia - Berkadia - Sun Belt,DCL-20260911-004,1
2026-09-11,20260911-005121-ae902a35,PRJ-20260911-0117,"Construction Financing - Other / Unknown - Affinius Capital, Axonic Capital Lend $48M for Suburban Boston Apartments Build",100,2026-09-11 00:51:21,art_33ae00433e7233d6,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,"Construction Financing - Other / Unknown - Affinius Capital, Axonic Capital Lend $48M for Suburban Boston Apartments Build",Construction Financing,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Affinius Capital,Affinius Capital,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,130 units,$48M; $48M; $48m,$48M,,,,,,,,,77,Useful Deal Signal,Capital market signal,"Affinius Capital, Axonic Capital Lend $48M for Suburban Boston Apartments Build",Commercial Observer,https://commercialobserver.com/2026/09/affinius-capital-axonic-capital-lexington-massachusetts-apartments/,100,DFP-5F0D33BA84,80,"Construction Financing - Construction Financing - Other / Unknown - Affinius Capital, Axonic Capital Lend $48M for Suburban Boston Apartments Build",Construction Financing - Affinius Capital - Other / Unknown,DCL-20260911-005,1
2026-09-11,20260911-005121-ae902a35,PRJ-20260911-0037,JV / Partnership - Atlanta / Georgia - Kennedy Wilson in Partnership with Shimizu Corp Announce Plans for 382-Unit Luxury Multifa...,100,2026-09-11 00:51:21,art_b8749ad9c5b6205e,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,JV / Partnership - Atlanta / Georgia - Kennedy Wilson in Partnership with Shimizu Corp Announce Plans for 382-Unit Luxury Multifa...,JV / Partnership,Multifamily,Multifamily,Atlanta / Georgia,Atlanta,Unknown,Kennedy Wilson,Kennedy Wilson,kennedy wilson,Unknown,Unknown,kennedy wilson,Kennedy Wilson,Los Angeles,,$139 million; $139 million,,,,,,,,,,76,Useful Deal Signal,GP partnership reference,Kennedy Wilson in Partnership with Shimizu Corp Announce Plans for 382-Unit Luxury Multifamily Community in Sandy Springs Georgia,Yield PRO,https://yieldpro.com/2026/09/caldwell-sandy-springs/,73,DFP-3FCC9DA213,80,JV / Partnership - JV / Partnership - Atlanta / Georgia - Kennedy Wilson in Partnership with Shimizu Corp Announce Plans for 382-Unit Luxury Multifa...,JV / Partnership - Kennedy Wilson - Los Angeles,DCL-20260911-006,1
2026-09-11,20260911-005121-ae902a35,PRJ-20260911-0147,Refinancing - Seattle - Japanese Firm Orix Provides $55M Refi for 200-Unit Seattle Apartment Complex,100,2026-09-11 00:51:21,art_b4a45e5b9f182fe4,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Refinancing - Seattle - Japanese Firm Orix Provides $55M Refi for 200-Unit Seattle Apartment Complex,Refinancing,Apartment,Apartment,Seattle,Seattle,Seattle,Mack Real Estate Group,Mack Real Estate Group,Unknown,Unknown,Unknown,Unknown,Unknown,Seattle,,$55M; $55M; $55m,$55m,,,,,,,,,76,Useful Deal Signal,Capital market signal,Japanese Firm Orix Provides $55M Refi for 200-Unit Seattle Apartment Complex,Commercial Observer,https://commercialobserver.com/2026/09/orix-55m-refi-seattle-swell-apartments/,98,DFP-C8825AC659,80,Refinancing - Refinancing - Seattle - Japanese Firm Orix Provides $55M Refi for 200-Unit Seattle Apartment Complex,Refinancing - Mack Real Estate Group - Seattle,DCL-20260911-007,1
2026-09-11,20260911-005121-ae902a35,PRJ-20260911-0068,Acquisition - Las Vegas / Nevada - BWE Secures $71M in Acquisition Financing for Las Vegas Multifamily Portfolio,100,2026-09-11 00:51:21,art_ae5c4bb1380b8a1a,valid,GP / Capital Activity,,new_or_fresh,100,open,Acquisition - Las Vegas / Nevada - BWE Secures $71M in Acquisition Financing for Las Vegas Multifamily Portfolio,Acquisition,Multifamily,Multifamily,Las Vegas / Nevada,Las Vegas,Unknown,Freddie Mac,Freddie Mac,Unknown,freddie mac,Freddie Mac,Unknown,Unknown,Los Angeles,,$71M; $71M; $71 million,$71M,$71M,,,,,,,,75,Useful Deal Signal,Pricing benchmark,BWE Secures $71M in Acquisition Financing for Las Vegas Multifamily Portfolio,REBusiness Online,https://rebusinessonline.com/bwe-secures-71m-in-acquisition-financing-for-las-vegas-multifamily-portfolio/,72,DFP-F1FE8622E6,90,Acquisition - Acquisition - Las Vegas / Nevada - BWE Secures $71M in Acquisition Financing for Las Vegas Multifamily Portfolio,Acquisition - Freddie Mac - Los Angeles,DCL-20260911-008,1
2026-09-11,20260911-005121-ae902a35,PRJ-20260911-0143,Construction Financing - Los Angeles / California - Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,80,2026-09-11 00:51:21,art_f9198f2b83f31d03,valid,Development Activity,GP / Capital Activity; Market Intelligence,acceptable_repeat,62,access_limited,Construction Financing - Los Angeles / California - Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,Construction Financing,Mixed-Use Residential,Workforce Housing,Los Angeles / California,Santa Monica,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,115 apartments,$48; $48,$48,,,,,,,,entitlement,75,Useful Deal Signal,Capital market signal,Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,Urbanize LA,https://la.urbanize.city/post/mixed-use-building-starts-rise-8025-santa-monica-blvd-west-hollywood,100,DFP-FEF7B486F4,75,Construction Financing - Construction Financing - Los Angeles / California - Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,Construction Financing - Unknown - Los Angeles,DCL-20260911-009,1
2026-09-11,20260911-005121-ae902a35,PRJ-20260911-0054,"Office-to-Residential Conversion - Colorado - JLL Negotiates $41.2M Sale of Stanley Marketplace in Aurora, Colorado",100,2026-09-11 00:51:21,art_f3e00e5f576f6659,valid,GP / Capital Activity,,new_or_fresh,100,open,"Office-to-Residential Conversion - Colorado - JLL Negotiates $41.2M Sale of Stanley Marketplace in Aurora, Colorado",Office-to-Residential Conversion,Office-to-Residential,Office-to-Residential Conversion,Colorado,Colorado,Unknown,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,Colorado,,$41.2M; $41.2 million; $41.2M,$41.2m,$41.2M,,,,,,,,74,Useful Deal Signal,Pricing benchmark,"JLL Negotiates $41.2M Sale of Stanley Marketplace in Aurora, Colorado",REBusiness Online,https://rebusinessonline.com/jll-negotiates-41-2m-sale-of-stanley-marketplace-in-aurora-colorado/,80,DFP-73E1BE94CB,90,"Office-to-Residential Conversion - Office-to-Residential Conversion - Colorado - JLL Negotiates $41.2M Sale of Stanley Marketplace in Aurora, Colorado",Office-to-Residential Conversion - JLL - Colorado,DCL-20260911-010,1
