run_date,run_id,run_timestamp,gp_name,canonical_gp_name,gp_activity_score,institutional_relationship_score,capital_flow_score,regional_relevance_score,residential_sector_score,partnership_signal_score,innovation_signal_score,california_la_relevance_score,execution_signal_score,momentum_signal_score,emerging_gp_score,gp_tier,primary_market,residential_sector_focus,source_platform_types,institutional_partners,capital_sources,detected_strategies,innovation_signals,execution_signals,california_la_presence,partnership_signal,momentum_label,likely_growth_direction,potential_woomi_use_case,recommended_follow_up,confidence_level,special_labels
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Freddie Mac,Freddie Mac,100,99,90,100,90,65,0,100,0,67,75,Tier 2 High Potential GP,California,Apartment,Other,freddie mac,freddie mac,Acquisition; Capital Inflow; acquisition; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Tishman Speyer,Tishman Speyer,83,94,90,100,90,65,0,100,0,60,74,Tier 2 High Potential GP,California,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Mack Real Estate Group,Mack Real Estate Group,63,94,90,75,90,100,0,60,0,52,72,Tier 2 High Potential GP,Seattle,Apartment,Other,None detected,None detected,Refinancing; Refinancing / Recapitalization; refinancing; JV / partnership; stable platform monitoring,None detected,None detected,Medium,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Kennedy Wilson,Kennedy Wilson,75,93,75,55,90,100,0,100,0,52,72,Tier 2 High Potential GP,Atlanta / Georgia,Multifamily,Other,kennedy wilson,kennedy wilson,JV / Partnership; JV / partnership; stable platform monitoring,None detected,None detected,High,Strong partnership signal,Accelerating,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Marcus & Millichap,Marcus & Millichap,100,100,90,100,90,0,0,100,50,82,69,Tier 3 Monitoring GP,California,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; Disposition / Exit; acquisition; disposition / exit; refinancing; capital raise; operational technology / AI adoption; operational efficiency push,None detected,stabilized; occupancy,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,High,Institutional Capital Magnet; Fast-Growing Regional Developer; LA Strategic Watch; Operational Excellence Signal
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,JLL,JLL,100,87,90,55,80,65,25,90,0,67,69,Tier 3 Monitoring GP,Colorado,Office-to-Residential Conversion,Other,jll,jll,Acquisition; Capital Inflow; Office-to-Residential Conversion; acquisition; disposition / exit; refinancing; office-to-residential conversion; operational technology / AI adoption; operational efficiency push,adaptive reuse,None detected,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,WNC,WNC,83,99,90,100,70,0,0,100,0,60,63,Tier 3 Monitoring GP,California,Affordable Housing,Other,None detected,None detected,Capital Inflow; capital raise; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; Affordable Housing Specialist; LA Strategic Watch
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,TSB Capital,TSB Capital,63,85,90,75,70,100,0,0,0,52,63,Tier 3 Monitoring GP,Arizona,Student Housing,Other,None detected,None detected,Refinancing / Recapitalization; Sun Belt expansion; refinancing; JV / partnership,None detected,None detected,Low,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Paul Bubny Berkshire Residential,Paul Bubny Berkshire Residential,73,84,90,35,90,100,0,0,0,56,61,Tier 3 Monitoring GP,Other / Unknown,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; refinancing; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,Strong partnership signal,Improving,Selective residential growth,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Mike Boyd Saratoga Capital,Mike Boyd Saratoga Capital,73,82,75,55,90,100,0,0,0,52,60,Tier 3 Monitoring GP,Atlanta / Georgia,Apartment,Other,None detected,None detected,Capital Outflow / Exit; disposition / exit; JV / partnership; distressed opportunity; operational technology / AI adoption; distressed recapitalization,None detected,None detected,Low,Strong partnership signal,Improving,Distressed opportunity positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,69,70,90,55,90,100,0,0,0,55,60,Tier 3 Monitoring GP,Atlanta / Georgia,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; disposition / exit; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,Strong partnership signal,Improving,Selective residential growth,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Waterton,Waterton,62,87,90,55,90,0,0,100,0,52,58,Tier 3 Monitoring GP,Los Angeles / California,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; acquisition; selective multifamily acquisition,None detected,None detected,High,No clear partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Brookfield,Brookfield,85,100,90,55,55,65,0,0,0,61,57,Tier 3 Monitoring GP,Phoenix / Arizona,Mixed-Use Residential,Other,brookfield,brookfield,Acquisition; Capital Inflow; acquisition; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,Moderate partnership signal,Accelerating,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Global Real Estate Advisors,Global Real Estate Advisors,73,95,90,55,90,0,0,60,0,56,56,Tier 3 Monitoring GP,New York City / New York,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; operational technology / AI adoption; operational efficiency push,None detected,None detected,Medium,No clear partnership signal,Improving,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Fannie Mae,Fannie Mae,63,83,90,75,55,65,0,0,0,52,55,Tier 3 Monitoring GP,Southeast,Mixed-Use Residential,Other,None detected,None detected,Refinancing / Recapitalization; Sun Belt expansion; refinancing,None detected,None detected,Low,Moderate partnership signal,Improving,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Affinius Capital,Affinius Capital,63,83,90,35,90,0,0,90,0,52,54,Emerging Watchlist,Other / Unknown,Apartment,Other,None detected,None detected,Construction Financing; Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,High,No clear partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,IPA,IPA,73,85,90,75,90,0,0,0,50,71,53,Emerging Watchlist,Texas,Multifamily,Other,None detected,None detected,Capital Inflow; Disposition / Exit; disposition / exit; capital raise; operational technology / AI adoption; operational efficiency push,None detected,stabilized; occupancy,Low,No clear partnership signal,Improving,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,High,Institutional Capital Magnet; Fast-Growing Regional Developer; Operational Excellence Signal
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Spandrel Development Partners,Spandrel Development Partners,89,95,0,55,80,100,0,0,0,36,49,Emerging Watchlist,New York,Office-to-Residential Conversion,Other,None detected,None detected,Operational / Platform Investment; office-to-residential conversion; JV / partnership; market expansion; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,Strong partnership signal,Improving,Selective residential growth,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Walton Street Capital,Walton Street Capital,73,85,90,55,90,0,0,0,0,56,48,Emerging Watchlist,Dallas / Texas,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; disposition / exit; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Berkadia,Berkadia,100,84,90,55,90,0,0,0,0,67,48,Emerging Watchlist,Miami / Florida,Apartment,Other,berkadia,berkadia,Construction Financing; Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Accelerating,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Commercial Finance Group,Commercial Finance Group,89,88,90,35,90,0,0,0,0,63,47,Emerging Watchlist,Other / Unknown,Apartment,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Accelerating,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Laramar Group,Laramar Group,63,85,90,35,90,0,0,0,0,52,46,Emerging Watchlist,Other / Unknown,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; selective multifamily acquisition,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Tampa Florida Multifamily Senior Communities,Tampa Florida Multifamily Senior Communities,55,67,90,55,90,0,0,0,0,49,44,Emerging Watchlist,Tampa / Florida,Multifamily,Other,None detected,None detected,Capital Inflow; acquisition; disposition / exit; capital raise; selective multifamily acquisition,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Shoma Group,Shoma Group,73,80,90,55,55,0,0,0,0,56,43,Emerging Watchlist,Miami / Florida,Mixed-Use Residential,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Pebb Capital,Pebb Capital,82,66,90,75,55,0,0,0,0,60,43,Emerging Watchlist,Florida,Mixed-Use Residential,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Delray Beach Mixed-Use Venture Pebb Capital,Delray Beach Mixed-Use Venture Pebb Capital,66,59,90,55,55,0,0,0,0,53,39,Low Signal,Miami / Florida,Mixed-Use Residential,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Associated Bank,Associated Bank,61,91,0,55,80,0,0,0,0,24,33,Low Signal,Dallas / Texas,BTR / Single-Family Rental,Other,None detected,None detected,BTR expansion; operational technology / AI adoption; BTR growth strategy; Operational / Platform Investment,None detected,None detected,Low,No clear partnership signal,Improving,BTR / SFR platform growth,General developer monitoring,Monitor only,Medium,Institutional Capital Magnet; Emerging BTR Platform
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,JPI,JPI,61,75,20,55,55,0,0,0,0,30,30,Low Signal,Phoenix / Arizona,Mixed-Use Residential,Other,None detected,None detected,Operational / Platform Investment; operational efficiency push; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,General developer monitoring,Monitor only,Medium,Institutional Capital Magnet
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,S3 Capital,S3 Capital,51,65,0,55,70,0,0,0,0,20,26,Low Signal,New York City / New York,Affordable Housing,Other,None detected,None detected,market expansion; stable platform monitoring,None detected,None detected,Low,No clear partnership signal,Stable,Selective residential growth,General developer monitoring,Monitor only,Medium,Affordable Housing Specialist
