run_date,run_id,canonical_article_id,related_canonical_article_ids,primary_display_section,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,article_integrity_status,access_status,extracted_city,extracted_state,extracted_market_reason,gp_name,canonical_gp_name,lead_entity,counterparties,entity_extraction_method,entity_extraction_confidence,entity_extraction_reason,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,residential_sector,activity_type,market_focus,source_categories,source_platform_types,article_count,average_relevance_score,institutional_signal_strength,growth_or_defensive_signal,likely_strategy,potential_implication_for_woomi,recommended_follow_up,strategic_priority_label
2026-09-21,20260921-005246-91e60804,art_45e7d544300ec2d8,art_493782c1da37e21b; art_df324fd11a8bf2c5; art_264b5a86a6b56170; art_45e7d544300ec2d8,Market Intelligence,acceptable_repeat,2026-09-19,2026-09-21,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,,,used broad market bucket: National,Marcus & Millichap,Marcus & Millichap,Marcus & Millichap,IPA; MMCC; Millichap Capital,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Multifamily,acquisition; disposition / exit; refinancing; operational technology / AI adoption,California,Core Multifamily News; Site / Parcel Source Expansion,Other,4,85.8,100,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-21,20260921-005246-91e60804,art_99a81481cb49ca90,art_7db3b16b7028437b; art_99a81481cb49ca90; art_032ddc5b82ee7d15,Development Activity,acceptable_repeat,2026-09-18,2026-09-21,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,valid,open,New York City,New York,matched city/metro keyword: New York City,Fannie Mae,Fannie Mae,Fannie Mae,Avison Young,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 790 units; project/asset term: development,high,Project / Asset,Apartment,acquisition; disposition / exit; refinancing; operational technology / AI adoption,New York City / New York,Core Multifamily News; Site / Parcel Source Expansion,Other,3,90.7,97,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-21,20260921-005246-91e60804,art_6e27502fd9d525e9,art_17bb3c8f64fbbbc2; art_b8ce31d1c4817fc8; art_69f1dc723979332f; art_6e27502fd9d525e9,GP / Capital Activity,acceptable_repeat,2026-09-18,2026-09-21,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,valid,open,,Georgia,matched state keyword: Georgia,JLL,JLL,JLL,Brooklyn Development Site Mixed-Use Downtown Brooklyn Investments,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Mixed-Use Residential,acquisition; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,New York City / New York,Core Multifamily News; Site / Parcel Source Expansion,Other,4,82.0,97,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-09-21,20260921-005246-91e60804,art_8ac426c1188b6bd1,art_8ac426c1188b6bd1; art_41a751e01ef898d1,Development Activity,acceptable_repeat,2026-09-18,2026-09-21,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,valid,open,,California,matched state keyword: California,CBRE,CBRE,CBRE,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,address/street: 675 placentia ave,medium,Project / Asset,General Residential,acquisition; disposition / exit; operational technology / AI adoption,California,Regional / California / LA Sources; Site / Parcel Source Expansion,Other,2,53.5,91,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,review LA / California development activity,Immediate Watch
2026-09-21,20260921-005246-91e60804,art_0c6d673e1827b183,art_0c6d673e1827b183; art_e7a3ed929243a0f7,Development Activity,repeat_penalized,2026-09-14,2026-09-21,7,fresh_0_3d,fresh,published date parsed; article age 7 day(s),58,valid,open,Miami,Florida,matched city/metro keyword: Miami,Berkadia,Berkadia,Berkadia,Development Group; Mike Boyd Development Group,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 306-unit; project/asset term: community,high,Project Financing / Capital Event,Apartment,refinancing; operational technology / AI adoption,Miami / Florida,Site / Parcel Source Expansion,Other,2,100.0,89,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-21,20260921-005246-91e60804,art_7da3628dca405351,art_8a2ec1ec9316ae39; art_7da3628dca405351,Article Feed,acceptable_repeat,2026-09-18,2026-09-21,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),77,valid,access_limited,,,used broad market bucket: Los Angeles / California,ECA,ECA,ECA,Acquires 20-Property Texas Multifamily Portfolio Elowen Capital,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Apartment,acquisition; refinancing; entitlement; office-to-residential conversion; operational technology / AI adoption,Texas,Regional / California / LA Sources; Site / Parcel Source Expansion,Other,2,79.5,89,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-21,20260921-005246-91e60804,art_9b16d8e630b008d5,art_9b16d8e630b008d5; art_032ddc5b82ee7d15,Development Activity,acceptable_repeat,2026-09-18,2026-09-21,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,valid,open,Dallas,Texas,matched city/metro keyword: Dallas,Walker & Dunlop,Walker & Dunlop,Walker & Dunlop,W&D; Fannie Mae,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 260-unit; project/asset term: development,high,Project / Asset,Senior Housing,acquisition; disposition / exit; refinancing; operational technology / AI adoption,Dallas / Texas,Core Multifamily News,Other,2,76.5,89,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-21,20260921-005246-91e60804,art_3cb36cf22ed5bb0c,art_3cb36cf22ed5bb0c,Development Activity,repeat_penalized,2026-09-03,2026-09-21,18,old_31d_plus,old,published date parsed; article age 18 day(s),5,valid,open,Phoenix,Arizona,matched city/metro keyword: Phoenix,Brookfield,Brookfield,Brookfield,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,execution milestone: to build; site/parcel signal: parcel; project/asset term: development,high,Project / Asset,Mixed-Use Residential,acquisition; operational technology / AI adoption,Phoenix / Arizona,Site / Parcel Source Expansion,Other,1,100.0,85,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Immediate Watch
2026-09-21,20260921-005246-91e60804,art_d6976fefa8d74f7c,art_d6976fefa8d74f7c,Development Activity,acceptable_repeat,2026-09-18,2026-09-21,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,valid,open,,California,matched state keyword: California,Competitive Modesto Submarket The Mogharebi Group,Competitive Modesto Submarket The Mogharebi Group,Competitive Modesto Submarket The Mogharebi Group,Bay Area-based Tesseract Capital Group,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 100-unit; address/street: 1600 standiford ave; project/asset term: community,high,Project / Asset,Apartment,acquisition; disposition / exit; operational technology / AI adoption,California,Core Multifamily News,Other,1,92.0,83,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,review LA / California development activity,Immediate Watch
2026-09-21,20260921-005246-91e60804,art_bdb55363e81b79f1,art_bdb55363e81b79f1,Development Activity,repeat_penalized,2026-09-01,2026-09-21,20,old_31d_plus,old,published date parsed; article age 20 day(s),5,valid,open,,California,matched state keyword: California,Freddie Mac,Freddie Mac,Freddie Mac,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 376-unit; project/asset term: community,high,Project / Asset,Apartment,acquisition; refinancing; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,89.0,83,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
