run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,California,Apartment,20,16,10,87.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Los Angeles,Apartment,8,7,3,91.4,Regulation Risk,Rent Growth Signal,Entitlement / zoning opportunity or risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,National / Other,Multifamily,28,13,4,70.4,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,New York,Apartment,6,6,5,93.5,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Florida,Apartment,7,6,4,90.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Southeast,Apartment,7,5,1,73.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Texas,Apartment,4,4,1,89.5,Institutional Flow,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Dallas,Apartment,3,3,0,87.3,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Arizona,Apartment,4,2,2,77.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Phoenix,Apartment,3,2,1,85.3,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
