run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Miami,Florida,7,7,0,7,5,8,Apartment,Refinancing,General Entitlement Signal,Mixed-use corridor,100,100,20,Strategic watch submarket,Monitor refinancing / distress pipeline,"Benmark Capital Provides $38M Loan for Refinancing of Workforce Housing Portfolio in Paterson, New Jersey; Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos; Construction Financing - Miami / Florida - Marcus & Millichap’s IPA Capital Markets Arranges $43M Construction Financing for Multifam...; Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community; Development Group Inks $58M Construction Loan for Coconut Grove Condos"
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,New York,New York,6,5,0,5,1,4,Apartment,Acquisition,General Entitlement Signal,Downtown infill,100,54,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - New York City / New York - Borough Developers Closes on $84M Sale of Downtown Brooklyn Development Site; Acquisition - New York City / New York - JLL Negotiates $21.7M Sale of Multifamily Development Site in The Bronx; Avison Young Arranges $115M in Agency Financing for Queens Apartment Building; Borough Developers Closes on $84M Sale of Downtown Brooklyn Development Site; Disposition / Exit - New York City / New York - Downtown Brooklyn Development Site Fetches $84M
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Atlanta,Southeast,6,5,1,5,1,5,Apartment,Acquisition,Office-to-Residential Conversion,Office conversion corridor,100,47,45,Strategic watch submarket,Monitor entitlement precedent,Acquisition - Atlanta / Georgia - ParkProperty Acquires 280-Unit Buckhead Apartment Community; Acquisition - Atlanta / Georgia - Passco Offloads Buckhead Rental Asset for $87.5M; Acquisition - Atlanta / Georgia - Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community; Disposition / Exit - Atlanta / Georgia - Investor Takes Over Distressed Atlanta Apartment Asset; Investor Takes Over Distressed Atlanta Apartment Asset
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Los Angeles,Los Angeles,7,4,9,1,0,1,Apartment,Entitlement / Permitting,Entitlement Approval,Mixed-use corridor,100,16,42,High relevance to Woomi site strategy,Monitor entitlement precedent,65 apartments underway at 5909 S. Crenshaw Blvd. in Hyde Park; Affordable housing proposed at 12508 W. Pacific Ave. in Mar Vista; Apartments slated for 3648 S. Empire Dr. in Palms; Entitlement / Permitting - Los Angeles / California - 65 apartments underway at 5909 S. Crenshaw Blvd. in Hyde Park; Entitlement / Permitting - Los Angeles / California - Affordable housing proposed at 12508 W. Pacific Ave. in Mar Vista
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Dallas,Texas,3,3,0,3,0,3,Apartment,Acquisition,General Entitlement Signal,Downtown infill,100,0,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - Dallas / Texas - Bascom Buys 370-Unit, Value-Add Project Near Richardson; Bascom Buys 370-Unit, Value-Add Project Near Richardson; Development Start - Dallas / Texas - Endura Starts Work on 324-Unit Boerne Apartment Community; Endura Starts Work on 324-Unit Boerne Apartment Community; General Project Signal - Dallas / Texas - W&D Arranges $30M in LIHTC for Dallas Fort Worth Affordable Senior Housing"
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Phoenix,Arizona,3,3,0,3,0,2,Apartment,Acquisition,General Entitlement Signal,Mixed-use corridor,100,0,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail; Acquisition - Phoenix / Arizona - Sares Regis Trades Henderson Rental Asset for $41M; Evergreen Building Mesa Apartments, Retail; General Project Signal - Phoenix / Arizona - Mesa Expected to Okay $3B Legacy Park Project; Mesa Expected to Okay $3B Legacy Park Project"
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Brooklyn,New York,2,2,0,2,0,1,Mixed-Use Residential,Disposition / Exit,General Entitlement Signal,Downtown infill,80,0,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - New York City / New York - Borough Developers Closes on $84M Sale of Downtown Brooklyn Development Site; Borough Developers Closes on $84M Sale of Downtown Brooklyn Development Site; Disposition / Exit - New York City / New York - Downtown Brooklyn Development Site Fetches $84M; Downtown Brooklyn Development Site Fetches $84M
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Anaheim,Orange County,1,1,0,1,0,1,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,72,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community; Tishman Speyer Acquires 376-Unit Anaheim Rental Community
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Inglewood,Los Angeles,1,1,1,1,0,1,Mixed-Use Residential,Office-to-Residential Conversion,CEQA / Environmental Review,Office conversion corridor,66,44,65,High relevance to Woomi site strategy,Monitor entitlement precedent,Inglewood begins EIR process for general plan update; Office-to-Residential Conversion - Los Angeles / California - Inglewood begins EIR process for general plan update
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Long Island City,New York,1,1,0,1,1,2,Apartment,Refinancing,General Entitlement Signal,Transit-oriented development,64,54,20,Strategic watch submarket,Review potential acquisition pipeline,Refinancing - New York City / New York - Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan; Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Jersey City,New York,1,1,1,1,0,1,Office-to-Residential Conversion,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,62,15,45,Strategic watch submarket,Monitor entitlement precedent,Office-to-Residential Conversion - Other / Unknown - Partnership Begins Leasing 27-Story Apartment Building in Jersey City; Partnership Begins Leasing 27-Story Apartment Building in Jersey City
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Miracle Mile,Los Angeles,1,1,0,1,0,1,Mixed-Use Residential,Acquisition,General Entitlement Signal,Mixed-use corridor,61,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Acquisition - Los Angeles / California - Decron Buys Miracle Mile Apartments For $114M: The Los Angeles Deal Sheet; Decron Buys Miracle Mile Apartments For $114M: The Los Angeles Deal Sheet
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Queens,New York,2,2,0,1,0,0,Affordable Housing,Refinancing,General Entitlement Signal,Transit-oriented development,61,0,20,Strategic watch submarket,Review potential acquisition pipeline,Avison Young Arranges $115M in Agency Financing for Queens Apartment Building; General Project Signal - New York City / New York - Avison Young Arranges $115M in Agency Financing for Queens Apartment Building; Refinancing - New York City / New York - Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan; Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,California,National / Other,0,7,0,0,0,0,Apartment,Disposition / Exit,General Entitlement Signal,Density bonus corridor,56,0,20,Strategic watch submarket,Track local GP / sponsor activity,"Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition; Acquisition - California - Whittier Comstock Acquires 135,308 SF Fairway Center II Office Property in Brea, Californi...; Disposition / Exit - California - Marcus & Millichap Closes Multifamily Sale in San Diego’s College East; Disposition / Exit - California - Private Investor Snags Brea Offices for $28M; Disposition / Exit - California - SoCal Family Office Snaps Up Apartments in Competitive Modesto Submarket"
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Hollywood,Los Angeles,1,1,0,1,0,0,Apartment,General Project Signal,General Entitlement Signal,General submarket monitoring,55,0,30,High relevance to Woomi site strategy,Monitor only,Five homes planned at 1254 N. Orange Dr. in Hollywood; General Project Signal - Los Angeles / California - Five homes planned at 1254 N. Orange Dr. in Hollywood
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Fort Worth,Texas,2,1,0,1,0,0,Senior Housing,General Project Signal,General Entitlement Signal,General submarket monitoring,50,0,20,Strategic watch submarket,Track local GP / sponsor activity,"Bascom Buys 370-Unit, Value-Add Project Near Richardson; General Project Signal - Dallas / Texas - W&D Arranges $30M in LIHTC for Dallas Fort Worth Affordable Senior Housing; W&D Arranges $30M in LIHTC for Dallas Fort Worth Affordable Senior Housing"
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Beverly Grove,Los Angeles,1,0,0,0,0,0,Senior Housing,General Project Signal,General Entitlement Signal,Mixed-use corridor,12,0,30,Low relevance,Monitor only,Mixed-use building starts to rise at 8000 Beverly Blvd.
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Orange County,Orange County,4,0,0,0,0,0,Apartment,General Project Signal,General Entitlement Signal,Density bonus corridor,12,0,30,Low relevance,Track local GP / sponsor activity,MMCC Arranges Financing for Orange Multifamily Acquisition; Private Investor Snags Brea Offices for $28M; Tishman Speyer Acquires 376-Unit Anaheim Rental Community; WNC Closes on 23rd California-Focused Affordable Housing Fund
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,West LA,Los Angeles,1,0,0,0,0,0,Office-to-Residential Conversion,General Project Signal,General Entitlement Signal,General submarket monitoring,12,0,30,Low relevance,Monitor only,Partnership Begins Leasing 27-Story Apartment Building in Jersey City
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Wilshire,Los Angeles,1,0,0,0,0,0,Mixed-Use Residential,General Project Signal,General Entitlement Signal,Mixed-use corridor,12,0,30,Low relevance,Monitor only,Decron Buys Miracle Mile Apartments For $114M: The Los Angeles Deal Sheet
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Colorado,National / Other,0,1,0,0,0,0,Multifamily,Acquisition,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Track local GP / sponsor activity,Acquisition - Colorado - Michelson Organization and 29th Street Trade Aurora Colorado Multifamily in $73M Deal
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Georgia,National / Other,0,1,0,0,0,0,General Residential,JV / Partnership,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Track local GP / sponsor activity,JV / Partnership - Georgia - JLL Arranges $154.1M in Financing for Six-Property Retail Portfolio Spanning Three States
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,National,National / Other,0,1,0,0,0,0,Multifamily,Disposition / Exit,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Track local GP / sponsor activity,Disposition / Exit - National - Marcus & Millichap Arranges Sale of Multifamily Portfolio in Irvington New Jersey
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,San Francisco,National / Other,0,1,0,0,0,0,Affordable Housing,Entitlement / Permitting,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,"Entitlement / Permitting - San Francisco / California - New Building Permits For 249 Pennsylvania Avenue, San Francisco"
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Southeast,National / Other,0,1,0,0,0,0,Apartment,General Project Signal,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,"General Project Signal - Southeast - Capstone Breaks Ground on 256-Unit Multifamily Development in Centerton, Arkansas"
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Texas,National / Other,0,1,0,0,0,0,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,Acquisition - Texas - ECA Acquires 20-Property Texas Multifamily Portfolio
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,U.S.,National / Other,0,1,0,0,0,0,Mixed-Use Residential,General Project Signal,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,General Project Signal - National - Multifamily starts plummeted nearly 16% in August
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Virginia,National / Other,0,1,0,0,0,0,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,Acquisition - Washington DC - Bell Partners Acquires Multifamily Apartment Property Near Washington DC
2026-09-21,20260921-005246-91e60804,2026-09-21 00:52:46,Washington Dc,National / Other,0,1,0,0,0,0,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,Acquisition - Washington DC - Goldman Sachs Pays $147M for Washington DC Luxury Multifamily Apartment Building
