run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,California,Apartment,26,24,16,93.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,Los Angeles,Affordable Housing,10,9,8,95.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,National / Other,Apartment,29,17,7,75.0,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,Southeast,Apartment,11,9,4,82.5,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,Florida,Apartment,10,7,4,81.9,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,New York,Apartment,4,4,2,94.8,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,Texas,Apartment,3,3,2,85.7,Rent Growth / Demand,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,Dallas,Apartment,2,2,2,90.0,Rent Growth / Demand,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,Seattle,Affordable Housing,2,2,1,88.5,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,Sun Belt,Apartment,1,1,1,100.0,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,Arizona,Mixed-Use Residential,1,1,0,79.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,Phoenix,Mixed-Use Residential,1,1,0,79.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-01,20260901-014157-7c7e8ccc,2026-09-01 01:41:57,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
