run_date,run_id,card_id,card_type,card_title,card_priority,card_score,market,residential_sector,gp_or_developer,summary,why_it_matters,recommended_action,source_report,source_url_if_available
2026-09-01,20260901-014157-7c7e8ccc,CARD-20260901-035,Capital Flow,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Critical,100,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Apartment,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Stable,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-09-01,20260901-014157-7c7e8ccc,CARD-20260901-036,Capital Flow,Alliance Residential,Critical,100,Alliance Residential,Apartment,Alliance Residential,Fading,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-09-01,20260901-014157-7c7e8ccc,CARD-20260901-037,Capital Flow,Arcus Real Estate Capital,Critical,100,Arcus Real Estate Capital,BTR / Single-Family Rental,Arcus Real Estate Capital,Fading,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-09-01,20260901-014157-7c7e8ccc,CARD-20260901-017,LA Asset Watch,Construction Financing - California - CedarSt Lands $80M for San Diego Multifamily Project,Critical,100,Los Angeles,Apartment,JLL,Track site control precedent,LA / Southern California project-level watch item.,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md,https://commercialobserver.com/2026/08/san-diego-multifamily-crossharbor-cedarst/
2026-09-01,20260901-014157-7c7e8ccc,CARD-20260901-020,LA Asset Watch,Disposition / Exit - Riverside / California - CBRE Brokers Sale of Vintage Redlands Apartments,Critical,100,Los Angeles,Apartment,CBRE,Track site control precedent,LA / Southern California project-level watch item.,Monitor asset for repeated local confirmation,la_asset_watch_report.md,https://www.connectcre.com/stories/cbre-brokers-sale-of-vintage-redlands-apartments/
2026-09-01,20260901-014157-7c7e8ccc,CARD-20260901-019,LA Asset Watch,Entitlement / Permitting - Los Angeles / California - Affordable housing topped off at 8911 Ramsgate Ave. in Westchester,Critical,100,Los Angeles,Affordable Housing,Unknown,Benchmark density bonus use,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/affordable-housing-topped-8911-ramsgate-ave-westchester
2026-09-01,20260901-014157-7c7e8ccc,CARD-20260901-016,LA Asset Watch,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,Critical,100,Los Angeles,Affordable Housing,Greystone,Review acquisition comparables,LA / Southern California project-level watch item.,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md,https://www.connectcre.com/stories/greystone-provides-fannie-mae-refi-on-san-diego-mixed-income/
2026-09-01,20260901-014157-7c7e8ccc,CARD-20260901-018,LA Asset Watch,Refinancing - Dallas / Texas - Affinius Capital Provides Loan for Refinancing of 594-Unit Apartment Community in Fort Wor...,Critical,100,Los Angeles,Apartment,Greystar,Review acquisition comparables,LA / Southern California project-level watch item.,"Track lender, maturity, owner, and recapitalization path",la_asset_watch_report.md,https://rebusinessonline.com/affinius-capital-provides-loan-for-refinancing-of-594-unit-apartment-community-in-fort-worth/
2026-09-01,20260901-014157-7c7e8ccc,CARD-20260901-001,Signal Quality,"JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",Critical,97,California,Senior Housing,Alliance Residential,"9 source file(s), 11 observation(s), latest stage Delivery / Opening, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-09-01,20260901-014157-7c7e8ccc,CARD-20260901-006,Opportunity,Acquisition Opportunity,Critical,95,California,Apartment,AvalonBay,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,opportunity_radar_report.md,https://www.connectcre.com/stories/vivmark-merger-triggers-742m-in-bay-area-apartment-acquisitions/
