run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-001,PRJ-20260815-0072,Construction Financing - California - CEDARst Closes on Construction Loan for Sixth San Diego Multifamily,California,California,JLL,Apartment,Refinancing / Recapitalization,100,60,97,Strong Institutional Signal,10,12,Refinancing opportunity,Priority Asset Watch,Review immediately,"10 source file(s), 12 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-002,PRJ-20260815-0167,Refinancing - California - Westphal Company Lands $56M Refi for San Diego Apartments,California,San Diego,Fannie Mae,Apartment,Refinancing / Recapitalization,100,52,97,Strong Institutional Signal,5,5,Refinancing opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-003,PRJ-20260815-0070,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,California,Fannie Mae,Apartment,Site Acquisition / Site Control,99,39,93,Strong Institutional Signal,10,20,Refinancing opportunity,Priority Asset Watch,Review immediately,"10 source file(s), 20 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-004,PRJ-20260815-0112,Acquisition - Los Angeles / California - Walker & Dunlop Arranges $33.2M Acquisition Loan for Los Angeles Multifamily Rental Commun...,California,Los Angeles,Walker & Dunlop,Apartment,Unknown Stage,100,31,91,Strong Institutional Signal,6,12,Refinancing opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 12 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-006,PRJ-20260815-0058,Disposition / Exit - Atlanta / Georgia - ATC Sells 290-Unit Augusta Apartment Complex,Unknown,Atlanta,Berkadia,Apartment,Unknown Stage,98,31,91,Strong Institutional Signal,5,5,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-005,PRJ-20260815-0128,"JV / Partnership - National - Brookfield, SWI Form $694M Multifamily Venture, Plan $500M In Sales",Unknown,National,Brookfield,Apartment,Unknown Stage,98,31,91,Strong Institutional Signal,8,15,Institutional capital movement,Priority Asset Watch,Review immediately,"8 source file(s), 15 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-007,PRJ-20260815-0173,Entitlement / Permitting - San Francisco / California - New Developer to Push Forward on Housing at 400 Divisadero Street in San Francisco,San Francisco / California,San Francisco,Greystar,General Residential,Delivery / Opening,79,11,91,Strong Institutional Signal,5,5,Entitlement progression,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-010,PRJ-20260815-0063,Refinancing - Austin / Texas - Vantage Inks $103M Refi on Three Texas Rental Assets,Unknown,Austin,Benefit Street Partners,Apartment,Refinancing / Recapitalization,81,45,89,Strong Institutional Signal,4,4,Refinancing opportunity,Strategic Asset Watch,Review immediately,"4 source file(s), 4 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-008,PRJ-20260815-0064,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,California,Bascom Group,Apartment,Unknown Stage,47,29,89,Strong Institutional Signal,9,10,LA urban infill opportunity,Strategic Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-009,PRJ-20260815-0073,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,California,Marcus & Millichap,Apartment,Unknown Stage,47,29,89,Strong Institutional Signal,9,10,LA urban infill opportunity,Strategic Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-012,PRJ-20260815-0184,"JV / Partnership - National - Brookfield, SWI Form $694M Multifamily Venture, Plan $500M In Sales",Unknown,U.S.,Brookfield,Apartment,Unknown Stage,99,31,88,Strong Institutional Signal,5,5,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-013,PRJ-20260815-0139,Disposition / Exit - California - 23 homes coming to Uptown Newport Village,California,Orange County,Unknown,Mixed-Use Residential,Entitlement Under Review,89,40,88,Strong Institutional Signal,4,4,Entitlement progression,Priority Asset Watch,Review immediately,"4 source file(s), 4 observation(s), latest stage Entitlement Under Review, identity confidence 80"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-011,PRJ-20260815-0074,"Acquisition - San Francisco / California - Sack Capital, Align Finance Close Financing for Two Step Up Housing Acquisitions",California,California,Unknown,Apartment,Building Permit / Construction Permit,85,40,88,Strong Institutional Signal,7,27,Entitlement progression,Priority Asset Watch,Review immediately,"7 source file(s), 27 observation(s), latest stage Building Permit / Construction Permit, identity confidence 80"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-015,PRJ-20260815-0143,"Acquisition - Other / Unknown - CBRE Negotiates $3.9M Sale of Riverwood Apartments in Mauston, Wisconsin",Unknown,Unknown,CBRE,Apartment,Site Acquisition / Site Control,86,26,87,Strong Institutional Signal,8,10,Institutional capital movement,Priority Asset Watch,Review immediately,"8 source file(s), 10 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-014,PRJ-20260815-0114,Office-to-Residential Conversion - Los Angeles / California - Residential conversion planned for office building at 1650 S. Westwood Blvd.,Los Angeles / California,Los Angeles,Unknown,General Residential,Site Acquisition / Site Control,70,38,87,Strong Institutional Signal,5,24,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 24 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-016,PRJ-20260815-0127,"General Project Signal - National - Survey: 61% of Investors Hold Negative Multifamily Outlook in 2026, Per Berkadia",Unknown,National,Berkadia,Multifamily,Unknown Stage,74,30,86,Strong Institutional Signal,7,9,Institutional capital movement,Strategic Asset Watch,Review immediately,"7 source file(s), 9 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-017,PRJ-20260815-0155,Disposition / Exit - Other / Unknown - Harrison Street Asset Management Sells Independent Living Multifamily Property Clearwater...,Unknown,Unknown,JLL,Senior Housing,Unknown Stage,77,22,83,Institutional Watch,5,6,Institutional capital movement,Strategic Asset Watch,Monitor sponsor relationship,"5 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-018,PRJ-20260815-0165,"Entitlement / Permitting - California - New Building Permits Filed For Sac Bee Townhomes, Sacramento",California,Sacramento,Unknown,General Residential,Building Permit / Construction Permit,76,24,83,Institutional Watch,4,4,Entitlement progression,Priority Asset Watch,Track entitlement progression,"4 source file(s), 4 observation(s), latest stage Building Permit / Construction Permit, identity confidence 80"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-019,PRJ-20260815-0136,General Project Signal - New York City / New York - High Street Residential Tops Out 25-Story Apartment Building in Manhattan,Unknown,New York City,High Street Residential,Affordable Housing,Unknown Stage,77,30,82,Institutional Watch,4,4,Institutional capital movement,Strategic Asset Watch,Monitor sponsor relationship,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-020,PRJ-20260815-0180,Acquisition - Miami / Florida - Milestone Group Trades Kendall Apartment Complex for $109M,Unknown,South Florida,Harbor Group International,Apartment,Unknown Stage,70,30,82,Institutional Watch,4,4,Institutional capital movement,Strategic Asset Watch,Monitor sponsor relationship,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-15,20260815-232054-01eb7c52,HCW-20260815-022,PRJ-20260815-0142,"Acquisition - Other / Unknown - AvalonBay, Equity Residential merger approved by shareholders",Unknown,Unknown,AvalonBay,Multifamily,Unknown Stage,73,24,81,Institutional Watch,5,6,Entitlement progression,Strategic Asset Watch,Track entitlement progression,"5 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
