run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-07-04,20260704-000526-5ae56ed2,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Phoenix / Arizona; Seattle,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; JV / partnership; operational technology / AI adoption,4,100,89.2,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-07-04,20260704-000526-5ae56ed2,Kennedy Wilson,Tier 1 / Immediate Strategic Importance,100,Affordable Housing,Los Angeles / California; Riverside / California,Core Multifamily News; Regional / California / LA Sources; Site / Parcel Source Expansion,Other,refinancing; office-to-residential conversion; JV / partnership; operational technology / AI adoption,4,100,83.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-07-04,20260704-000526-5ae56ed2,Walker & Dunlop,Tier 3 / Growth and Market Signal Watch,50,Apartment,Denver / Colorado; National,Core Multifamily News,Other,refinancing; JV / partnership,2,100,99.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,98,Map potential GP / JV relationship and monitor partnership activity
2026-07-04,20260704-000526-5ae56ed2,Freestone Capital,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-07-04,20260704-000526-5ae56ed2,PEF Advisors,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-07-04,20260704-000526-5ae56ed2,Cypress Equity Investments,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,Santa Monica / California,Regional / California / LA Sources,Other,refinancing; entitlement; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-07-04,20260704-000526-5ae56ed2,Fannie Mae,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Core Multifamily News,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-07-04,20260704-000526-5ae56ed2,PNC Bank,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida,Core Multifamily News,Other,acquisition; JV / partnership; market expansion; operational technology / AI adoption,1,100,100.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,91,Map potential GP / JV relationship and monitor partnership activity
2026-07-04,20260704-000526-5ae56ed2,CrossHarbor Capital,Tier 3 / Growth and Market Signal Watch,50,Student Housing,Other / Unknown,Site / Parcel Source Expansion,Other,acquisition,1,91,91.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,Low,88,Track capital deployment and pricing signals
2026-07-04,20260704-000526-5ae56ed2,PCCP,Tier 3 / Growth and Market Signal Watch,50,Apartment,New York; Riverside / California,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,2,100,90.5,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,88,Track refinancing or recapitalization pipeline
2026-07-04,20260704-000526-5ae56ed2,Dwight Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Texas,Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,1,83,83.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,84,Review California / LA capital and developer activity
2026-07-04,20260704-000526-5ae56ed2,JPI,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Dallas / Texas,Core Multifamily News; Site / Parcel Source Expansion,Other,operational technology / AI adoption,3,79,73.3,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,Low,84,Monitor only
