run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Miami,Florida,8,7,0,7,3,5,Apartment,Construction Financing,General Entitlement Signal,General submarket monitoring,100,77,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Acquisition - Miami / Florida - Pembroke Pines Rental Asset Trades for $80.5M; Construction Financing - Miami / Florida - LCOR Inks $192.5M Construction Loan for Biscayne Bay Apartments; Construction Financing - Miami / Florida - LCOR Lands $193M for Miami Rental Tower; Construction Financing - Miami / Florida - Rockpoint and The Kolter Group Partner for South Florida Multifamily Development Project; Developer Begins Work on 476-Unit Delray Beach Rental Community
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Phoenix,Arizona,4,4,0,4,1,4,Apartment,Acquisition,General Entitlement Signal,Suburban growth corridor,100,45,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Phoenix / Arizona - Alliance Sells Phoenix Apartments for $81.4M; Acquisition - Phoenix / Arizona - Inland Real Estate Group Offloads Lakewood Apartment Community for $71.5M; Alliance Sells Phoenix Apartments for $81.4M; General Project Signal - Phoenix / Arizona - Palindrome Property Group Secures Financing for Phoenix Multifamily Affordable Project The...; Inland Real Estate Group Offloads Lakewood Apartment Community for $71.5M
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Los Angeles,Los Angeles,15,6,7,4,0,3,Affordable Housing,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,100,25,67,High relevance to Woomi site strategy,Monitor entitlement precedent,62 apartments underway at 11103 Hartsook Ave. in North Hollywood; Adaptive reuse to create affordable housing at 521 and 530 E. 4th St. in Long Beach; Affordable housing commences work at 825 Hyperion Ave. in Silver Lake; Affordable housing completed at 3300 Washington Blvd. in Arlington Heights; Affordable housing takes shape at 1734 S. Barrington Ave. in Sawtelle
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Austin,Texas,3,3,0,3,0,1,Mixed-Use Residential,General Project Signal,General Entitlement Signal,Mixed-use corridor,99,0,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Austin / Texas - Haven Housing Acquires 264-Unit Multifamily Affordable Housing Apartment Community in Aust...; General Project Signal - Dallas / Texas - JPI Closes 9.32-Acre Development Site in Austin Plans 342-Unit Class A Multifamily Communi...; General Project Signal - Dallas / Texas - JPI to Start Work on $90M Austin Apartment Project; Haven Housing Acquires 264-Unit Multifamily Affordable Housing Apartment Community in Austin Texa; JPI Closes 9.32-Acre Development Site in Austin Plans 342-Unit Class A Multifamily Community in Pearson Ranch Mixed-Use Community
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Dallas,Texas,3,3,0,3,0,0,Mixed-Use Residential,General Project Signal,General Entitlement Signal,Mixed-use corridor,95,0,20,Strategic watch submarket,Review potential acquisition pipeline,General Project Signal - Dallas / Texas - JPI Closes 9.32-Acre Development Site in Austin Plans 342-Unit Class A Multifamily Communi...; General Project Signal - Dallas / Texas - JPI Moving Forward on $113M McKinney Apartment Venture; General Project Signal - Dallas / Texas - JPI to Start Work on $90M Austin Apartment Project; JPI Closes 9.32-Acre Development Site in Austin Plans 342-Unit Class A Multifamily Community in Pearson Ranch Mixed-Use Community; JPI Moving Forward on $113M McKinney Apartment Venture
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Riverside,Inland Empire,2,2,0,2,1,1,Apartment,Refinancing,General Entitlement Signal,General submarket monitoring,94,50,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,"C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine; PCCP Provides $61.3M Loan to Refinance 287-Unit Apartment Community in Washington, D.C.; Refinancing - Riverside / California - PCCP Provides $61.3M Loan to Refinance 287-Unit Apartment Community in Washington, D.C."
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Long Beach,Los Angeles,2,2,1,2,0,1,Affordable Housing,Office-to-Residential Conversion,Office-to-Residential Conversion,Adaptive reuse corridor; Office conversion corridor,91,21,67,High relevance to Woomi site strategy,Monitor entitlement precedent,"Adaptive reuse to create affordable housing at 521 and 530 E. 4th St. in Long Beach; JV / Partnership - Los Angeles / California - Redwood West, Panattoni Team to Acquire Long Beach’s The Pike; Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse to create affordable housing at 521 and 530 E. 4th St. in Long Beach; Redwood West, Panattoni Team to Acquire Long Beach’s The Pike"
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,New York,New York,3,2,0,2,1,1,Apartment,Construction Financing,General Entitlement Signal,Downtown infill,81,50,20,Strategic watch submarket,Review potential acquisition pipeline,"Construction Financing - New York - Transit-Oriented Fair Lawn Multifamily Scores $67M Construction Loan; General Project Signal - New York City / New York - Revised Plan for Pacific Park Would Bring 5,600 Apartments to Downtown Brooklyn; LCOR Lands $193M for Miami Rental Tower; Revised Plan for Pacific Park Would Bring 5,600 Apartments to Downtown Brooklyn; Transit-Oriented Fair Lawn Multifamily Scores $67M Construction Loan"
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Venice,Los Angeles,1,1,2,1,0,1,Affordable Housing,Entitlement / Permitting,Planning Approval,Mixed-use corridor,75,33,40,High relevance to Woomi site strategy,Monitor entitlement precedent,City Council upholds approval of mixed-use project at 1410 Main St. in Venice; Entitlement / Permitting - Los Angeles / California - City Council upholds approval of mixed-use project at 1410 Main St. in Venice
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Atlanta,Southeast,3,2,0,2,0,1,Mixed-Use Residential,Acquisition,General Entitlement Signal,Mixed-use corridor,71,0,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Atlanta / Georgia - Trinity Acquires 300-Unit Sandy Springs Apartment Complex; Developer Duo Adding 350 Apartments to Dunwoody Mixed-Use Project; General Project Signal - Atlanta / Georgia - Developer Duo Adding 350 Apartments to Dunwoody Mixed-Use Project; Portman Targeting Duluth for Mixed-Use Project; Trinity Acquires 300-Unit Sandy Springs Apartment Complex
