run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Apartment,32,22,13,24,86.4,Other / Unknown,Developer Strategy,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Affordable Housing,17,12,7,16,86.1,Los Angeles / California,Developer Strategy,Kennedy Wilson,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Multifamily,19,2,3,10,63.7,Other / Unknown,Developer Strategy,Freddie Mac,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Student Housing,2,1,1,2,74.0,Other / Unknown,Financing Risk,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Mixed-Use Residential,7,5,2,6,78.3,Atlanta / Georgia,Developer Strategy,JPI,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Senior Housing,1,1,0,1,72.0,Tennessee,Developer Strategy,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,General Residential,3,0,2,3,57.3,Los Angeles / California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-07-04,20260704-000526-5ae56ed2,2026-07-04 00:05:26,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
