run_date,run_id,la_asset_watch_id,asset_or_project_name,address_or_location_clue,la_submarket,gp_or_developer,residential_sector,entitlement_status,construction_status,asset_strategy_signal,site_control_signal,execution_stage,la_asset_opportunity_score,la_asset_risk_score,woomi_site_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-08-17,20260817-232239-1f6ae8e2,LAA-20260817-001,Construction Financing - California - CEDARst Closes on Construction Loan for Sixth San Diego Multifamily,California,Los Angeles,JLL,Apartment,Unknown,Unknown,Refinancing / Recapitalization,Unknown site control,Unknown,100,60,High relevance to Woomi site strategy,Review acquisition comparables,"Review parcel clue, entitlement path, sponsor, and comparable sites",CEDARst Closes on Construction Loan for Sixth San Diego Multifamily,https://www.connectcre.com/stories/cedarst-closes-on-construction-loan-for-sixth-san-diego-multifamily/,Medium
2026-08-17,20260817-232239-1f6ae8e2,LAA-20260817-002,Entitlement / Permitting - Los Angeles / California - L.A. City Planning Commission approves 379 apartments at 3200 S. La Cienega Blvd.,3200 S. La Cienega Blvd,Los Angeles,Unknown,Affordable Housing,Under planning review,Unknown,Entitlement Play,Project under entitlement,Entitlement / Planning,100,44,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",L.A. City Planning Commission approves 379 apartments at 3200 S. La Cienega Blvd.,https://la.urbanize.city/post/la-city-planning-commission-approves-379-apartments-3200-s-la-cienega-blvd,High
2026-08-17,20260817-232239-1f6ae8e2,LAA-20260817-016,L.A. City Planning Commission approves 379 apartments at 3200 S. La Cienega Blvd.,3200 S. La Cienega Blvd,Los Angeles,,Affordable Housing,Under planning review,Unknown,Entitlement Play,Site acquired,Entitlement / Planning,100,36,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",L.A. City Planning Commission approves 379 apartments at 3200 S. La Cienega Blvd.,https://la.urbanize.city/post/la-city-planning-commission-approves-379-apartments-3200-s-la-cienega-blvd,Medium
2026-08-17,20260817-232239-1f6ae8e2,LAA-20260817-012,General Project Signal - Los Angeles / California - Affordable housing coming to 4345 S. Crenshaw Blvd. in Leimert Park,4345 S. Crenshaw Blvd,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,100,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Affordable housing coming to 4345 S. Crenshaw Blvd. in Leimert Park,https://la.urbanize.city/post/affordable-housing-coming-4345-s-crenshaw-blvd-leimert-park,High
2026-08-17,20260817-232239-1f6ae8e2,LAA-20260817-010,General Project Signal - Los Angeles / California - State awards $6.5 million for affordable housing at 2518 Cesar E. Chavez Ave. in Boyle Hei...,2518 Cesar E. Chavez Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,100,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",State awards $6.5 million for affordable housing at 2518 Cesar E. Chavez Ave. in Boyle Heights,https://la.urbanize.city/post/state-awards-65-million-affordable-housing-2518-cesar-e-chavez-ave-boyle-heights,High
2026-08-17,20260817-232239-1f6ae8e2,LAA-20260817-003,Entitlement / Permitting - California - Affordable housing under construction at 9038 S. Reading Ave. in Westchester,9038 S. Reading Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Under construction,Affordable / Density Bonus Strategy,Project under entitlement,Under Construction,100,32,High relevance to Woomi site strategy,Benchmark density bonus use,"Review parcel clue, entitlement path, sponsor, and comparable sites",Affordable housing under construction at 9038 S. Reading Ave. in Westchester,https://la.urbanize.city/post/affordable-housing-under-construction-9038-s-reading-ave-westchester,High
2026-08-17,20260817-232239-1f6ae8e2,LAA-20260817-006,"JV / Partnership - California - Newmark Provides $58M Fannie Mae Loan for Active Adult Community in San Clemente, Californ...",Southern California,Los Angeles,Fannie Mae,Senior Housing,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,100,32,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites","Newmark Provides $58M Fannie Mae Loan for Active Adult Community in San Clemente, California",https://rebusinessonline.com/newmark-provides-58m-fannie-mae-loan-for-active-adult-community-in-san-clemente-california/,High
2026-08-17,20260817-232239-1f6ae8e2,LAA-20260817-007,Disposition / Exit - California - Marcus & Millichap Arranges $5.75M Sale and $3.8M Financing of 16-Unit Multifamily Propert...,California,Los Angeles,Marcus & Millichap,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,31,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Marcus & Millichap Arranges $5.75M Sale and $3.8M Financing of 16-Unit Multifamily Property in Belmont California,https://yieldpro.com/2026/08/carlmont-hills-apartments/,Medium
2026-08-17,20260817-232239-1f6ae8e2,LAA-20260817-005,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,Los Angeles,Fannie Mae,Apartment,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,100,30,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,Medium
2026-08-17,20260817-232239-1f6ae8e2,LAA-20260817-008,Disposition / Exit - Los Angeles / California - Marcus & Millichap’s Azzi Group Closes Value-Add Sale of West Hollywood Multifamily,Los Angeles,Los Angeles,Marcus & Millichap,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,25,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Marcus & Millichap’s Azzi Group Closes Value-Add Sale of West Hollywood Multifamily,https://www.connectcre.com/stories/marcus-millichaps-azzi-group-closes-value-add-sale-of-west-hollywood-multifamily/,Medium
