run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-08-17,20260817-232239-1f6ae8e2,Brookfield,Tier 1 / Immediate Strategic Importance,100,Apartment,Phoenix / Arizona,Core Multifamily News,Other,JV / partnership; market expansion; operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,Potential JV / Partnership Signal,potential JV partnership signal,Low,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-17,20260817-232239-1f6ae8e2,Fannie Mae,Tier 3 / Growth and Market Signal Watch,50,Senior Housing,California,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,2,97,94.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-17,20260817-232239-1f6ae8e2,JLL,Tier 3 / Growth and Market Signal Watch,50,Multifamily,California; Colorado; Georgia; Nashville / Tennessee,Core Multifamily News; Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; office-to-residential conversion; JV / partnership; operational technology / AI adoption,4,100,78.8,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-17,20260817-232239-1f6ae8e2,Kennedy Wilson,Tier 1 / Immediate Strategic Importance,100,Apartment,National,Core Multifamily News,Other,acquisition,1,85,85.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,High,100,Review California / LA capital and developer activity
2026-08-17,20260817-232239-1f6ae8e2,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Los Angeles / California; Miami / Florida; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,6,96,86.8,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-08-17,20260817-232239-1f6ae8e2,Sack Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,San Francisco / California,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; JV / partnership; operational technology / AI adoption,2,100,91.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-17,20260817-232239-1f6ae8e2,AvalonBay,Tier 1 / Immediate Strategic Importance,100,Apartment,New York,Core Multifamily News,Other,operational technology / AI adoption,1,82,82.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,High,96,Review California / LA capital and developer activity
2026-08-17,20260817-232239-1f6ae8e2,Bascom Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,1,91,91.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,96,Review California / LA capital and developer activity
2026-08-17,20260817-232239-1f6ae8e2,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,Nashville / Tennessee; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; office-to-residential conversion; operational technology / AI adoption,2,100,77.5,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,92,Track capital deployment and pricing signals
2026-08-17,20260817-232239-1f6ae8e2,CoStar Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,Seattle,Site / Parcel Source Expansion,Other,acquisition; disposition / exit,1,100,100.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,Low,91,Track capital deployment and pricing signals
