run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,California,Apartment,17,15,8,89.0,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Los Angeles,Affordable Housing,9,8,6,93.3,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,National / Other,Apartment,35,22,8,75.0,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Texas,Apartment,6,6,1,83.0,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,New York,Apartment,5,5,4,84.2,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Southeast,Apartment,9,5,1,72.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Florida,Apartment,8,4,3,78.1,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Arizona,Mixed-Use Residential,5,3,4,82.0,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Dallas,Apartment,3,3,0,75.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Phoenix,Mixed-Use Residential,4,2,3,77.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Austin,Affordable Housing,2,2,1,99.0,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Sun Belt,General Residential,1,0,0,55.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
