run_date,run_id,la_transition_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,previous_stage,current_stage,transition_type,progression_score,stall_risk_score,execution_momentum_label,la_entry_timing_signal,potential_woomi_site_strategy,recommended_local_follow_up,evidence_article_title,url,confidence_level
2026-09-09,20260909-010459-46ae916b,LAT-20260909-001,Acquisition - California - Mixed-use project rises at 1801 E. 4th St. in Santa Ana,California,Unknown,Mixed-Use Residential,Delivery / Opening,Delivery / Opening,Mature / Operating,78,13,Mature,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Mixed-use project rises at 1801 E. 4th St. in Santa Ana,https://la.urbanize.city/post/mixed-use-project-rises-1801-e-4th-st-santa-ana,High
2026-09-09,20260909-010459-46ae916b,LAT-20260909-002,Development Start - Los Angeles / California - Construction begins for affordable housing at former MacLaren Hall site in El Monte,Los Angeles,Unknown,Affordable Housing,Vertical Construction,Vertical Construction,Same Stage Persistence,78,13,Stable,Construction start watch,Monitor only,Monitor for another run to confirm lifecycle direction,Construction begins for affordable housing at former MacLaren Hall site in El Monte,https://la.urbanize.city/post/construction-begins-affordable-housing-former-maclaren-hall-site-el-monte,High
2026-09-09,20260909-010459-46ae916b,LAT-20260909-003,Construction begins for affordable housing at former MacLaren Hall site in El Monte,Los Angeles,,Affordable Housing,Vertical Construction,Vertical Construction,Same Stage Persistence,78,11,Stable,Construction start watch,Monitor only,Monitor for another run to confirm lifecycle direction,Construction begins for affordable housing at former MacLaren Hall site in El Monte,https://la.urbanize.city/post/construction-begins-affordable-housing-former-maclaren-hall-site-el-monte,High
2026-09-09,20260909-010459-46ae916b,LAT-20260909-004,General Project Signal - Miami / Florida - Terra Lands $245M Financing for Newly Completed Upland Park Development,Los Angeles,Unknown,Mixed-Use Residential,Delivery / Opening,Delivery / Opening,Mature / Operating,77,13,Mature,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Terra Lands $245M Financing for Newly Completed Upland Park Development,https://www.connectcre.com/stories/terra-lands-245m-financing-for-newly-completed-upland-park-development/,High
2026-09-09,20260909-010459-46ae916b,LAT-20260909-005,"Acquisition - California - MBK Rental Living, Haseko Sell 315-Unit Zia Multifamily Community in Anaheim",California,Unknown,Multifamily,No Previous Record,Delivery / Opening,Newly Detected Project,72,13,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark","MBK Rental Living, Haseko Sell 315-Unit Zia Multifamily Community in Anaheim",https://rebusinessonline.com/mbk-rental-living-haseko-sell-315-unit-zia-multifamily-community-in-anaheim/,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-006,Construction Financing - California - CEDARst Snags $80M Construction Loan for San Diego Apartments,California,JLL,Apartment,Refinancing / Recapitalization,Refinancing / Recapitalization,Same Stage Persistence,65,30,Stable,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",CEDARst Snags $80M Construction Loan for San Diego Apartments,https://www.connectcre.com/stories/cedarst-snags-80m-construction-loan-for-san-diego-apartments/,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-007,"Entitlement / Permitting - San Francisco / California - New Building Permits Filed In Balboa Reservoir Masterplan, San Francisco",Los Angeles,AvalonBay,Apartment,Building Permit / Construction Permit,Building Permit / Construction Permit,Same Stage Persistence,65,11,Stable,Permit issuance watch,Monitor permit-to-start conversion,Monitor for another run to confirm lifecycle direction,"New Building Permits Filed In Balboa Reservoir Masterplan, San Francisco",https://sfyimby.com/2026/09/new-building-permits-filed-in-balboa-reservoir-masterplan-san-francisco.html,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-008,"New Building Permits Filed In Balboa Reservoir Masterplan, San Francisco",Los Angeles,,Apartment,Building Permit / Construction Permit,Building Permit / Construction Permit,Same Stage Persistence,64,10,Stable,Permit issuance watch,Monitor permit-to-start conversion,Monitor for another run to confirm lifecycle direction,"New Building Permits Filed In Balboa Reservoir Masterplan, San Francisco",https://sfyimby.com/2026/09/new-building-permits-filed-in-balboa-reservoir-masterplan-san-francisco.html,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-009,JV / Partnership - Other / Unknown - Building Permits Issued For West Oakland BART Affordable Housing,Los Angeles,Unknown,Affordable Housing,No Previous Record,Building Permit / Construction Permit,Newly Detected Project,58,13,Unknown,Permit issuance watch,Monitor permit-to-start conversion,Monitor for another run to confirm lifecycle direction,Building Permits Issued For West Oakland BART Affordable Housing,https://sfyimby.com/2026/09/building-permits-issued-for-west-oakland-bart-affordable-housing.html,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-010,Building Permits Issued For West Oakland BART Affordable Housing,Los Angeles,,Affordable Housing,No Previous Record,Building Permit / Construction Permit,Newly Detected Project,58,10,Unknown,Permit issuance watch,Monitor permit-to-start conversion,Monitor for another run to confirm lifecycle direction,Building Permits Issued For West Oakland BART Affordable Housing,https://sfyimby.com/2026/09/building-permits-issued-for-west-oakland-bart-affordable-housing.html,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-011,Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,Los Angeles,Unknown,Workforce Housing,No Previous Record,Refinancing / Recapitalization,Newly Detected Project,57,29,Unknown,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,https://la.urbanize.city/post/mixed-use-building-starts-rise-8025-santa-monica-blvd-west-hollywood,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-012,Cortland Offloads 812 West Palm Beach Apartment Units for $208M,Los Angeles,Fairfield Residential,Apartment,Site Acquisition / Site Control,Site Acquisition / Site Control,Same Stage Persistence,50,36,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Cortland Offloads 812 West Palm Beach Apartment Units for $208M,https://www.connectcre.com/stories/cortland-offloads-812-west-palm-beach-apartment-units-for-208m/,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-013,Disposition / Exit - Miami / Florida - Cortland Offloads 812 West Palm Beach Apartment Units for $208M,Los Angeles,Fairfield Residential,Apartment,Site Acquisition / Site Control,Site Acquisition / Site Control,Same Stage Persistence,50,36,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Cortland Offloads 812 West Palm Beach Apartment Units for $208M,https://www.connectcre.com/stories/cortland-offloads-812-west-palm-beach-apartment-units-for-208m/,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-014,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,Freddie Mac,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,50,31,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-015,"General Project Signal - Atlanta / Georgia - Kennedy Wilson, Shimizu Corp. partner on $139M multifamily build in Georgia",Los Angeles,Kennedy Wilson,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,50,30,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,"Kennedy Wilson, Shimizu Corp. partner on $139M multifamily build in Georgia",https://www.multifamilydive.com/news/kennedy-wilson-shimizu-corp-multifamily-georgia/829087/,Medium
2026-09-09,20260909-010459-46ae916b,LAT-20260909-016,Acquisition - Riverside / California - What multifamily firms bought and sold this summer,California,Scion Group,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,49,30,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,What multifamily firms bought and sold this summer,https://www.multifamilydive.com/news/multifamily-firms-bought-sold-summer/829444/,Low
2026-09-09,20260909-010459-46ae916b,LAT-20260909-017,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,Fannie Mae,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,48,29,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,Low
