run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Hollywood,3,2,2,2,1,3,Workforce Housing,Office-to-Residential Conversion,Mixed-use corridor,Unknown,"Construction Financing - Los Angeles / California - Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood; Ian Schrager’s West Hollywood Hotel Redevelopment Scores $116M Bridge Financing; Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood; Office-to-Residential Conversion - Los Angeles / California - Ian Schrager’s West Hollywood Hotel Redevelopment Scores $116M Bridge Financing; Sunset Boulevard bus lanes, Kroenke buys Angels, and more",100,55,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,West Hollywood,2,2,2,2,1,3,Workforce Housing,Office-to-Residential Conversion,Mixed-use corridor,Unknown,Construction Financing - Los Angeles / California - Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood; Ian Schrager’s West Hollywood Hotel Redevelopment Scores $116M Bridge Financing; Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood; Office-to-Residential Conversion - Los Angeles / California - Ian Schrager’s West Hollywood Hotel Redevelopment Scores $116M Bridge Financing,100,55,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Santa Monica,3,3,1,3,1,2,Workforce Housing,Entitlement Approval,Mixed-use corridor,Unknown,Construction Financing - Los Angeles / California - Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood; Disposition / Exit - Santa Monica / California - Marcus & Millichap Brokers Two Santa Monica Multifamily Portfolio Sales; Disposition / Exit - Santa Monica / California - Marcus & Millichap Brokers Two Santa Monica Multifamily Sales Each Exceeding $1M Per Unit; Marcus & Millichap Brokers Two Santa Monica Multifamily Portfolio Sales; Marcus & Millichap Brokers Two Santa Monica Multifamily Sales Each Exceeding $1M Per Unit,100,48,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Anaheim,2,2,0,2,0,2,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Acquisition - California - MBK Rental Living, Haseko Sell 315-Unit Zia Multifamily Community in Anaheim; Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community; MBK Rental Living, Haseko Sell 315-Unit Zia Multifamily Community in Anaheim; Tishman Speyer Acquires 376-Unit Anaheim Rental Community",100,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,High
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Santa Ana,1,1,0,1,0,2,Mixed-Use Residential,General Entitlement Signal,Mixed-use corridor,Unknown,Acquisition - California - Mixed-use project rises at 1801 E. 4th St. in Santa Ana; Mixed-use project rises at 1801 E. 4th St. in Santa Ana,69,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Riverside,1,1,0,1,0,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - Riverside / California - What multifamily firms bought and sold this summer; What multifamily firms bought and sold this summer,68,30,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,California,0,5,1,0,0,0,Affordable Housing,Entitlement Approval,General submarket monitoring,Unknown,Construction Financing - California - CEDARst Snags $80M Construction Loan for San Diego Apartments; Disposition / Exit - California - Marcus & Millichap Closes Sale of Bay Area Assisted Living; Entitlement / Permitting - California - Rendering vs. Reality: Apartments at 1408 W. Jefferson Blvd. in Exposition Park; General Project Signal - California - WNC Closes on 23rd California-Focused Affordable Housing Fund; JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,63,30,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Los Angeles,8,0,3,0,0,0,Affordable Housing,Building Permit / Construction Permit,Mixed-use corridor,Unknown,Building Permits Issued For West Oakland BART Affordable Housing; Construction begins for affordable housing at former MacLaren Hall site in El Monte; Metro scores $150M in federal funding for Vermont BRT Line; Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood; Mixed-use project rises at 1801 E. 4th St. in Santa Ana,52,44,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Burbank,1,0,0,0,0,0,Apartment,General Entitlement Signal,Transit-oriented development,Unknown,"Sunset Boulevard bus lanes, Kroenke buys Angels, and more",12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Orange County,3,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex; Tishman Speyer Acquires 376-Unit Anaheim Rental Community; WNC Closes on 23rd California-Focused Affordable Housing Fund,12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-09-09,20260909-010459-46ae916b,2026-09-09 01:04:59,Pasadena,1,0,0,0,0,0,Apartment,General Entitlement Signal,Transit-oriented development,Unknown,"Sunset Boulevard bus lanes, Kroenke buys Angels, and more",12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
