run_date,run_id,watchlist_category,item_name,market,residential_sector,gp_or_developer,score,priority_label,status_or_stage,signal_quality_label,recommended_follow_up,source_report
2026-07-20,20260720-235827-8318a794,LA Assets,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Los Angeles,Apartment,IPA,100,High relevance to Woomi site strategy,Unknown,,Monitor asset for repeated local confirmation,la_asset_watch_report.md
2026-07-20,20260720-235827-8318a794,LA Assets,Refinancing - Austin / Texas - Flournoy Properties Lands $46.5M Refi on Leander Rental Asset,Los Angeles,Apartment,Bridge Investment Group,100,High relevance to Woomi site strategy,Delivered / Lease-Up,,"Track lender, maturity, owner, and recapitalization path",la_asset_watch_report.md
2026-07-20,20260720-235827-8318a794,LA Assets,Entitlement / Permitting - Los Angeles / California - New plan for housing approved at 4741 Libbit Ave. in Encino,Los Angeles,Apartment,Unknown,100,High relevance to Woomi site strategy,Unknown,,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md
2026-07-20,20260720-235827-8318a794,LA Assets,JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,Los Angeles,Affordable Housing,JPI,100,High relevance to Woomi site strategy,Unknown,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-07-20,20260720-235827-8318a794,LA Assets,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Los Angeles,Apartment,Bascom Group,100,High relevance to Woomi site strategy,Unknown,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-07-20,20260720-235827-8318a794,LA Assets,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Los Angeles,Mixed-Use Residential,AvalonBay,100,High relevance to Woomi site strategy,Unknown,,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md
2026-07-20,20260720-235827-8318a794,LA Assets,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Los Angeles,Mixed-Use Residential,CIM Group,100,High relevance to Woomi site strategy,Unknown,,Monitor asset for repeated local confirmation,la_asset_watch_report.md
2026-07-20,20260720-235827-8318a794,LA Assets,Disposition / Exit - Los Angeles / California - Prime Residential Pays $51M for Miracle Mile Apartments,Los Angeles,Apartment,Marcus & Millichap,100,High relevance to Woomi site strategy,Unknown,,Monitor asset for repeated local confirmation,la_asset_watch_report.md
2026-07-20,20260720-235827-8318a794,LA Assets,Entitlement / Permitting - Los Angeles / California - Apartments under construction at 5547 N. Elmer Ave. in North Hollywood,Los Angeles,Affordable Housing,Unknown,100,High relevance to Woomi site strategy,Under Construction,,Monitor asset for repeated local confirmation,la_asset_watch_report.md
2026-07-20,20260720-235827-8318a794,LA Assets,Acquisition - Other / Unknown - MG Properties Acquires 188-Unit Apartment Complex in Portland,Los Angeles,Mixed-Use Residential,JLL,100,High relevance to Woomi site strategy,Site Controlled,,Monitor asset for repeated local confirmation,la_asset_watch_report.md
2026-07-20,20260720-235827-8318a794,Capital Flow,Alliance Residential,Other / Unknown,Apartment,Unknown,100,No Clear Stress,Fading,,Capital flow fading,capital_flow_report.md
2026-07-20,20260720-235827-8318a794,Capital Flow,Arizona,Other / Unknown,Apartment,Unknown,100,No Clear Stress,Fading,,Capital flow fading,capital_flow_report.md
2026-07-20,20260720-235827-8318a794,Capital Flow,Atlanta / Georgia,Other / Unknown,Apartment,Unknown,100,Refinancing Stress Watch,Increasing,,Capital concentration increasing,capital_flow_report.md
2026-07-20,20260720-235827-8318a794,Capital Flow,Atlanta / Georgia,Other / Unknown,BTR / Single-Family Rental,Unknown,100,No Clear Stress,Stable,,Stable capital pattern,capital_flow_report.md
2026-07-20,20260720-235827-8318a794,Capital Flow,Atlanta / Georgia,Other / Unknown,Student Housing,Unknown,100,Refinancing Stress Watch,Fading,,Capital flow fading,capital_flow_report.md
2026-07-20,20260720-235827-8318a794,Capital Flow,Atlanta / Georgia,Other / Unknown,Mixed-Use Residential,Unknown,100,No Clear Stress,Stable,,Stable capital pattern,capital_flow_report.md
2026-07-20,20260720-235827-8318a794,Capital Flow,Austin / Texas,Other / Unknown,Apartment,Unknown,100,Refinancing Stress Watch,Stable,,Stable capital pattern,capital_flow_report.md
2026-07-20,20260720-235827-8318a794,Capital Flow,AvalonBay,Other / Unknown,Mixed-Use Residential,Unknown,100,No Clear Stress,Stable,,Stable capital pattern,capital_flow_report.md
2026-07-20,20260720-235827-8318a794,Capital Flow,Bascom Group,Other / Unknown,Apartment,Unknown,100,No Clear Stress,Stable,,Stable capital pattern,capital_flow_report.md
2026-07-20,20260720-235827-8318a794,Capital Flow,Berkadia,Other / Unknown,Multifamily,Unknown,100,Refinancing Stress Watch,Fading,,Capital flow fading,capital_flow_report.md
2026-07-20,20260720-235827-8318a794,High Confidence Signals,Refinancing - Austin / Texas - Flournoy Properties Lands $46.5M Refi on Leander Rental Asset,Unknown,Apartment,Bridge Investment Group,97,Priority Asset Watch,Delivery / Opening,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-07-20,20260720-235827-8318a794,High Confidence Signals,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Unknown,Mixed-Use Residential,CIM Group,95,Priority Asset Watch,Construction Ready,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-07-20,20260720-235827-8318a794,High Confidence Signals,Construction Financing - Florida - JLL Secures $176.6M Construction Loan for Student Housing Development Near University of C...,Florida,Student Housing,JLL,93,Priority Asset Watch,Refinancing / Recapitalization,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-07-20,20260720-235827-8318a794,High Confidence Signals,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Unknown,Mixed-Use Residential,JLL,92,Strategic Asset Watch,Refinancing / Recapitalization,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-07-20,20260720-235827-8318a794,High Confidence Signals,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Unknown,Mixed-Use Residential,AvalonBay,91,Priority Asset Watch,Unknown Stage,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-07-20,20260720-235827-8318a794,High Confidence Signals,JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,California,Affordable Housing,JPI,91,Priority Asset Watch,Unknown Stage,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-07-20,20260720-235827-8318a794,High Confidence Signals,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,Apartment,Bascom Group,91,Priority Asset Watch,Unknown Stage,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-07-20,20260720-235827-8318a794,High Confidence Signals,"JV / Partnership - Los Angeles / California - CIM Group, Hulic Acquire West Hollywood Apartment Property",California,Apartment,CIM Group,91,Priority Asset Watch,Delivery / Opening,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-07-20,20260720-235827-8318a794,Opportunities,Construction Financing Gap,Florida,Student Housing,JLL,91,Immediate Opportunity Watch,Construction Financing Gap,,Add to executive opportunity review,opportunity_radar_report.md
2026-07-20,20260720-235827-8318a794,High Confidence Signals,Acquisition - Texas - JLL Arranges $40.9M Acquisition Loan for Irving Apartment Complex,Texas,Apartment,JLL,90,Priority Asset Watch,Unknown Stage,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-07-20,20260720-235827-8318a794,Opportunities,JV / Partnership Gap,California,Affordable Housing,JPI,90,Immediate Opportunity Watch,JV / Partnership Gap,,Add to executive opportunity review,opportunity_radar_report.md
2026-07-20,20260720-235827-8318a794,Source Activation,Connect CRE,Other / Unknown,General Residential,Unknown,90,Production Source,Working,,Working,source_activation_report.md
2026-07-20,20260720-235827-8318a794,Source Activation,Yield PRO,Other / Unknown,General Residential,Unknown,90,Production Source,Working,,Working,source_activation_report.md
2026-07-20,20260720-235827-8318a794,Opportunities,Acquisition Opportunity,Texas,Apartment,JLL,89,Immediate Opportunity Watch,Acquisition Opportunity,,Add to executive opportunity review,opportunity_radar_report.md
2026-07-20,20260720-235827-8318a794,Opportunities,Construction Financing Gap,Miami / Florida,Mixed-Use Residential,JLL,89,Immediate Opportunity Watch,Construction Financing Gap,,Add to executive opportunity review,opportunity_radar_report.md
2026-07-20,20260720-235827-8318a794,High Confidence Signals,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Unknown,Apartment,IPA,88,Priority Asset Watch,Unknown Stage,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-07-20,20260720-235827-8318a794,Opportunities,Acquisition Opportunity,California,Apartment,Bascom Group,88,Immediate Opportunity Watch,Acquisition Opportunity,,Add to executive opportunity review,opportunity_radar_report.md
2026-07-20,20260720-235827-8318a794,Opportunities,Refinancing Gap,Austin / Texas,Apartment,Bridge Investment Group,88,Immediate Opportunity Watch,Refinancing Gap,,Add to executive opportunity review,opportunity_radar_report.md
2026-07-20,20260720-235827-8318a794,Opportunities,Acquisition Opportunity,Miami / Florida,Mixed-Use Residential,AvalonBay,86,Immediate Opportunity Watch,Acquisition Opportunity,,Add to executive opportunity review,opportunity_radar_report.md
2026-07-20,20260720-235827-8318a794,Source Activation,Multifamily Dive,Other / Unknown,General Residential,Unknown,86,Production Source,Working,,Working,source_activation_report.md
2026-07-20,20260720-235827-8318a794,Source Activation,Connect CRE Orange County,Other / Unknown,General Residential,Unknown,86,Production Source,Working,,Working,source_activation_report.md
2026-07-20,20260720-235827-8318a794,Opportunities,GP Capability Partnership Opportunity,Atlanta / Georgia,Mixed-Use Residential,CIM Group,84,Immediate Opportunity Watch,GP Capability Partnership Opportunity,,Add to executive opportunity review,opportunity_radar_report.md
2026-07-20,20260720-235827-8318a794,Opportunities,GP Capability Partnership Opportunity,New York City / New York,Apartment,JLL,84,Immediate Opportunity Watch,GP Capability Partnership Opportunity,,Add to executive opportunity review,opportunity_radar_report.md
