run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0182,Acquisition - Texas - JLL Arranges $40.9M Acquisition Loan for Irving Apartment Complex,100,2026-07-20 23:58:27,art_9bbfd662be87cd24,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Acquisition - Texas - JLL Arranges $40.9M Acquisition Loan for Irving Apartment Complex,Acquisition,Apartment,Apartment,Texas,Texas,Texas,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,Texas,288 units,$40.9M; $40.9M; $40.9 million,$40.9M,$40.9M,,,,,,,,95,High Deal Intelligence,Pricing benchmark,JLL Arranges $40.9M Acquisition Loan for Irving Apartment Complex,REBusiness Online,https://rebusinessonline.com/jll-arranges-40-9m-acquisition-loan-for-irving-apartment-complex/,100,DFP-231D6C111A,100,Acquisition - Acquisition - Texas - JLL Arranges $40.9M Acquisition Loan for Irving Apartment Complex,Acquisition - JLL - Texas,DCL-20260720-001,1
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0120,Construction Financing - Florida - JLL Secures $176.6M Construction Loan for Student Housing Development Near University of C...,100,2026-07-20 23:58:27,art_782c55f92d5f042d,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Construction Financing - Florida - JLL Secures $176.6M Construction Loan for Student Housing Development Near University of C...,Construction Financing,Student Housing,Student Housing,Florida,Orlando,Florida,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,Florida,484 units,$176.6M; $176.6M; $176.6 million,$176.6M,,,,,,,,,95,High Deal Intelligence,Capital market signal,JLL Secures $176.6M Construction Loan for Student Housing Development Near University of Central Florida,REBusiness Online,https://rebusinessonline.com/jll-secures-176-6m-construction-loan-for-student-housing-development-near-university-of-central-florida/,100,DFP-FB16CE044E,100,Construction Financing - Construction Financing - Florida - JLL Secures $176.6M Construction Loan for Student Housing Development Near University of C...,Construction Financing - JLL - JLL - Florida,DCL-20260720-002,1
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0044,Refinancing - Austin / Texas - Flournoy Properties Lands $46.5M Refi on Leander Rental Asset,100,2026-07-20 23:58:27,art_498044e68ab49933,valid,Development Activity,GP / Capital Activity,acceptable_repeat,70,open,Refinancing - Austin / Texas - Flournoy Properties Lands $46.5M Refi on Leander Rental Asset,Refinancing,Apartment,Apartment,Austin / Texas,Austin,Unknown,Bridge Investment Group,Bridge Investment Group,Unknown,walker & dunlop,walker & dunlop,Unknown,Unknown,Sun Belt,329 units,$46.5M; $46.5M; $46.5 million,$46.5M,,,,,,,completed,,93,High Deal Intelligence,Capital market signal,Flournoy Properties Lands $46.5M Refi on Leander Rental Asset,Connect CRE Texas,https://www.connectcre.com/stories/flournoy-properties-lands-46-5m-refi-on-leander-rental-asset/,93,DFP-0E77E75738,100,Refinancing - Refinancing - Austin / Texas - Flournoy Properties Lands $46.5M Refi on Leander Rental Asset,Refinancing - Bridge Investment Group - walker & dunlop - Sun Belt,DCL-20260720-003,1
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0039,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,100,2026-07-20 23:58:27,art_d7d8176bdd750a59,valid,Development Activity,GP / Capital Activity,repeat_penalized,55,open,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Development Start,Mixed-Use Residential,Mixed-Use Residential,Atlanta / Georgia,Atlanta,Unknown,CIM Group,CIM Group,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,280 apartments,$5 billion,$5 billion,,,,,,,,,87,High Deal Intelligence,Capital market signal,Financing Secured for Centennial Yards Mixed-Use Project,Connect CRE Atlanta,https://www.connectcre.com/stories/financing-secured-for-centennial-yards-mixed-use-project/,100,DFP-BB7B16FB5F,90,Development Start - Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Development Start - CIM Group - Los Angeles,DCL-20260720-004,1
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0168,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",100,2026-07-20 23:58:27,art_c639cfebdbbe5edf,valid,Development Activity,GP / Capital Activity,repeat_penalized,55,open,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Acquisition,Mixed-Use Residential,Mixed-Use Residential,Miami / Florida,South Florida,Unknown,AvalonBay,AvalonBay,avalonbay,cushman,cushman,avalonbay,avalonbay,Sun Belt,,$22 m; $22 million; $22,,$22 m,,,,,,,,85,High Deal Intelligence,Pricing benchmark,"Avalon Bay Planning Apartments, Retail in South Miami",Connect CRE South Florida,https://www.connectcre.com/stories/avalon-bay-planning-apartments-retail-in-south-miami/,100,DFP-DB5E52C77E,90,"Acquisition - Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Acquisition - AvalonBay - Sun Belt,DCL-20260720-005,1
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0170,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,100,2026-07-20 23:58:27,art_3f84edd73e3edbf3,valid,Development Activity,GP / Capital Activity,repeat_penalized,55,open,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Construction Financing,Apartment,Mixed-Use Residential,Miami / Florida,South Florida,Unknown,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,Sun Belt,,$111M; $111M; $111 million,$111M,,,,,,,,,85,High Deal Intelligence,Capital market signal,S3 Originates $111M Construction Loan for Edgewater Rental Community,Connect CRE South Florida,https://www.connectcre.com/stories/s3-originates-111m-construction-loan-for-edgewater-rental-community/,100,DFP-0429255F69,90,Construction Financing - Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Construction Financing - JLL - JLL - Sun Belt,DCL-20260720-006,1
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0046,JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,100,2026-07-20 23:58:27,art_84f5ecca5f4ef3cd,suspicious_duplicate,GP / Capital Activity,Market Intelligence,acceptable_repeat,68,access_limited,JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,JV / Partnership,BTR / Single-Family Rental,Affordable Housing,California,California,California,JPI,JPI,Unknown,Unknown,Unknown,Unknown,Unknown,California,580 homes,,,,,,,,,,,85,High Deal Intelligence,GP partnership reference,Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,Urbanize LA,https://la.urbanize.city/post/mixed-use-building-rises-450-promenade-n-downtown-long-beach,100,DFP-B8B52BB23B,80,JV / Partnership - JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,JV / Partnership - JPI - California,DCL-20260720-007,1
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0045,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,100,2026-07-20 23:58:27,art_af936828d39943e9,valid,Development Activity,GP / Capital Activity,acceptable_repeat,62,open,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition,Apartment,Apartment,California,California,California,Bascom Group,Bascom Group,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$53; $290; $53,$53,$53,,,,,,,,82,High Deal Intelligence,Pricing benchmark,Bascom Acquires Buena Park Apartments as Value-Add Deal,Connect CRE Orange County,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,91,DFP-6776EE5E57,80,Acquisition - Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition - Bascom Group - California,DCL-20260720-008,1
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0183,General Project Signal - Texas - 525 apartments start to rise at 22107 S. Vermont Ave. in West Carson,100,2026-07-20 23:58:27,art_0db7169a39f015b5,valid,Development Activity,,repeat_penalized,58,access_limited,General Project Signal - Texas - 525 apartments start to rise at 22107 S. Vermont Ave. in West Carson,General Project Signal,Apartment,Apartment,Texas,Texas,Texas,JPI,JPI,Unknown,Unknown,Unknown,Unknown,Unknown,Texas,525 apartments,$1.8; $40 million,,,,,,,,,,77,Useful Deal Signal,Underwriting benchmark,525 apartments start to rise at 22107 S. Vermont Ave. in West Carson,Urbanize LA,https://la.urbanize.city/post/525-apartments-start-rise-22107-s-vermont-ave-west-carson,100,DFP-C9B4CA0348,90,General Project Signal - General Project Signal - Texas - 525 apartments start to rise at 22107 S. Vermont Ave. in West Carson,General Project Signal - JPI - Texas,DCL-20260720-009,1
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0169,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",100,2026-07-20 23:58:27,art_b790074cb338b620,valid,Development Activity,GP / Capital Activity,repeat_penalized,55,open,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Construction Financing,Apartment,Apartment,Miami / Florida,South Florida,Unknown,IPA,IPA,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$54 million; $54 million,$54 million,,,,,,,,,76,Useful Deal Signal,Capital market signal,"Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Connect CRE South Florida,https://www.connectcre.com/stories/fort-lauderdale-developer-inks-financing-for-condos-apartments-retail/,97,DFP-02BAF3D804,80,"Construction Financing - Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Construction Financing - IPA - Sun Belt,DCL-20260720-010,1
2026-07-20,20260720-235827-8318a794,PRJ-20260720-0148,Acquisition - Phoenix / Arizona - 320-Unit Gilbert Apartment Community Trades to Camden,100,2026-07-20 23:58:27,art_19506c88e2251af5,valid,Development Activity,GP / Capital Activity,repeat_penalized,58,open,Acquisition - Phoenix / Arizona - 320-Unit Gilbert Apartment Community Trades to Camden,Acquisition,Apartment,Apartment,Phoenix / Arizona,Phoenix,Unknown,Camden Property Trust,Camden Property Trust,camden,cbre,CBRE,camden,camden,Sun Belt,,,,,,,,,,,,75,Useful Deal Signal,Monitor only,320-Unit Gilbert Apartment Community Trades to Camden,Connect CRE Phoenix,https://www.connectcre.com/stories/320-unit-gilbert-apartment-community-trades-to-camden/,100,DFP-5CB3406417,80,Acquisition - Acquisition - Phoenix / Arizona - 320-Unit Gilbert Apartment Community Trades to Camden,Acquisition - Camden Property Trust - Sun Belt,DCL-20260720-011,1
