run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-07-20,20260720-235827-8318a794,2026-07-20 23:58:27,Miami,Florida,7,6,1,6,4,6,Apartment,Construction Financing,Zoning / Rezoning,Downtown infill,100,97,30,Strategic watch submarket,Monitor entitlement precedent,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami; Avalon Bay Planning Apartments, Retail in South Miami; Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail; Construction Financing - Miami / Florida - LCOR Inks $192.5M Construction Loan for Biscayne Bay Apartments; Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community"
2026-07-20,20260720-235827-8318a794,2026-07-20 23:58:27,New York,New York,4,3,1,3,0,1,Apartment,General Project Signal,Office-to-Residential Conversion,Office conversion corridor,100,15,45,Strategic watch submarket,Monitor entitlement precedent,Disposition / Exit - New York City / New York - Free-Market NoHo Apartments Generate Strong Buyer Demand; Free-Market NoHo Apartments Generate Strong Buyer Demand; General Project Signal - New York City / New York - JLL Arranges $617M in Total Capitalization for Grubb Properties; JLL Arranges $617M in Total Capitalization for Grubb Properties; Marcus & Millichap Arranges Sale of 93-Unit Apartment Building in Denver
2026-07-20,20260720-235827-8318a794,2026-07-20 23:58:27,Hollywood,Los Angeles,2,2,1,2,0,2,Affordable Housing,JV / Partnership,Entitlement Approval,General submarket monitoring,100,11,30,High relevance to Woomi site strategy,Monitor entitlement precedent,"Apartments under construction at 5547 N. Elmer Ave. in North Hollywood; CIM Group, Hulic Acquire West Hollywood Apartment Property; Entitlement / Permitting - Los Angeles / California - Apartments under construction at 5547 N. Elmer Ave. in North Hollywood; JV / Partnership - Los Angeles / California - CIM Group, Hulic Acquire West Hollywood Apartment Property"
2026-07-20,20260720-235827-8318a794,2026-07-20 23:58:27,Atlanta,Southeast,6,6,0,6,0,5,Apartment,Acquisition,General Entitlement Signal,Mixed-use corridor,100,0,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Atlanta / Georgia - Lion Real Estate Picks Up Atlanta Apartments for $51M; Acquisition - Atlanta / Georgia - Raleigh Developer to Start Work on 269-Unit Rental Community; BTR / Build-to-Rent - Atlanta / Georgia - New Housing Law To Send Institutional Investors Flocking To Build-To-Rent; Developer Duo Adding 350 Apartments to Dunwoody Mixed-Use Project; Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project
2026-07-20,20260720-235827-8318a794,2026-07-20 23:58:27,Phoenix,Arizona,3,3,0,2,1,3,Student Housing,Acquisition,General Entitlement Signal,University-adjacent,98,48,20,Strategic watch submarket,Review potential acquisition pipeline,320-Unit Gilbert Apartment Community Trades to Camden; Acquisition - Phoenix / Arizona - 320-Unit Gilbert Apartment Community Trades to Camden; Disposition / Exit - Phoenix / Arizona - Rise48 Equity Acquires N. Phoenix Rental Community; JV Snags Refi on Tempe Student Housing Community; Refinancing - Phoenix / Arizona - JV Snags Refi on Tempe Student Housing Community
2026-07-20,20260720-235827-8318a794,2026-07-20 23:58:27,Los Angeles,Los Angeles,12,5,2,0,0,0,Apartment,General Project Signal,Entitlement Approval,University-adjacent,85,15,40,High relevance to Woomi site strategy,Monitor entitlement precedent,"525 apartments start to rise at 22107 S. Vermont Ave. in West Carson; Apartments under construction at 5547 N. Elmer Ave. in North Hollywood; CIM Group, Hulic Acquire West Hollywood Apartment Property; Construction goes vertical for mixed-use project at at 400 San Vicente Blvd.; Development Start - Los Angeles / California - Logos Faith Development Unveils Accelerated Growth Pipeline of Affordable Housing Developm..."
2026-07-20,20260720-235827-8318a794,2026-07-20 23:58:27,Houston,Texas,2,2,0,2,2,2,Mixed-Use Residential,Construction Financing,General Entitlement Signal,Mixed-use corridor,78,62,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Concord Summit Capital Arranges $28M in Financing for The Albritton Near Houston Texas; Construction Financing - Houston / Texas - Concord Summit Capital Arranges $28M in Financing for The Albritton Near Houston Texas; Construction Financing - Houston / Texas - Tannos Inks Bridge Loan for 163K-SF Friendswood Mixed-Use Project; Tannos Inks Bridge Loan for 163K-SF Friendswood Mixed-Use Project
2026-07-20,20260720-235827-8318a794,2026-07-20 23:58:27,Dallas,Texas,3,2,0,2,0,2,BTR / Single-Family Rental,BTR / Build-to-Rent,General Entitlement Signal,General submarket monitoring,76,0,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - Dallas / Texas - S2 Capital Offloads 229-Unit Plano Rental Community; BTR / Build-to-Rent - Dallas / Texas - Core Spaces, Harrison Street Score Refi on Princeton BTR Community; Core Spaces, Harrison Street Score Refi on Princeton BTR Community; Dallas Developer Duo Opens 168-Unit Mixed-Income Community; S2 Capital Offloads 229-Unit Plano Rental Community"
2026-07-20,20260720-235827-8318a794,2026-07-20 23:58:27,West Hollywood,Los Angeles,1,1,0,1,0,1,Apartment,JV / Partnership,General Entitlement Signal,General submarket monitoring,69,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,"CIM Group, Hulic Acquire West Hollywood Apartment Property; JV / Partnership - Los Angeles / California - CIM Group, Hulic Acquire West Hollywood Apartment Property"
2026-07-20,20260720-235827-8318a794,2026-07-20 23:58:27,Santa Monica,Los Angeles,1,1,1,1,0,1,General Residential,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,67,25,65,High relevance to Woomi site strategy,Monitor entitlement precedent,"Entitlement / Permitting - Santa Monica / California - LAX people mover lawsuit, Santa Monica's SB 79 plan, and more; LAX people mover lawsuit, Santa Monica's SB 79 plan, and more"
