run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-07-11,20260711-235545-77ac1ce4,ENT-20260711-015,Other / Unknown,Unknown,Affordable Housing,Unknown,Office-to-Residential Conversion - Other / Unknown - Cleveland Multifamily Mixed-Use High-Rise Projects Secure $285M Bond Financing,Office-to-Residential Conversion,Approved / Entitled,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,20,67,Relevant to US residential developer capability,"Review office conversion feasibility, policy support, and local sponsor activity",Cleveland Multifamily Mixed-Use High-Rise Projects Secure $285M Bond Financing,Yield PRO,https://yieldpro.com/2026/07/university-circle/,Low
2026-07-11,20260711-235545-77ac1ce4,ENT-20260711-004,California,Orange County,Workforce Housing,Multifamily Orange County Investments,Orange County Apartment Complex Sells for $133M,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,Yes,No clear density / zoning signal,Yes,2026,65,40,High relevance to LA / California developer strategy,"Track local planning filings, approval body, sponsor, and entitlement precedent",Orange County Apartment Complex Sells for $133M,Commercial Observer,https://commercialobserver.com/2026/07/california-affordable-housing-investment-sale/,Low
2026-07-11,20260711-235545-77ac1ce4,ENT-20260711-005,San Francisco / California,Los Angeles,Multifamily,Unknown,San Francisco’s Treasure Island Debuts 490 Avenue of the Palms Wellness-Driven Serviced Multifamily Residential Lease Offering,Density Bonus / TOC,Unknown Stage,Unknown,Density incentive,No,toc,No,No explicit timing reference,28,48,General entitlement monitoring,Benchmark density bonus / TOC use and project economics,San Francisco’s Treasure Island Debuts 490 Avenue of the Palms Wellness-Driven Serviced Multifamily Residential Lease Offering,Yield PRO,https://yieldpro.com/2026/07/490-avenue-of-the-palms/,Low
2026-07-11,20260711-235545-77ac1ce4,ENT-20260711-007,Los Angeles / California,Los Angeles,Apartment,Kennedy Wilson,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison partner on 4K affordable units in LA",Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,Yes,No clear density / zoning signal,No,No explicit timing reference,38,47,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity","Kennedy Wilson, Jamison partner on 4K affordable units in LA",Multifamily Dive,https://www.multifamilydive.com/news/kennedy-wilson-jamison-partnership-affordable-housing-la/824670/,Low
2026-07-11,20260711-235545-77ac1ce4,ENT-20260711-009,Los Angeles,L.A.,Mixed-Use Residential,Unknown,Entitlement / Permitting - Los Angeles - Longtime plan for Arts District apartments showing life signs at 1800 E. 7th Street,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,45,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent",Longtime plan for Arts District apartments showing life signs at 1800 E. 7th Street,Urbanize LA,https://la.urbanize.city/post/longtime-plan-arts-district-apartments-showing-life-signs-1800-e-7th-street,Low
2026-07-11,20260711-235545-77ac1ce4,ENT-20260711-003,Los Angeles / California,Los Angeles,Office-to-Residential Conversion,,Koreatown offices at 3700 Wilshire Blvd. to be converted to housing,Adaptive Reuse,Early Planning,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,20,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Koreatown offices at 3700 Wilshire Blvd. to be converted to housing,Urbanize LA,https://la.urbanize.city/post/koreatown-offices-3700-wilshire-blvd-be-converted-housing,Low
2026-07-11,20260711-235545-77ac1ce4,ENT-20260711-011,Los Angeles / California,Los Angeles / California,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - Los Angeles / California - Koreatown offices at 3700 Wilshire Blvd. to be converted to housing,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Koreatown offices at 3700 Wilshire Blvd. to be converted to housing,Urbanize LA,https://la.urbanize.city/post/koreatown-offices-3700-wilshire-blvd-be-converted-housing,Low
2026-07-11,20260711-235545-77ac1ce4,ENT-20260711-014,New York City / New York,Manhattan,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - New York City / New York - Structural columns buckle on 21st floor of Manhattan adaptive reuse project,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Structural columns buckle on 21st floor of Manhattan adaptive reuse project,Multifamily Dive,https://www.multifamilydive.com/news/manhattan-building-collapse-adaptive-reuse-project/824675/,Low
2026-07-11,20260711-235545-77ac1ce4,ENT-20260711-016,New York City / New York,New York City,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - New York City / New York - One Project's Buckling Beams And Sagging Floors Rattle NYC's 19M SF Conversion Pipeline,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",One Project's Buckling Beams And Sagging Floors Rattle NYC's 19M SF Conversion Pipeline,Bisnow,https://www.bisnow.com/new-york/news/adaptive-reuse/pfizer-hq-incident-office-to-resi-conversion-reaction-135350,Low
2026-07-11,20260711-235545-77ac1ce4,ENT-20260711-002,Los Angeles / California,Los Angeles,Apartment,,Seven apartments coming to 217 N. Ave. 55 in Highland Park,Planning Approval,Under Review,Planning Commission,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Monitor entitlement status for repeated confirmation,Seven apartments coming to 217 N. Ave. 55 in Highland Park,Urbanize LA,https://la.urbanize.city/post/seven-apartments-coming-217-n-ave-55-highland-park,Low
