run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-07-11,20260711-235545-77ac1ce4,2026-07-11 23:55:45,Miami,Florida,8,8,0,8,4,7,Apartment,Construction Financing,General Entitlement Signal,Mixed-use corridor,100,99,20,Strategic watch submarket,Monitor refinancing / distress pipeline,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami; Acquisition - Miami / Florida - Pembroke Pines Rental Asset Trades for $80.5M; Avalon Bay Planning Apartments, Retail in South Miami; AvalonBay pays $22M for full-block development site in Miami; Construction Financing - Miami / Florida - Dependable Equities Secures $54M Pre-Construction Financing for Major Multifamily Developm..."
2026-07-11,20260711-235545-77ac1ce4,2026-07-11 23:55:45,New York,New York,9,7,2,7,3,5,Apartment,Construction Financing,Office-to-Residential Conversion,Adaptive reuse corridor; Office conversion corridor,100,77,45,Strategic watch submarket,Monitor entitlement precedent,"Construction Financing - New York City / New York - Grubb Nabs $377M FiDi Construction Loan: The N.Y. Deal Sheet; Construction Financing - New York City / New York - Partnership Receives $217M in Construction Financing for Brooklyn Affordable Housing Proje...; Construction Financing - New York City / New York - Redstone Bank, Goldman Sachs, New York State Provide $217M for Alafia Project; Dependable Equities Secures $54M Pre-Construction Financing for Major Multifamily Development in Fort Lauderdale; Disposition / Exit - New York - Pantzer Acquires Class A Multifamily in Downtown Stamford"
2026-07-11,20260711-235545-77ac1ce4,2026-07-11 23:55:45,Houston,Texas,4,3,1,3,1,2,Apartment,General Project Signal,Zoning / Rezoning,General submarket monitoring,100,45,30,Strategic watch submarket,Monitor entitlement precedent,"Construction Financing - Houston / Texas - S3 Capital Continues Texas Focus, Provides $28M for New Multifamily Construction; General Project Signal - Houston / Texas - New Houston Apartment Community Rents Start at $9,480; General Project Signal - Houston / Texas - Raven Capital Completes 33-Story Multifamily High-Rise in Houston’s Museum District; New Houston Apartment Community Rents Start at $9,480; Raven Capital Completes 33-Story Multifamily High-Rise in Houston’s Museum District"
2026-07-11,20260711-235545-77ac1ce4,2026-07-11 23:55:45,Los Angeles,Los Angeles,11,4,6,1,0,1,Apartment,Entitlement / Permitting,Entitlement Approval,Office conversion corridor,100,21,67,High relevance to Woomi site strategy,Monitor entitlement precedent,"78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City; Behind the LAX people mover fiasco, CicLAvia returns on July 19, and more; Bungalow court to become small lot homes at 7416 S. Figueroa Street; Entitlement / Permitting - Los Angeles - Longtime plan for Arts District apartments showing life signs at 1800 E. 7th Street; Entitlement / Permitting - Los Angeles / California - 78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City"
2026-07-11,20260711-235545-77ac1ce4,2026-07-11 23:55:45,Atlanta,Southeast,4,3,0,3,0,2,Apartment,Acquisition,General Entitlement Signal,Mixed-use corridor,99,0,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Atlanta / Georgia - Lion Real Estate Picks Up Atlanta Apartments for $51M; BTR / Build-to-Rent - Atlanta / Georgia - NexMetro Opening First Atlanta-Area BTR Community; Developer Duo Adding 350 Apartments to Dunwoody Mixed-Use Project; General Project Signal - Atlanta / Georgia - Developer Duo Adding 350 Apartments to Dunwoody Mixed-Use Project; Lion Real Estate Picks Up Atlanta Apartments for $51M
2026-07-11,20260711-235545-77ac1ce4,2026-07-11 23:55:45,Phoenix,Arizona,4,3,0,2,0,1,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,85,0,20,Strategic watch submarket,Review potential acquisition pipeline,108-Unit Northern Phoenix Value-Add Apartment Community Changes Hands; Acquisition - Phoenix / Arizona - Alliance Sells Phoenix Apartments for $81.4M; Alliance Sells Phoenix Apartments for $81.4M; Disposition / Exit - Phoenix / Arizona - 108-Unit Northern Phoenix Value-Add Apartment Community Changes Hands; Disposition / Exit - Phoenix / Arizona - Rise48 Equity Acquires N. Phoenix Rental Community
2026-07-11,20260711-235545-77ac1ce4,2026-07-11 23:55:45,Seattle,Seattle,2,2,0,2,0,1,Mixed-Use Residential,Acquisition,General Entitlement Signal,General submarket monitoring,82,0,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Seattle - Goodman Real Estate Sells Two Apartment Communities Near Seattle for $172M; Disposition / Exit - Seattle - Marcus & Millichap Arranges $2.43M Sale of Multifamily Property in Fife Washington; Goodman Real Estate Sells Two Apartment Communities Near Seattle for $172M; Marcus & Millichap Arranges $2.43M Sale of Multifamily Property in Fife Washington
2026-07-11,20260711-235545-77ac1ce4,2026-07-11 23:55:45,Koreatown,Los Angeles,2,1,2,1,0,1,Office-to-Residential Conversion,Office-to-Residential Conversion,Adaptive Reuse,Office conversion corridor,74,15,55,High relevance to Woomi site strategy,Monitor entitlement precedent,Koreatown offices at 3700 Wilshire Blvd. to be converted to housing; Office-to-Residential Conversion - Los Angeles / California - Koreatown offices at 3700 Wilshire Blvd. to be converted to housing; Work trudges along for Pico Pico Library in Koreatown
2026-07-11,20260711-235545-77ac1ce4,2026-07-11 23:55:45,Wilshire,Los Angeles,2,1,2,1,0,1,Office-to-Residential Conversion,Office-to-Residential Conversion,Adaptive Reuse,Office conversion corridor,74,15,55,High relevance to Woomi site strategy,Monitor entitlement precedent,Koreatown offices at 3700 Wilshire Blvd. to be converted to housing; Office-to-Residential Conversion - Los Angeles / California - Koreatown offices at 3700 Wilshire Blvd. to be converted to housing; Work trudges along for Pico Pico Library in Koreatown
2026-07-11,20260711-235545-77ac1ce4,2026-07-11 23:55:45,Orange County,Orange County,2,1,1,1,0,1,Workforce Housing,Acquisition,CEQA / Environmental Review,General submarket monitoring,70,44,40,High relevance to Woomi site strategy,Monitor entitlement precedent,Acquisition - California - Orange County Apartment Complex Sells for $133M; C&C Development Opens Affordable Housing in Irvine; Orange County Apartment Complex Sells for $133M
