run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,opportunity_id,deal_fingerprint_id,duplicate_cluster_id,opportunity_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,source_article_title,source,url,opportunity_score,opportunity_uniqueness_score,event_materiality_score,repeat_coverage_score,institutional_confirmation_score,opportunity_priority_label,evidence_signals,why_it_matters,potential_woomi_angle,recommended_next_action,confidence_level
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0047,Construction Financing - California - Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Pro...,100,OPP-20260711-005,DFP-0162579E7E,DCL-20260711-005,Construction Financing Gap,California,Apartment,Dwight Mortgage Trust,Unknown,Construction Financing - California - Dwight Provides Largest Construction Loan in Company History for Gilroy Multifamily,Dwight Provides Largest Construction Loan in Company History for Gilroy Multifamily,Connect CRE Apartments,https://www.connectcre.com/stories/dwight-provides-largest-construction-loan-in-company-history-for-gilroy-multifamily/,92,100,91,25,96,Immediate Opportunity Watch,Construction Financing; construction loan,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Medium
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0104,Construction Financing - Miami / Florida - JLL Arranges $111M Construction Loan for Multifamily Development in Miami’s Edgewater Dist...,100,OPP-20260711-002,DFP-B5C5511868,DCL-20260711-002,Construction Financing Gap,Miami / Florida,Apartment,IPA,JLL,Construction Financing - Miami / Florida - JLL Arranges $111M Construction Loan for Multifamily Development in Miami’s Edgewater Dist...,JLL Arranges $111M Construction Loan for Multifamily Development in Miami’s Edgewater District,REBusiness Online,https://rebusinessonline.com/jll-arranges-111m-construction-loan-for-multifamily-development-in-miamis-edgewater-district/,91,100,97,25,96,Immediate Opportunity Watch,Construction Financing; construction loan,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Medium
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0172,Acquisition - Seattle - Goodman Real Estate Sells Two Apartment Communities Near Seattle for $172M,100,OPP-20260711-001,DFP-F17F01E79D,DCL-20260711-001,Acquisition Opportunity,Seattle,Mixed-Use Residential,CBRE,CBRE,Acquisition - Seattle - Goodman Real Estate Sells Two Apartment Communities Near Seattle for $172M,Goodman Real Estate Sells Two Apartment Communities Near Seattle for $172M,REBusiness Online,https://rebusinessonline.com/goodman-real-estate-sells-two-apartment-communities-near-seattle-for-172m/,89,100,97,25,99,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Seattle.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0105,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,100,OPP-20260711-006,DFP-0429255F69,DCL-20260711-006,Construction Financing Gap,Miami / Florida,Mixed-Use Residential,JLL,JLL,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,S3 Originates $111M Construction Loan for Edgewater Rental Community,Connect CRE South Florida,https://www.connectcre.com/stories/s3-originates-111m-construction-loan-for-edgewater-rental-community/,89,100,91,25,98,Immediate Opportunity Watch,Construction Financing; construction loan,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Medium
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0051,Refinancing - Florida - Berkadia Secures $85.4M Refinancing of Two Metro Orlando Multifamily Communities,100,OPP-20260711-003,DFP-9484FA098A,DCL-20260711-003,Refinancing Gap,Florida,Apartment,Berkadia,Berkadia,Refinancing - Florida - Berkadia Secures $85.4M Refinancing of Two Metro Orlando Multifamily Communities,Berkadia Secures $85.4M Refinancing of Two Metro Orlando Multifamily Communities,REBusiness Online,https://rebusinessonline.com/berkadia-secures-85-4m-refinancing-of-two-orlando-multifamily-communities/,89,100,97,25,93,Immediate Opportunity Watch,Refinancing; refinancing,"Refinancing Gap may create a pricing, capital, partnership, or pipeline opening in Florida.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Medium
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0047,Construction Financing - California - Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Pro...,100,OPP-20260711-009,DFP-F0C7F65BCE,DCL-20260711-009,Construction Financing Gap,California,Affordable Housing,Dwight Mortgage Trust,Unknown,Construction Financing - California - Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Pro...,Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Project,Yield PRO,https://yieldpro.com/2026/07/ten-south/,87,100,86,25,96,Immediate Opportunity Watch,Construction Financing,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Low
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0122,Disposition / Exit - New York - Pantzer Acquires Class A Multifamily in Downtown Stamford,100,OPP-20260711-007,DFP-DAAB30DEE3,DCL-20260711-007,GP Capability Partnership Opportunity,New York,Apartment,CBRE,CBRE,Disposition / Exit - New York - Pantzer Acquires Class A Multifamily in Downtown Stamford,Pantzer Acquires Class A Multifamily in Downtown Stamford,Connect CRE Apartments,https://www.connectcre.com/stories/pantzer-acquires-class-a-multifamily-in-downtown-stamford/,86,100,89,25,99,Immediate Opportunity Watch,Disposition / Exit,"GP Capability Partnership Opportunity may create a pricing, capital, partnership, or pipeline opening in New York.",Map possible GP partnership or capability-building relationship,Add to executive opportunity review,Low
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0100,General Project Signal - Miami / Florida - AvalonBay pays $22M for full-block development site in Miami,100,OPP-20260711-004,DFP-DB5E52C77E,DCL-20260711-004,Acquisition Opportunity,Miami / Florida,Mixed-Use Residential,AvalonBay,cushman,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami","Avalon Bay Planning Apartments, Retail in South Miami",Connect CRE South Florida,https://www.connectcre.com/stories/avalon-bay-planning-apartments-retail-in-south-miami/,85,100,91,25,99,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0069,"Acquisition - Los Angeles / California - In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M",100,OPP-20260711-008,DFP-B54E002530,DCL-20260711-008,Acquisition Opportunity,Los Angeles / California,Mixed-Use Residential,Greystar,Unknown,"Acquisition - Los Angeles / California - In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M","In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M",Commercial Observer,https://commercialobserver.com/2026/07/culver-city-califonria-multifamily-housing-black-equities-greystar/,82,100,86,25,95,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Los Angeles / California.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0142,Acquisition - Other / Unknown - Northmarq Arranges Fannie Mae Financing for Lawrence Apartments,100,OPP-20260711-010,DFP-BDAC6CE9F0,DCL-20260711-010,Acquisition Opportunity,Other / Unknown,Apartment,Fannie Mae,Fannie Mae,Acquisition - Other / Unknown - Northmarq Arranges Fannie Mae Financing for Lawrence Apartments,Northmarq Arranges Fannie Mae Financing for Lawrence Apartments,Connect CRE Apartments,https://www.connectcre.com/stories/northmarq-arranges-fannie-mae-financing-for-lawrence-apartments/,82,100,85,25,93,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Other / Unknown.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0070,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison partner on 4K affordable units in LA",100,OPP-20260711-014,DFP-BB6652008F,DCL-20260711-014,Office-to-Residential Conversion Opportunity,Los Angeles / California,Apartment,Kennedy Wilson,Kennedy Wilson,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison partner on 4K affordable units in LA","Kennedy Wilson, Jamison partner on 4K affordable units in LA",Multifamily Dive,https://www.multifamilydive.com/news/kennedy-wilson-jamison-partnership-affordable-housing-la/824670/,82,100,83,25,97,Immediate Opportunity Watch,Office-to-Residential Conversion; conversion; office-to-residential,"Office-to-Residential Conversion Opportunity may create a pricing, capital, partnership, or pipeline opening in Los Angeles / California.","Monitor for underwriting, market-entry, or partnership implications",Add to executive opportunity review,High
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0173,Disposition / Exit - Seattle - Marcus & Millichap Arranges $2.43M Sale of Multifamily Property in Fife Washington,100,OPP-20260711-013,DFP-1D00A88CF1,DCL-20260711-013,GP Capability Partnership Opportunity,Seattle,Apartment,Marcus & Millichap,Unknown,Disposition / Exit - Seattle - Marcus & Millichap Arranges $2.43M Sale of Multifamily Property in Fife Washington,Marcus & Millichap Arranges $2.43M Sale of Multifamily Property in Fife Washington,Yield PRO,https://yieldpro.com/2026/07/fife-village-apartments/,80,100,83,25,89,Immediate Opportunity Watch,Disposition / Exit,"GP Capability Partnership Opportunity may create a pricing, capital, partnership, or pipeline opening in Seattle.",Map possible GP partnership or capability-building relationship,Add to executive opportunity review,Low
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0100,General Project Signal - Miami / Florida - AvalonBay pays $22M for full-block development site in Miami,100,OPP-20260711-028,DFP-BC1CD95725,DCL-20260711-028,GP Capability Partnership Opportunity,Miami / Florida,General Residential,AvalonBay,cushman,General Project Signal - Miami / Florida - AvalonBay pays $22M for full-block development site in Miami,AvalonBay pays $22M for full-block development site in Miami,Multifamily Dive,https://www.multifamilydive.com/news/south-florida-multifamily-development-avalonbay/824826/,79,100,76,25,99,Strategic Opportunity Watch,General Project Signal,"GP Capability Partnership Opportunity may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.",Map possible GP partnership or capability-building relationship,"Map GP, capital partner, and relationship history",Low
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0147,General Project Signal - Other / Unknown - MMCC Arranges $25.8M in Financing for Omaha Multifamily Property,100,OPP-20260711-029,DFP-07A112F1B9,DCL-20260711-029,GP Capability Partnership Opportunity,Other / Unknown,Multifamily,Marcus & Millichap,Unknown,General Project Signal - Other / Unknown - MMCC Arranges $25.8M in Financing for Omaha Multifamily Property,MMCC Arranges $25.8M in Financing for Omaha Multifamily Property,REBusiness Online,https://rebusinessonline.com/mmcc-arranges-25-8m-in-financing-for-omaha-multifamily-property/,77,100,75,25,89,Strategic Opportunity Watch,General Project Signal,"GP Capability Partnership Opportunity may create a pricing, capital, partnership, or pipeline opening in Other / Unknown.",Map possible GP partnership or capability-building relationship,"Map GP, capital partner, and relationship history",Low
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0106,Acquisition - Miami / Florida - Pembroke Pines Rental Asset Trades for $80.5M,100,OPP-20260711-024,DFP-4D0058AABC,DCL-20260711-024,Acquisition Opportunity,Miami / Florida,Apartment,Waterton,Unknown,Acquisition - Miami / Florida - Pembroke Pines Rental Asset Trades for $80.5M,Pembroke Pines Rental Asset Trades for $80.5M,Connect CRE South Florida,https://www.connectcre.com/stories/pembroke-pines-rental-asset-trades-for-80-5m/,74,100,77,25,80,Strategic Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.","Use as a possible acquisition, pricing, or distressed basis benchmark","Research owner, basis, pricing, and transaction history",Medium
2026-07-11,20260711-235545-77ac1ce4,PRJ-20260711-0151,Acquisition - Phoenix / Arizona - Alliance Sells Phoenix Apartments for $81.4M,100,OPP-20260711-021,DFP-57DB0FC8DC,DCL-20260711-021,Acquisition Opportunity,Phoenix / Arizona,Apartment,Alliance Residential,Unknown,Acquisition - Phoenix / Arizona - Alliance Sells Phoenix Apartments for $81.4M,Alliance Sells Phoenix Apartments for $81.4M,Connect CRE Phoenix,https://www.connectcre.com/stories/alliance-sells-phoenix-apartments-for-81-4m/,74,100,78,25,78,Strategic Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Phoenix / Arizona.","Use as a possible acquisition, pricing, or distressed basis benchmark","Research owner, basis, pricing, and transaction history",Medium
