run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Apartment,44,32,20,35,86.0,Other / Unknown,Developer Strategy,JLL,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Affordable Housing,7,7,4,6,97.1,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Multifamily,16,5,4,9,64.5,Other / Unknown,Developer Strategy,Benefit Street Partners,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Student Housing,4,3,3,4,90.0,Washington DC,Developer Strategy,CBRE,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,BTR / Single-Family Rental,1,1,0,1,85.0,Atlanta / Georgia,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Mixed-Use Residential,9,7,3,7,83.4,Phoenix / Arizona,Developer Strategy,Brookfield,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Senior Housing,2,1,1,2,80.0,California,Developer Strategy,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,General Residential,2,0,0,2,51.5,Miami / Florida,Developer Strategy,Berkadia,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
