run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-09-04,20260904-004955-4e2acade,Brookfield,Tier 1 / Immediate Strategic Importance,100,Mixed-Use Residential,Phoenix / Arizona,Site / Parcel Source Expansion,Other,acquisition; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,100,Track capital deployment and pricing signals
2026-09-04,20260904-004955-4e2acade,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; New York; Seattle,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; JV / partnership; operational technology / AI adoption,4,100,92.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-09-04,20260904-004955-4e2acade,JLL,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; National,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,3,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-09-04,20260904-004955-4e2acade,Kennedy Wilson,Tier 1 / Immediate Strategic Importance,100,Apartment,Atlanta / Georgia,Core Multifamily News,Other,JV / partnership; operational technology / AI adoption,1,83,83.0,Operational / Platform Investment,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-09-04,20260904-004955-4e2acade,Tishman Speyer,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Riverside / California,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,2,89,88.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-09-04,20260904-004955-4e2acade,Legacy Partners,Tier 3 / Growth and Market Signal Watch,50,Senior Housing,California,Regional / California / LA Sources,Other,JV / partnership; operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-09-04,20260904-004955-4e2acade,Riverside Townhome Community Canyon Partners Real Estate,Tier 3 / Growth and Market Signal Watch,50,Apartment,Riverside / California,Regional / California / LA Sources,Other,refinancing; JV / partnership; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-09-04,20260904-004955-4e2acade,Camden Property Trust,Tier 2 / Strategic Watch,75,Apartment,California,Core Multifamily News,Other,disposition / exit; operational technology / AI adoption,1,100,100.0,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,High,98,Review California / LA capital and developer activity
2026-09-04,20260904-004955-4e2acade,Fannie Mae,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,1,91,91.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,96,Map potential GP / JV relationship and monitor partnership activity
2026-09-04,20260904-004955-4e2acade,Freddie Mac,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; refinancing; operational technology / AI adoption,1,89,89.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,94,Review California / LA capital and developer activity
2026-09-04,20260904-004955-4e2acade,ORIX,Tier 3 / Growth and Market Signal Watch,50,Apartment,Atlanta / Georgia; Austin / Texas,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; market expansion; operational technology / AI adoption,2,90,86.5,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,94,Track capital deployment and pricing signals
2026-09-04,20260904-004955-4e2acade,Walker & Dunlop,Tier 3 / Growth and Market Signal Watch,50,Apartment,New York; Other / Unknown; Virginia,Core Multifamily News; Site / Parcel Source Expansion,Other,disposition / exit; refinancing; operational technology / AI adoption,3,100,93.7,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,Low,92,Monitor only
2026-09-04,20260904-004955-4e2acade,New Majority Partner Residential,Tier 3 / Growth and Market Signal Watch,50,Student Housing,Washington DC,Core Multifamily News,Other,refinancing; office-to-residential conversion; JV / partnership,1,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,91,Map potential GP / JV relationship and monitor partnership activity
2026-09-04,20260904-004955-4e2acade,Benefit Street Partners,Tier 3 / Growth and Market Signal Watch,50,Multifamily,Florida; Tampa / Florida,Core Multifamily News; Site / Parcel Source Expansion,Other,disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,2,80,79.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,90,Map potential GP / JV relationship and monitor partnership activity
2026-09-04,20260904-004955-4e2acade,MBK Rental Living,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Core Multifamily News,Other,disposition / exit; JV / partnership,1,75,75.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,High,89,Map potential GP / JV relationship and monitor partnership activity
