run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,California,Apartment,19,18,10,92.9,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Los Angeles,Affordable Housing,10,9,6,94.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Southeast,Apartment,13,11,5,82.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,National / Other,Multifamily,24,11,5,70.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Texas,Apartment,8,8,3,84.9,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Florida,Apartment,10,6,5,78.7,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,New York,Apartment,7,5,4,84.9,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Dallas,Apartment,4,4,2,87.2,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Austin,Apartment,3,3,2,83.3,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Arizona,Mixed-Use Residential,2,2,1,89.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Phoenix,Mixed-Use Residential,2,2,1,89.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Seattle,Apartment,1,1,1,100.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-04,20260904-004955-4e2acade,2026-09-04 00:49:55,Sun Belt,Mixed-Use Residential,1,1,1,100.0,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
