run_date,run_id,file_name,file_type,category,generated_status,row_count_or_section_count,last_updated,short_description,recommended_reader
2026-07-12,20260712-235518-9da73cee,articles.csv,CSV,Raw Collection,Generated,78,2026-07-12 23:55:19,All saved articles above the relevance threshold.,Strategy Team
2026-07-12,20260712-235518-9da73cee,high_priority_articles.csv,CSV,Strategy Briefing,Generated,49,2026-07-12 23:55:19,Must Read and Review articles.,Executive
2026-07-12,20260712-235518-9da73cee,market_signals.csv,CSV,Strategy Briefing,Generated,28,2026-07-12 23:55:19,Articles with numeric market signals.,Strategy Team
2026-07-12,20260712-235518-9da73cee,strategy_briefing.csv,CSV,Strategy Briefing,Generated,49,2026-07-12 23:55:19,Core briefing dataset for strategic review.,Executive
2026-07-12,20260712-235518-9da73cee,daily_strategy_briefing.md,Markdown,Strategy Briefing,Generated,8,2026-07-12 23:55:19,Human-readable daily strategy briefing.,Executive
2026-07-12,20260712-235518-9da73cee,weekly_strategy_memo.md,Markdown,Strategy Briefing,Generated,39,2026-07-12 23:55:41,"Weekly memo with trends, regimes, and strategic implications.",Executive
2026-07-12,20260712-235518-9da73cee,executive_dashboard_brief.md,Markdown,Executive Dashboard,Generated,11,2026-07-12 23:55:41,Concise dashboard-ready executive brief.,Executive
2026-07-12,20260712-235518-9da73cee,executive_dashboard_brief_ko.md,Markdown,Executive Dashboard,Generated,7,2026-07-12 23:55:41,Korean executive dashboard briefing.,Executive
2026-07-12,20260712-235518-9da73cee,weekly_strategy_memo_ko.md,Markdown,Strategy Briefing,Generated,6,2026-07-12 23:55:41,Korean weekly strategy memo.,Executive
2026-07-12,20260712-235518-9da73cee,executive_priority_brief_ko.md,Markdown,Executive Dashboard,Generated,4,2026-07-12 23:55:41,Korean executive priority brief.,Executive
2026-07-12,20260712-235518-9da73cee,opportunity_radar_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-07-12 23:55:41,Korean opportunity radar report.,Investment Team
2026-07-12,20260712-235518-9da73cee,distress_watchlist_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-07-12 23:55:41,Korean distress watchlist report.,Investment Team
