run_date,run_id,canonical_project_id,canonical_project_name,market,submarket,residential_sector,gp_or_developer,first_seen_date,last_seen_date,observation_count,source_count,lifecycle_stage_history,latest_lifecycle_stage,highest_opportunity_score,highest_risk_score,entitlement_signal_count,timing_signal_count,financing_signal_count,distress_signal_count,relationship_edge_count,progression_status,stall_risk_label,persistent_asset_score,woomi_asset_watch_priority,recommended_asset_memory_follow_up
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0045,Construction Financing - California - Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Pro...,California,California,Apartment,Dwight Mortgage Trust,2026-07-12,2026-07-12,20,10,Refinancing / Recapitalization; Unknown Stage,Refinancing / Recapitalization,100,59,0,20,10,2,5,Persistent Same Stage,Medium Stall Risk,94,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0040,Construction Financing - California - Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Pro...,California,Bay Area,Affordable Housing,Dwight Mortgage Trust,2026-07-12,2026-07-12,5,5,Unknown Stage,Unknown Stage,93,53,0,5,0,0,0,Unknown,Medium Stall Risk,91,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0127,Refinancing - Florida - Berkadia Secures $85.4M Refinancing of Two Metro Orlando Multifamily Communities,Florida,Orlando,Apartment,Berkadia,2026-07-12,2026-07-12,5,5,Refinancing / Recapitalization,Refinancing / Recapitalization,100,43,0,0,5,0,0,Persistent Same Stage,Low Stall Risk,91,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0173,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Unknown,South Florida,Mixed-Use Residential,AvalonBay,2026-07-12,2026-07-12,5,5,Unknown Stage,Unknown Stage,100,31,5,0,0,0,0,Unknown,Low Stall Risk,90,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0032,"Acquisition - Los Angeles / California - In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M",Unknown,America,Mixed-Use Residential,Greystar,2026-07-12,2026-07-12,5,5,Unknown Stage,Unknown Stage,98,31,0,0,0,0,0,Unknown,Low Stall Risk,89,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0083,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison partner on 4K affordable units in LA",California,Los Angeles,Apartment,Kennedy Wilson,2026-07-12,2026-07-12,8,8,Unknown Stage,Unknown Stage,91,36,2,0,0,0,0,Unknown,Low Stall Risk,88,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0122,"JV / Partnership - New York - Rockpoint, Urby Launch JV for 69-Story Residential Tower on Jersey City Waterfront",New York,New York,Apartment,Unknown,2026-07-12,2026-07-12,6,6,Unknown Stage,Unknown Stage,75,34,0,0,0,0,0,Unknown,Low Stall Risk,83,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0084,General Project Signal - Los Angeles / California - MMCC Arranges Financing for Northridge Offices,California,Los Angeles,General Residential,Marcus & Millichap,2026-07-12,2026-07-12,6,6,Unknown Stage,Unknown Stage,75,30,0,0,0,0,0,Unknown,Low Stall Risk,82,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0037,General Project Signal - Atlanta / Georgia - Developer Duo Adding 350 Apartments to Dunwoody Mixed-Use Project,Atlanta / Georgia,Atlanta,Apartment,Unknown,2026-07-12,2026-07-12,7,3,Delivery / Opening; Site Acquisition / Site Control,Delivery / Opening,77,37,0,0,0,0,0,Mature / Operating,Low Stall Risk,81,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0039,General Project Signal - Atlanta / Georgia - Developer Duo Adding 350 Apartments to Dunwoody Mixed-Use Project,Unknown,Atlanta,Mixed-Use Residential,Unknown,2026-07-12,2026-07-12,9,3,Unknown Stage; Delivery / Opening; Unknown Stage,Unknown Stage,79,32,0,0,0,0,0,Mature / Operating,Low Stall Risk,80,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0120,Acquisition - New York - CBRE Arranges Over $150M in Multifamily Sales with Two Seattle Acquisitions,New York,New York,Apartment,CBRE,2026-07-12,2026-07-12,17,8,Unknown Stage,Unknown Stage,100,31,0,0,0,0,8,Unknown,Low Stall Risk,80,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0125,Acquisition - California - Orange County Apartment Complex Sells for $133M,California,Orange County,Workforce Housing,Unknown,2026-07-12,2026-07-12,4,4,Unknown Stage,Unknown Stage,77,38,0,0,0,0,0,Unknown,Low Stall Risk,78,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0182,Office-to-Residential Conversion - Other / Unknown - Cleveland Multifamily Mixed-Use High-Rise Projects Secure $285M Bond Financing,Unknown,Unknown,Affordable Housing,Unknown,2026-07-12,2026-07-12,30,2,Vertical Construction; Unknown Stage; Site Acquisition / Site Control; Unknown Stage; Construction Started; Unknown Stage; Unknown Stage; Delivery / Opening,Vertical Construction,78,38,30,30,0,0,0,Persistent Same Stage,Low Stall Risk,77,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0167,JV / Partnership - San Francisco / California - San Francisco’s Treasure Island Debuts 490 Avenue of the Palms Wellness-Driven Serviced Mu...,Unknown,San Francisco,Multifamily,Unknown,2026-07-12,2026-07-12,5,3,Site Acquisition / Site Control; Unknown Stage,Site Acquisition / Site Control,63,37,0,0,0,0,0,Persistent Same Stage,Low Stall Risk,76,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0171,Acquisition - New York - CBRE Arranges Over $150M in Multifamily Sales with Two Seattle Acquisitions,Seattle,Seattle,Mixed-Use Residential,CBRE,2026-07-12,2026-07-12,13,7,Unknown Stage; Unknown Stage,Unknown Stage,89,31,0,0,0,0,3,Unknown,Low Stall Risk,76,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0147,Office-to-Residential Conversion - Other / Unknown - Cleveland Multifamily Mixed-Use High-Rise Projects Secure $285M Bond Financing,Other / Unknown,Unknown,Multifamily,Unknown,2026-07-12,2026-07-12,53,7,Unknown Stage; Entitlement Under Review,Unknown Stage,47,37,53,53,0,0,0,Persistent Same Stage,Low Stall Risk,75,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0043,Construction Financing - New York City / New York - Partnership Receives $217M in Construction Financing for Brooklyn Affordable Housing Proje...,Unknown,Brooklyn,Affordable Housing,Unknown,2026-07-12,2026-07-12,6,3,Unknown Stage; Unknown Stage,Unknown Stage,81,52,0,6,0,0,0,Unknown,Medium Stall Risk,74,Strategic Asset Watch,Monitor for repeated project updates
