run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0171,Acquisition - New York - CBRE Arranges Over $150M in Multifamily Sales with Two Seattle Acquisitions,100,2026-07-12 23:55:18,art_c27d51f55c1e0078,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,open,Acquisition - Seattle - Goodman Real Estate Sells Two Apartment Communities Near Seattle for $172M,Acquisition,Apartment,Mixed-Use Residential,Seattle,Seattle,Seattle,CBRE,CBRE,Unknown,cbre,CBRE,Unknown,Unknown,Seattle,195 apartments,$172M; $172M; $172 million,,$172M,,,,,,,,95,High Deal Intelligence,Pricing benchmark,Goodman Real Estate Sells Two Apartment Communities Near Seattle for $172M,REBusiness Online,https://rebusinessonline.com/goodman-real-estate-sells-two-apartment-communities-near-seattle-for-172m/,100,DFP-F17F01E79D,100,Acquisition - Acquisition - Seattle - Goodman Real Estate Sells Two Apartment Communities Near Seattle for $172M,Acquisition - CBRE - Seattle,DCL-20260712-001,1
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0108,Construction Financing - Miami / Florida - JLL Arranges $111M Construction Loan for Multifamily Development in Miami’s Edgewater Dist...,100,2026-07-12 23:55:18,art_6b7102fa866e1271,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,open,Construction Financing - Miami / Florida - JLL Arranges $111M Construction Loan for Multifamily Development in Miami’s Edgewater Dist...,Construction Financing,Apartment,Apartment,Miami / Florida,Miami,Unknown,IPA,IPA,Unknown,jll,JLL,Unknown,Unknown,Sun Belt,328 apartments,$111M; $111M; $111 million,$111M,,,,,,,completed,,95,High Deal Intelligence,Capital market signal,JLL Arranges $111M Construction Loan for Multifamily Development in Miami’s Edgewater District,REBusiness Online,https://rebusinessonline.com/jll-arranges-111m-construction-loan-for-multifamily-development-in-miamis-edgewater-district/,100,DFP-B5C5511868,100,Construction Financing - Construction Financing - Miami / Florida - JLL Arranges $111M Construction Loan for Multifamily Development in Miami’s Edgewater Dist...,Construction Financing - IPA - JLL - Sun Belt,DCL-20260712-002,1
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0127,Refinancing - Florida - Berkadia Secures $85.4M Refinancing of Two Metro Orlando Multifamily Communities,100,2026-07-12 23:55:18,art_abd3189cc3feb65f,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,open,Refinancing - Florida - Berkadia Secures $85.4M Refinancing of Two Metro Orlando Multifamily Communities,Refinancing,Apartment,Apartment,Florida,Orlando,Florida,Berkadia,Berkadia,Unknown,berkadia,Berkadia,Unknown,Unknown,Florida,252 apartments,$85.4M; $85.4M; $85.4 million,$85.4M,,,,,,,,,95,High Deal Intelligence,Capital market signal,Berkadia Secures $85.4M Refinancing of Two Metro Orlando Multifamily Communities,REBusiness Online,https://rebusinessonline.com/berkadia-secures-85-4m-refinancing-of-two-orlando-multifamily-communities/,100,DFP-9484FA098A,100,Refinancing - Refinancing - Florida - Berkadia Secures $85.4M Refinancing of Two Metro Orlando Multifamily Communities,Refinancing - Berkadia - Berkadia - Florida,DCL-20260712-003,1
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0173,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",100,2026-07-12 23:55:18,art_c639cfebdbbe5edf,valid,Development Activity,GP / Capital Activity,acceptable_repeat,70,open,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Acquisition,Mixed-Use Residential,Mixed-Use Residential,Miami / Florida,South Florida,Unknown,AvalonBay,AvalonBay,avalonbay,cushman,cushman,avalonbay,avalonbay,Sun Belt,,$22 m; $22 million; $22,,$22 m,,,,,,,,85,High Deal Intelligence,Pricing benchmark,"Avalon Bay Planning Apartments, Retail in South Miami",Connect CRE South Florida,https://www.connectcre.com/stories/avalon-bay-planning-apartments-retail-in-south-miami/,100,DFP-DB5E52C77E,90,"Acquisition - Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Acquisition - AvalonBay - Sun Belt,DCL-20260712-004,1
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0171,Acquisition - New York - CBRE Arranges Over $150M in Multifamily Sales with Two Seattle Acquisitions,100,2026-07-12 23:55:18,art_c217db31ba55b87f,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Acquisition - New York - CBRE Arranges Over $150M in Multifamily Sales with Two Seattle Acquisitions,Acquisition,Apartment,Apartment,New York,Seattle,New York,CBRE,CBRE,kkr,cbre,CBRE,kkr,kkr,New York,,$150M; $172 million; $94 million,,$150M,,,,,,,,85,High Deal Intelligence,Pricing benchmark,CBRE Arranges Over $150M in Multifamily Sales with Two Seattle Acquisitions,Yield PRO,https://yieldpro.com/2026/07/cru-at-willows-124/,100,DFP-AFB707389E,90,Acquisition - Acquisition - New York - CBRE Arranges Over $150M in Multifamily Sales with Two Seattle Acquisitions,Acquisition - CBRE - New York,DCL-20260712-005,1
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0045,Construction Financing - California - Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Pro...,100,2026-07-12 23:55:18,art_24f5697d3015774c,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,open,Construction Financing - California - Dwight Provides Largest Construction Loan in Company History for Gilroy Multifamily,Construction Financing,Apartment,Apartment,California,California,California,Dwight Mortgage Trust,Dwight Mortgage Trust,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$183; $183,$183,,,,,,,,,85,High Deal Intelligence,Capital market signal,Dwight Provides Largest Construction Loan in Company History for Gilroy Multifamily,Connect CRE Apartments,https://www.connectcre.com/stories/dwight-provides-largest-construction-loan-in-company-history-for-gilroy-multifamily/,100,DFP-0162579E7E,80,Construction Financing - Construction Financing - California - Dwight Provides Largest Construction Loan in Company History for Gilroy Multifamily,Construction Financing - Dwight Mortgage Trust - California,DCL-20260712-006,1
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0174,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,100,2026-07-12 23:55:18,art_3f84edd73e3edbf3,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,open,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Construction Financing,Apartment,Mixed-Use Residential,Miami / Florida,South Florida,Unknown,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,Sun Belt,,$111M; $111M; $111 million,$111M,,,,,,,,,85,High Deal Intelligence,Capital market signal,S3 Originates $111M Construction Loan for Edgewater Rental Community,Connect CRE South Florida,https://www.connectcre.com/stories/s3-originates-111m-construction-loan-for-edgewater-rental-community/,100,DFP-0429255F69,90,Construction Financing - Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Construction Financing - JLL - JLL - Sun Belt,DCL-20260712-007,1
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0120,Acquisition - New York - CBRE Arranges Over $150M in Multifamily Sales with Two Seattle Acquisitions,100,2026-07-12 23:55:18,art_1e894f536bba0f86,valid,Development Activity,GP / Capital Activity,repeat_penalized,44,open,Disposition / Exit - New York - Pantzer Acquires Class A Multifamily in Downtown Stamford,Disposition / Exit,Apartment,Apartment,New York,New York,New York,CBRE,CBRE,Unknown,cbre,CBRE,Unknown,Unknown,New York,,$221; $221,,,,,,,,,,81,High Deal Intelligence,Underwriting benchmark,Pantzer Acquires Class A Multifamily in Downtown Stamford,Connect CRE Apartments,https://www.connectcre.com/stories/pantzer-acquires-class-a-multifamily-in-downtown-stamford/,100,DFP-DAAB30DEE3,90,Disposition / Exit - Disposition / Exit - New York - Pantzer Acquires Class A Multifamily in Downtown Stamford,Disposition / Exit - CBRE - New York,DCL-20260712-008,1
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0032,"Acquisition - Los Angeles / California - In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M",100,2026-07-12 23:55:18,art_8320c38f3bf37a38,valid,GP / Capital Activity,,acceptable_repeat,74,open,"Acquisition - Los Angeles / California - In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M",Acquisition,Multifamily,Mixed-Use Residential,Los Angeles / California,America,Unknown,Greystar,Greystar,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,$106M; $106M; $704,,$106m,,,,,,,,77,Useful Deal Signal,Pricing benchmark,"In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M",Commercial Observer,https://commercialobserver.com/2026/07/culver-city-califonria-multifamily-housing-black-equities-greystar/,100,DFP-B54E002530,80,"Acquisition - Acquisition - Los Angeles / California - In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M",Acquisition - Greystar - Los Angeles,DCL-20260712-009,1
2026-07-12,20260712-235518-9da73cee,PRJ-20260712-0040,Construction Financing - California - Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Pro...,100,2026-07-12 23:55:18,art_d6d28460fc10c7e9,valid,Development Activity,GP / Capital Activity,repeat_penalized,48,open,Construction Financing - California - Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Pro...,Construction Financing,Multifamily,Affordable Housing,California,Bay Area,California,Dwight Mortgage Trust,Dwight Mortgage Trust,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$183M; $183 million; $183m,$183M,,,,,,,,,77,Useful Deal Signal,Capital market signal,Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Project,Yield PRO,https://yieldpro.com/2026/07/ten-south/,78,DFP-F0C7F65BCE,80,Construction Financing - Construction Financing - California - Ten South Construction Receives $183M Construction Financing for Bay Area Mixed-Income Pro...,Construction Financing - Dwight Mortgage Trust - California,DCL-20260712-010,1
