run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,Los Angeles,12,6,4,1,0,0,Affordable Housing,Builder's Remedy / SB 35,Mixed-use corridor,Unknown,Bankruptcy court clears the way for Oceanwide Plaza sale; Beverly Hills upholds approval of Builder's Remedy project at 232 S. Tower Dr.; City Planning Commission signs off on mixed-use project at 2800 W. Jefferson Blvd.; Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; Development Start - Los Angeles / California - Logos Faith Development Secures Central Location to HQ Affordable Housing Presence in Los...,100,58,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,Santa Monica,2,2,1,2,0,2,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,Unknown,Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; General Project Signal - Los Angeles / California - Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica; Office-to-Residential Conversion - Santa Monica / California - Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica,100,45,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,Miracle Mile,1,1,0,1,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - Los Angeles / California - Marcus & Millichap Brokers Sale of 132-Unit Multifamily Property in the Miracle Mile Neigh...; Marcus & Millichap Brokers Sale of 132-Unit Multifamily Property in the Miracle Mile Neighborhood of Los Angeles,64,30,No,Monitor only,Review potential acquisition pipeline,Medium
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,Wilshire,3,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Beverly Hills upholds approval of Builder's Remedy project at 232 S. Tower Dr.; Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; General Project Signal - Los Angeles / California - Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; Marcus & Millichap Brokers Sale of 132-Unit Multifamily Property in the Miracle Mile Neighborhood of Los Angeles,56,30,No,Koreatown multifamily watch,Review potential acquisition pipeline,Medium
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,Irvine,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine,55,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,Riverside,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine,55,30,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,Glendale,1,1,0,1,0,0,Mixed-Use Residential,General Entitlement Signal,Mixed-use corridor,Unknown,General Project Signal - Colorado - Mixed-use building proposed at 305 E. Colorado St. in Glendale; Mixed-use building proposed at 305 E. Colorado St. in Glendale,53,30,No,Monitor only,Review potential acquisition pipeline,Medium
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,California,0,5,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal; Acquisition - California - Original Developer Trades Castro Valley Multifamily Duo; Acquisition - California - TCC Properties Sells 101-Unit Seniors Housing Property in Willits, California; Disposition / Exit - California - Marcus & Millichap Closes NorCal Seniors Housing Sale; General Project Signal - California - Interstate Equities Closes Institutional Fund at $215M",40,20,No,Monitor only,Monitor only,Low
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,Hollywood,2,1,0,0,0,0,General Residential,General Entitlement Signal,General submarket monitoring,Unknown,Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; Disposition / Exit - Los Angeles / California - Sony Pictures and Alamo Drafthouse to revive Hollywood's iconic Cinerama Dome; Sony Pictures and Alamo Drafthouse to revive Hollywood's iconic Cinerama Dome,20,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,Long Beach,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,Density bonus corridor,Unknown,Greystone Lends $47M for Long Island Section 8 Housing Complex,12,30,No,Long Beach mixed-use residential watch,Monitor only,Low
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,Orange County,3,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Bascom Acquires Buena Park Apartments as Value-Add Deal; C&C Development Opens Affordable Housing in Irvine; Milhaus Merges with SRG Residential, Will Acquire Broadshore Capital",12,30,No,Orange County suburban apartment watch,Monitor only,Low
