run_date,run_id,run_timestamp,deal_fingerprint_id,duplicate_cluster_id,fingerprint_confidence,canonical_project_name,canonical_deal_name,canonical_event_name,deal_type,market,residential_sector,canonical_gp_or_developer,canonical_lender_or_debt_provider,unit_count,dollar_amount,loan_amount,source_count,article_count,duplicate_count,sources,article_titles,markets_detected,highest_deal_signal_score
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,DFP-DD3A4D52E5,DCL-20260725-001,100,Acquisition - California - Original Developer Trades Castro Valley Multifamily Duo,Acquisition - Acquisition - California - Original Developer Trades Castro Valley Multifamily Duo,Acquisition - Berkadia - California,Acquisition,California,Apartment,Berkadia,Berkadia,135 units,$21.45 million; $21.45 million; $14.1 million,$21.45 million,1,1,1,Connect CRE California,Original Developer Trades Castro Valley Multifamily Duo,California,100
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,DFP-DB5E52C77E,DCL-20260725-003,90,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami","Acquisition - Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Acquisition - AvalonBay - Sun Belt,Acquisition,Miami / Florida,Mixed-Use Residential,AvalonBay,cushman,,$22 m; $22 million; $22,,1,1,1,Connect CRE South Florida,"Avalon Bay Planning Apartments, Retail in South Miami",Miami / Florida,85
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,DFP-5A9FCD95E1,DCL-20260725-004,90,Acquisition - Other / Unknown - Becovic Residential Buys The Vivian in Chicago’s Rogers Park Neighborhood for $25.6M,Acquisition - Acquisition - Other / Unknown - Becovic Residential Buys The Vivian in Chicago’s Rogers Park Neighborhood for $25.6M,Acquisition - Berkadia - Other / Unknown,Acquisition,Other / Unknown,Apartment,Berkadia,Berkadia,160 units,$25.6M; $25.6M; $25.6 million,$25.6m,1,1,1,REBusiness Online,Becovic Residential Buys The Vivian in Chicago’s Rogers Park Neighborhood for $25.6M,Other / Unknown,85
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,DFP-C15647C1BC,DCL-20260725-022,90,"Acquisition - Texas - Protective Live, Berkadia Provide $50M for Two Senior Living Facilities","Acquisition - Acquisition - Texas - Protective Live, Berkadia Provide $50M for Two Senior Living Facilities",Acquisition - Berkadia - Texas,Acquisition,Texas,Senior Housing,Berkadia,Berkadia,,$50M; $50M; $50m,$50M,1,1,1,Commercial Observer,"Protective Live, Berkadia Provide $50M for Two Senior Living Facilities",Texas,71
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,DFP-7CC3E39556,DCL-20260725-005,90,Acquisition - Other / Unknown - Caisson Capital Partners Acquires Kansas Apartment Community for $23.4M,Acquisition - Acquisition - Other / Unknown - Caisson Capital Partners Acquires Kansas Apartment Community for $23.4M,Acquisition - CBRE - Other / Unknown,Acquisition,Other / Unknown,Apartment,CBRE,Fannie Mae,181 units,$23.4M; $23.4M; $23.4 million,$23.4m,1,1,1,REBusiness Online,Caisson Capital Partners Acquires Kansas Apartment Community for $23.4M,Other / Unknown,85
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,DFP-0429255F69,DCL-20260725-006,90,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Construction Financing - Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Construction Financing - JLL - JLL - Sun Belt,Construction Financing,Miami / Florida,Mixed-Use Residential,JLL,JLL,,$111M; $111M; $111 million,$111M,1,1,1,Connect CRE South Florida,S3 Originates $111M Construction Loan for Edgewater Rental Community,Miami / Florida,85
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,DFP-BB7B16FB5F,DCL-20260725-002,90,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Development Start - Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Development Start - CIM Group - Los Angeles,Development Start,Atlanta / Georgia,Mixed-Use Residential,CIM Group,Unknown,280 apartments,$5 billion,$5 billion,1,1,1,Connect CRE Atlanta,Financing Secured for Centennial Yards Mixed-Use Project,Atlanta / Georgia,87
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,DFP-A59299A6EA,DCL-20260725-007,90,Refinancing - New York - Greystone Provides $92M in Fannie Mae Loans to Metropolitan Realty,Refinancing - Refinancing - New York - Greystone Provides $92M in Fannie Mae Loans to Metropolitan Realty,Refinancing - Greystone - Fannie Mae - New York,Refinancing,New York,Affordable Housing,Greystone,Fannie Mae,,$92M; $92M; $91,$92M,1,1,1,Connect CRE,Greystone Provides $92M in Fannie Mae Loans to Metropolitan Realty,New York,85
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,DFP-190528A6A3,DCL-20260725-008,90,Refinancing - Los Angeles / California - Walker & Dunlop Arranges $28.9M Loan for Refinancing of Affordable Housing Complex in Los...,Refinancing - Refinancing - Los Angeles / California - Walker & Dunlop Arranges $28.9M Loan for Refinancing of Affordable Housing Complex in Los...,Refinancing - Walker & Dunlop - walker & dunlop - Los Angeles,Refinancing,Los Angeles / California,Affordable Housing,Walker & Dunlop,walker & dunlop,,$28.9M; $28.9M; $28.9 million,$28.9M,1,1,1,REBusiness Online,Walker & Dunlop Arranges $28.9M Loan for Refinancing of Affordable Housing Complex in Los Angeles,Los Angeles / California,85
2026-07-25,20260725-000456-8feba976,2026-07-25 00:04:56,DFP-6776EE5E57,DCL-20260725-009,80,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition - Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition - Bascom Group - California,Acquisition,California,Apartment,Bascom Group,Unknown,,$53; $290; $53,$53,1,1,1,Connect CRE Orange County,Bascom Acquires Buena Park Apartments as Value-Add Deal,California,82
