run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-07-25,20260725-000456-8feba976,HCW-20260725-001,PRJ-20260725-0046,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Unknown,Atlanta,CIM Group,Mixed-Use Residential,Construction Ready,98,36,95,Strong Institutional Signal,5,9,Construction start pipeline,Priority Asset Watch,Review immediately,"5 source file(s), 9 observation(s), latest stage Construction Ready, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-002,PRJ-20260725-0097,Refinancing - Los Angeles / California - Walker & Dunlop Arranges $28.9M Loan for Refinancing of Affordable Housing Complex in Los...,California,Los Angeles,Walker & Dunlop,Affordable Housing,Refinancing / Recapitalization,100,49,93,Strong Institutional Signal,6,6,Refinancing opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 6 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-003,PRJ-20260725-0119,Refinancing - New York - Greystone Provides $92M in Fannie Mae Loans to Metropolitan Realty,New York,New York,Greystone,Affordable Housing,Refinancing / Recapitalization,88,49,92,Strong Institutional Signal,8,10,Refinancing opportunity,Priority Asset Watch,Review immediately,"8 source file(s), 10 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-005,PRJ-20260725-0057,Acquisition - California - Original Developer Trades Castro Valley Multifamily Duo,California,California,Berkadia,Apartment,Unknown Stage,100,32,91,Strong Institutional Signal,9,11,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-008,PRJ-20260725-0091,Refinancing - Other / Unknown - Greystone Lends $47M for Long Island Section 8 Housing Complex,Unknown,Unknown,Greystone,Affordable Housing,Site Acquisition / Site Control,100,40,91,Strong Institutional Signal,7,10,Refinancing opportunity,Priority Asset Watch,Review immediately,"7 source file(s), 10 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-007,PRJ-20260725-0096,Disposition / Exit - Los Angeles / California - Marcus & Millichap Brokers Sale of 132-Unit Multifamily Property in the Miracle Mile Neigh...,California,Los Angeles,Marcus & Millichap,Apartment,Delivery / Opening,98,26,91,Strong Institutional Signal,6,18,LA urban infill opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 18 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-004,PRJ-20260725-0056,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,California,Bascom Group,Apartment,Unknown Stage,97,31,91,Strong Institutional Signal,9,10,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-006,PRJ-20260725-0059,Disposition / Exit - California - Marcus & Millichap Arranges $12.5M Sale of 81-Unit Multifamily Property in La Mesa Califor...,California,California,Marcus & Millichap,Apartment,Unknown Stage,96,31,91,Strong Institutional Signal,9,32,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 32 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-009,PRJ-20260725-0112,JV / Partnership - National - Inland National Development and Reuter Walton Joint Venture Plan 342-Unit Multifamily Minn...,Unknown,National,IPA,Apartment,Site Acquisition / Site Control,84,16,91,Strong Institutional Signal,8,9,Institutional capital movement,Priority Asset Watch,Review immediately,"8 source file(s), 9 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-010,PRJ-20260725-0084,Disposition / Exit - Los Angeles / California - Marcus & Millichap Brokers Sale of 132-Unit Multifamily Property in the Miracle Mile Neigh...,Los Angeles / California,Unknown,Marcus & Millichap,Apartment,Delivery / Opening,72,11,91,Strong Institutional Signal,5,12,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 12 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-011,PRJ-20260725-0064,Office-to-Residential Conversion - Santa Monica / California - Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica,Santa Monica / California,Colorado,Kennedy Wilson,Office-to-Residential Conversion,Early Site Signal,50,37,90,Strong Institutional Signal,5,5,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Early Site Signal, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-012,PRJ-20260725-0163,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Unknown,South Florida,JLL,Mixed-Use Residential,Refinancing / Recapitalization,54,27,89,Strong Institutional Signal,4,4,Refinancing opportunity,Strategic Asset Watch,Review immediately,"4 source file(s), 4 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-013,PRJ-20260725-0162,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Unknown,South Florida,IPA,Apartment,Unknown Stage,96,46,88,Strong Institutional Signal,5,5,Construction start pipeline,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-014,PRJ-20260725-0047,Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,Unknown,Atlanta,JLL,Affordable Housing,Unknown Stage,91,31,88,Strong Institutional Signal,5,5,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-07-25,20260725-000456-8feba976,HCW-20260725-015,PRJ-20260725-0068,JV / Partnership - Dallas / Texas - JLL Nabs Listing for 345-Unit Uptown Dallas Apartment Tower,Unknown,Dallas,Hines,Mixed-Use Residential,Unknown Stage,91,31,88,Strong Institutional Signal,5,5,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
