run_date,run_id,file_name,file_type,category,generated_status,row_count_or_section_count,last_updated,short_description,recommended_reader
2026-07-25,20260725-000456-8feba976,articles.csv,CSV,Raw Collection,Generated,86,2026-07-25 00:04:57,All saved articles above the relevance threshold.,Strategy Team
2026-07-25,20260725-000456-8feba976,high_priority_articles.csv,CSV,Strategy Briefing,Generated,53,2026-07-25 00:04:57,Must Read and Review articles.,Executive
2026-07-25,20260725-000456-8feba976,market_signals.csv,CSV,Strategy Briefing,Generated,35,2026-07-25 00:04:57,Articles with numeric market signals.,Strategy Team
2026-07-25,20260725-000456-8feba976,strategy_briefing.csv,CSV,Strategy Briefing,Generated,57,2026-07-25 00:04:57,Core briefing dataset for strategic review.,Executive
2026-07-25,20260725-000456-8feba976,daily_strategy_briefing.md,Markdown,Strategy Briefing,Generated,8,2026-07-25 00:04:57,Human-readable daily strategy briefing.,Executive
2026-07-25,20260725-000456-8feba976,weekly_strategy_memo.md,Markdown,Strategy Briefing,Generated,39,2026-07-25 00:05:27,"Weekly memo with trends, regimes, and strategic implications.",Executive
2026-07-25,20260725-000456-8feba976,executive_dashboard_brief.md,Markdown,Executive Dashboard,Generated,11,2026-07-25 00:05:27,Concise dashboard-ready executive brief.,Executive
2026-07-25,20260725-000456-8feba976,executive_dashboard_brief_ko.md,Markdown,Executive Dashboard,Generated,7,2026-07-25 00:05:27,Korean executive dashboard briefing.,Executive
2026-07-25,20260725-000456-8feba976,weekly_strategy_memo_ko.md,Markdown,Strategy Briefing,Generated,6,2026-07-25 00:05:27,Korean weekly strategy memo.,Executive
2026-07-25,20260725-000456-8feba976,executive_priority_brief_ko.md,Markdown,Executive Dashboard,Generated,4,2026-07-25 00:05:27,Korean executive priority brief.,Executive
2026-07-25,20260725-000456-8feba976,opportunity_radar_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-07-25 00:05:27,Korean opportunity radar report.,Investment Team
2026-07-25,20260725-000456-8feba976,distress_watchlist_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-07-25 00:05:27,Korean distress watchlist report.,Investment Team
2026-07-25,20260725-000456-8feba976,high_confidence_watchlist_report_ko.md,Markdown,Quality Control,Generated,4,2026-07-25 00:05:27,Korean high-confidence watchlist report.,Executive
2026-07-25,20260725-000456-8feba976,la_asset_watch_report_ko.md,Markdown,Deal / Asset Intelligence,Generated,5,2026-07-25 00:05:27,Korean LA asset watch report.,US Local Team
