run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-07-19,20260719-235929-cfbed5f8,LAP-20260719-004,PRJ-20260719-0047,Disposition / Exit - California - CBRE Facilitates Sale of Garden-Style Apartment for $78M in Ocean Side California,California,California,CBRE,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,100,32,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-19,20260719-235929-cfbed5f8,LAP-20260719-005,PRJ-20260719-0172,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Los Angeles,South Florida,AvalonBay,Mixed-Use Residential,Unknown Stage,Unknown,Low Stall Risk,5,0,0,100,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-19,20260719-235929-cfbed5f8,LAP-20260719-030,PRJ-20260719-0024,Entitlement / Permitting - Los Angeles / California - Apartments under construction at 5547 N. Elmer Ave. in North Hollywood,Los Angeles,5547 N. Elmer Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,1,0,100,26,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-07-19,20260719-235929-cfbed5f8,LAP-20260719-002,PRJ-20260719-0043,Refinancing - Austin / Texas - Flournoy Properties Lands $46.5M Refi on Leander Rental Asset,Los Angeles,Austin,Bridge Investment Group,Apartment,Delivery / Opening,Mature / Operating,Low Stall Risk,0,0,4,98,41,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-19,20260719-235929-cfbed5f8,LAP-20260719-003,PRJ-20260719-0038,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Los Angeles,Atlanta,CIM Group,Mixed-Use Residential,Construction Ready,Persistent Same Stage,Low Stall Risk,0,0,0,98,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-19,20260719-235929-cfbed5f8,LAP-20260719-006,PRJ-20260719-0046,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,California,Bascom Group,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,97,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-19,20260719-235929-cfbed5f8,LAP-20260719-001,PRJ-20260719-0173,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Los Angeles,South Florida,IPA,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,5,0,96,46,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-19,20260719-235929-cfbed5f8,LAP-20260719-007,PRJ-20260719-0084,Disposition / Exit - Los Angeles / California - Prime Residential Pays $51M for Miracle Mile Apartments,Los Angeles,Los Angeles,Marcus & Millichap,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,96,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-19,20260719-235929-cfbed5f8,LAP-20260719-016,PRJ-20260719-0020,CBRE Facilitates Sale of Garden-Style Apartment for $78M in Ocean Side California,California,3851 Sherbourne Dr,CBRE,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,87,32,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,High
2026-07-19,20260719-235929-cfbed5f8,LAP-20260719-009,PRJ-20260719-0088,General Project Signal - Los Angeles / California - Renderings Revealed: $2.2-billion senior housing complex in Warner Center,Los Angeles,Los Angeles,Unknown,Apartment,Vertical Construction,Persistent Same Stage,Low Stall Risk,14,14,0,85,38,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
