run_date,run_id,run_timestamp,deal_fingerprint_id,duplicate_cluster_id,fingerprint_confidence,canonical_project_name,canonical_deal_name,canonical_event_name,deal_type,market,residential_sector,canonical_gp_or_developer,canonical_lender_or_debt_provider,unit_count,dollar_amount,loan_amount,source_count,article_count,duplicate_count,sources,article_titles,markets_detected,highest_deal_signal_score
2026-07-19,20260719-235929-cfbed5f8,2026-07-19 23:59:29,DFP-0E77E75738,DCL-20260719-001,100,Refinancing - Austin / Texas - Flournoy Properties Lands $46.5M Refi on Leander Rental Asset,Refinancing - Refinancing - Austin / Texas - Flournoy Properties Lands $46.5M Refi on Leander Rental Asset,Refinancing - Bridge Investment Group - walker & dunlop - Sun Belt,Refinancing,Austin / Texas,Apartment,Bridge Investment Group,walker & dunlop,329 units,$46.5M; $46.5M; $46.5 million,$46.5M,1,1,1,Connect CRE Texas,Flournoy Properties Lands $46.5M Refi on Leander Rental Asset,Austin / Texas,93
2026-07-19,20260719-235929-cfbed5f8,2026-07-19 23:59:29,DFP-DB5E52C77E,DCL-20260719-005,90,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami","Acquisition - Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Acquisition - AvalonBay - Sun Belt,Acquisition,Miami / Florida,Mixed-Use Residential,AvalonBay,cushman,,$22 m; $22 million; $22,,1,1,1,Connect CRE South Florida,"Avalon Bay Planning Apartments, Retail in South Miami",Miami / Florida,85
2026-07-19,20260719-235929-cfbed5f8,2026-07-19 23:59:29,DFP-0429255F69,DCL-20260719-006,90,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Construction Financing - Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Construction Financing - JLL - JLL - Sun Belt,Construction Financing,Miami / Florida,Mixed-Use Residential,JLL,JLL,,$111M; $111M; $111 million,$111M,1,1,1,Connect CRE South Florida,S3 Originates $111M Construction Loan for Edgewater Rental Community,Miami / Florida,85
2026-07-19,20260719-235929-cfbed5f8,2026-07-19 23:59:29,DFP-BB7B16FB5F,DCL-20260719-004,90,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Development Start - Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Development Start - CIM Group - Los Angeles,Development Start,Atlanta / Georgia,Mixed-Use Residential,CIM Group,Unknown,280 apartments,$5 billion,$5 billion,1,1,1,Connect CRE Atlanta,Financing Secured for Centennial Yards Mixed-Use Project,Atlanta / Georgia,87
2026-07-19,20260719-235929-cfbed5f8,2026-07-19 23:59:29,DFP-A81F321BF7,DCL-20260719-002,90,Disposition / Exit - California - CBRE Facilitates Sale of Garden-Style Apartment for $78M in Ocean Side California,Disposition / Exit - Disposition / Exit - California - CBRE Facilitates Sale of Garden-Style Apartment for $78M in Ocean Side California,Disposition / Exit - CBRE - California,Disposition / Exit,California,Apartment,CBRE,CBRE,,$78M; $77.5; $78m,$78m,1,1,1,Yield PRO,CBRE Facilitates Sale of Garden-Style Apartment for $78M in Ocean Side California,California,89
2026-07-19,20260719-235929-cfbed5f8,2026-07-19 23:59:29,DFP-7703E675CF,DCL-20260719-003,90,Disposition / Exit - California - Garden-Style Apartments Go for $78M in North County San Diego,Disposition / Exit - Disposition / Exit - California - Garden-Style Apartments Go for $78M in North County San Diego,Disposition / Exit - CBRE - California,Disposition / Exit,California,Apartment,CBRE,CBRE,,$78M; $78M; $77.5,$78m,1,1,1,Connect CRE California,Garden-Style Apartments Go for $78M in North County San Diego,California,89
2026-07-19,20260719-235929-cfbed5f8,2026-07-19 23:59:29,DFP-868FD2D37E,DCL-20260719-008,90,Disposition / Exit - Nashville / Tennessee - UDR Sells Nashville Multifamily Property Legacy Hill Apartments,Disposition / Exit - Disposition / Exit - Nashville / Tennessee - UDR Sells Nashville Multifamily Property Legacy Hill Apartments,Disposition / Exit - UDR - Sun Belt,Disposition / Exit,Nashville / Tennessee,Apartment,UDR,Freddie Mac,,$41.5 million; $29.4 million; $41.5 million,$29.4 million,1,1,1,Yield PRO,UDR Sells Nashville Multifamily Property Legacy Hill Apartments,Nashville / Tennessee,81
2026-07-19,20260719-235929-cfbed5f8,2026-07-19 23:59:29,DFP-C9B4CA0348,DCL-20260719-009,90,General Project Signal - Texas - 525 apartments start to rise at 22107 S. Vermont Ave. in West Carson,General Project Signal - General Project Signal - Texas - 525 apartments start to rise at 22107 S. Vermont Ave. in West Carson,General Project Signal - JPI - Texas,General Project Signal,Texas,Apartment,JPI,Unknown,525 apartments,$1.8; $40 million,,1,1,1,Urbanize LA,525 apartments start to rise at 22107 S. Vermont Ave. in West Carson,Texas,77
2026-07-19,20260719-235929-cfbed5f8,2026-07-19 23:59:29,DFP-6776EE5E57,DCL-20260719-007,80,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition - Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition - Bascom Group - California,Acquisition,California,Apartment,Bascom Group,Unknown,,$53; $290; $53,$53,1,1,1,Connect CRE Orange County,Bascom Acquires Buena Park Apartments as Value-Add Deal,California,82
2026-07-19,20260719-235929-cfbed5f8,2026-07-19 23:59:29,DFP-5CB3406417,DCL-20260719-012,80,Acquisition - Phoenix / Arizona - 320-Unit Gilbert Apartment Community Trades to Camden,Acquisition - Acquisition - Phoenix / Arizona - 320-Unit Gilbert Apartment Community Trades to Camden,Acquisition - Camden Property Trust - Sun Belt,Acquisition,Phoenix / Arizona,Apartment,Camden Property Trust,CBRE,,,,1,1,1,Connect CRE Phoenix,320-Unit Gilbert Apartment Community Trades to Camden,Phoenix / Arizona,75
