run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,Apartment,37,24,13,28,85.3,Other / Unknown,Developer Strategy,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,Affordable Housing,13,10,7,12,88.9,Los Angeles / California,Developer Strategy,Related California,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,Multifamily,16,4,5,10,70.4,Other / Unknown,Financing Risk,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,BTR / Single-Family Rental,1,1,1,1,100.0,Santa Monica / California,Financing Risk,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,Workforce Housing,1,1,1,1,100.0,New York,Financing Risk,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,Office-to-Residential Conversion,1,1,1,1,90.0,New York City / New York,Financing Risk,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,Mixed-Use Residential,3,2,1,2,72.3,Austin / Texas,Developer Strategy,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,General Residential,5,0,3,5,57.0,Los Angeles / California,Developer Strategy,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,Senior Housing,1,0,0,1,85.0,California,Financing Risk,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-06-29,20260629-001104-974ab7b9,2026-06-29 00:11:04,Student Housing,0,0,0,0,0,None detected,None detected,None detected,Campus-adjacent demand and partnership signal,Monitoring Sector,Monitor university-market demand and partnership signals
