run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Apartment,42,28,15,32,82.8,Other / Unknown,Developer Strategy,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Affordable Housing,6,6,3,6,99.3,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Student Housing,3,3,1,3,86.7,Los Angeles / California,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Multifamily,13,2,1,7,62.9,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Office-to-Residential Conversion,2,2,2,2,96.0,Connecticut,Developer Strategy,Greystone,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Mixed-Use Residential,10,9,3,7,85.9,Miami / Florida,Developer Strategy,JLL,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Senior Housing,1,1,0,1,100.0,Los Angeles / California,Regulation Risk,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,General Residential,3,0,0,3,53.3,Houston / Texas,Financing Risk,JLL,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
