run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,California,Apartment,19,18,8,92.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Los Angeles,Affordable Housing,9,8,4,91.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,National / Other,Apartment,29,16,6,73.8,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Florida,Apartment,12,9,4,83.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Southeast,Apartment,9,6,3,76.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Texas,Apartment,5,4,1,73.8,Developer Strategy,Vacancy Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Arizona,Mixed-Use Residential,2,2,0,89.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Phoenix,Mixed-Use Residential,2,2,0,89.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Dallas,Apartment,1,1,1,82.0,Rent Growth / Demand,Vacancy Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Seattle,Mixed-Use Residential,2,1,1,76.5,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Austin,Mixed-Use Residential,1,1,0,73.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,New York,Student Housing,3,1,0,65.0,Institutional Flow,None detected,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-09-03,20260903-005911-9e519615,2026-09-03 00:59:11,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
