run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-09-03,20260903-005911-9e519615,HCW-20260903-001,PRJ-20260903-0073,Disposition / Exit - Riverside / California - CBRE Brokers Sale of Vintage Redlands Apartments,California,Inland Empire,CBRE,Apartment,Site Acquisition / Site Control,100,36,97,Strong Institutional Signal,5,7,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 7 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-09-03,20260903-005911-9e519615,HCW-20260903-002,PRJ-20260903-0152,Disposition / Exit - Miami / Florida - Cortland Offloads 812 West Palm Beach Apartment Units for $208M,Unknown,South Florida,Fairfield Residential,Apartment,Site Acquisition / Site Control,85,36,94,Strong Institutional Signal,5,5,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-09-03,20260903-005911-9e519615,HCW-20260903-003,PRJ-20260903-0057,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,California,Freddie Mac,Apartment,Unknown Stage,98,31,91,Strong Institutional Signal,9,11,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-03,20260903-005911-9e519615,HCW-20260903-004,PRJ-20260903-0151,"Construction Financing - Miami / Florida - Gatsby Florida Inks $118.6M Construction Loan for Palm Beach Gardens Offices, Retail",Unknown,South Florida,Berkadia,General Residential,Refinancing / Recapitalization,72,42,91,Strong Institutional Signal,4,4,Refinancing opportunity,Strategic Asset Watch,Review immediately,"4 source file(s), 4 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-09-03,20260903-005911-9e519615,HCW-20260903-005,PRJ-20260903-0107,General Project Signal - National - $76.25M in Capital Secured for Multifamily Apartment Project Thompson Oaks in West Saint P...,Unknown,Unknown,JLL,Apartment,Unknown Stage,88,49,90,Strong Institutional Signal,7,15,Institutional capital movement,Priority Asset Watch,Review immediately,"7 source file(s), 15 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-03,20260903-005911-9e519615,HCW-20260903-006,PRJ-20260903-0096,Disposition / Exit - Miami / Florida - Cortland Offloads 812 West Palm Beach Apartment Units for $208M,Miami / Florida,Unknown,Fairfield Residential,Apartment,Site Acquisition / Site Control,50,36,90,Strong Institutional Signal,5,7,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 7 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-09-03,20260903-005911-9e519615,HCW-20260903-008,PRJ-20260903-0156,"Acquisition - Southeast - Fourth Avenue Capital Buys Apartment Complex in Bend, Oregon for $20M",Southeast,Southeast,CBRE,Apartment,Unknown Stage,88,26,89,Strong Institutional Signal,7,9,Institutional capital movement,Priority Asset Watch,Review immediately,"7 source file(s), 9 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-03,20260903-005911-9e519615,HCW-20260903-007,PRJ-20260903-0061,Office-to-Residential Conversion - Connecticut - Bank OZK Lends $76M for Connecticut Office-to-Resi Conversion,Unknown,Connecticut,Greystone,Office-to-Residential Conversion,Unknown Stage,85,36,89,Strong Institutional Signal,8,9,Institutional capital movement,Priority Asset Watch,Review immediately,"8 source file(s), 9 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-03,20260903-005911-9e519615,HCW-20260903-009,PRJ-20260903-0056,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,California,Fannie Mae,Apartment,Unknown Stage,48,29,89,Strong Institutional Signal,9,11,Refinancing opportunity,Strategic Asset Watch,Review immediately,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-03,20260903-005911-9e519615,HCW-20260903-010,PRJ-20260903-0058,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,California,Marcus & Millichap,Apartment,Unknown Stage,47,29,89,Strong Institutional Signal,9,10,LA urban infill opportunity,Strategic Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
