run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Apartment,34,24,6,24,84.8,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Affordable Housing,8,7,6,7,91.1,California,Developer Strategy,Merchants Capital,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Student Housing,6,4,4,5,74.0,Phoenix / Arizona,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Multifamily,14,2,2,8,66.3,Other / Unknown,Supply Pressure,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Workforce Housing,1,1,0,1,93.0,Other / Unknown,Financing Risk,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Mixed-Use Residential,8,6,2,8,81.4,Georgia,Developer Strategy,BHI,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Senior Housing,1,1,1,1,93.0,Other / Unknown,Financing Risk,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,General Residential,4,0,3,4,56.8,California,Financing Risk,CBRE,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
