run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Los Angeles,9,2,4,1,1,2,Apartment,Zoning / Rezoning,Mixed-use corridor,Unknown,408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana; Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood; Affordable housing on the rise at 728 Lagoon Ave. in Wilmington; Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena; Bascom Refis Historic Apartments in LA’s Westlake District,100,58,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Santa Ana,1,1,0,1,0,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana; JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,71,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Pasadena,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,General submarket monitoring,Unknown,Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena; Entitlement / Permitting - Colorado - Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,68,52,Yes,Pasadena entitlement precedent watch,Track local planning docket and entitlement precedent,Medium
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Inland Empire,1,1,0,1,1,1,Mixed-Use Residential,General Entitlement Signal,General submarket monitoring,Unknown,BHI Lends $50M on SoCal Inland Empire Master-Planned Project; Construction Financing - Riverside / California - BHI Lends $50M on SoCal Inland Empire Master-Planned Project,66,45,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Riverside,1,1,0,1,1,1,Mixed-Use Residential,General Entitlement Signal,General submarket monitoring,Unknown,BHI Lends $50M on SoCal Inland Empire Master-Planned Project; Construction Financing - Riverside / California - BHI Lends $50M on SoCal Inland Empire Master-Planned Project,66,45,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Costa Mesa,1,1,0,1,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,65,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Santa Monica,1,1,1,1,0,0,Student Housing,CEQA / Environmental Review,University-adjacent,Unknown,CLARE|MATRIX moves forward with $50M expansion plan in Santa Monica; General Project Signal - Santa Monica / California - CLARE|MATRIX moves forward with $50M expansion plan in Santa Monica,61,44,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Hollywood,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood; General Project Signal - Los Angeles / California - Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood,55,30,No,Hollywood / transit-oriented housing watch,Review potential acquisition pipeline,Medium
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,California,0,6,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Development Start - California - Affordable housing on the rise at 728 Lagoon Ave. in Wilmington; Disposition / Exit - California - Institutional Property Advisors Brokers Multifamily Asset Sale in North County San Diego; General Project Signal - California - Merchants Capital Provides $193M in Financing for Two Affordable Housing Projects in Rockl...; General Project Signal - California - Newly Built Mountain View Offices Secure $147M Financing; JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,48,20,No,Monitor only,Monitor only,Low
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Orange County,2,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,12,30,No,Orange County suburban apartment watch,Monitor only,Low
