run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-08-27,20260827-041846-c52f941a,PRJ-20260827-0030,General Project Signal - Los Angeles / California - City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Su...,80,AST-20260827-052,art_76b336f74a6e1722,City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Sun Valley,https://la.urbanize.city/post/city-planning-commission-approves-townhomes-storage-facility-7528-bellaire-ave-sun-valley,"Sun, 23 Aug 2026 13:15:00 +0000","City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Sun Valley | Urbanize LA Skip to main content Advertisement Advertisement The Los Angeles City Planning Commission has given the go-ahead to a mixed-use project which would combine a self-storage facility with new housing in Sun Valley . Rendering of 7528 N. Bellaire Avenue Jordan Architects The project from El Segundo-based Trojan Storage , slated for a freeway-adjacent site at 7528 N. Bellaire Avenue , call",valid,title/source/url metadata are internally consistent,Development Activity,,repeat_penalized,,,,,2026-08-23,2026-08-27,4,fresh_0_3d,fresh,published date parsed; article age 4 day(s),54,access_limited,General Project Signal - Los Angeles / California - City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Su...,General Project Signal - Los Angeles / California - City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Su...,7528 Bellaire Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Under planning review,Unknown,Unknown,No explicit timing reference,27 apartments,,,General Project Signal,Entitlement Play,Unknown site control,Entitlement / Planning,approval_watch,matched planning commission,100,34,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Sun Valley,Urbanize LA,https://la.urbanize.city/post/city-planning-commission-approves-townhomes-storage-facility-7528-bellaire-ave-sun-valley,High
2026-08-27,20260827-041846-c52f941a,PRJ-20260827-0028,Development Start - California - Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,80,AST-20260827-029,art_143684b1422a7175,Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,https://la.urbanize.city/post/affordable-housing-rise-728-lagoon-ave-wilmington,"Wed, 26 Aug 2026 13:05:00 +0000","Affordable housing on the rise at 728 Lagoon Ave. in Wilmington | Urbanize LA Skip to main content Advertisement Advertisement Wood framing is rapidly taking shape for a new affordable housing complex in Wilmington , per a recent update from G.B. Construction. Safe Harbor II, a project from Holos Communities , broke ground earlier this year at 728 Lagoon Avenue. The four-story complex is to feature 40 apartments, including 39 units of supportive housing. A landing page on the Holos Communities w",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,new_or_fresh,,,,,2026-08-26,2026-08-27,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),88,access_limited,Development Start - California - Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,Development Start - California - Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,728 Lagoon Ave,General submarket monitoring,California,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Construction started,broke ground,40 apartments,,,Development Start,Affordable / Density Bonus Strategy,Unknown site control,Under Construction,construction_delivery_watch,matched broke ground,100,32,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,Urbanize LA,https://la.urbanize.city/post/affordable-housing-rise-728-lagoon-ave-wilmington,High
2026-08-27,20260827-041846-c52f941a,PRJ-20260827-0011,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,100,AST-20260827-023,art_f8380cd79a309afb,408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,https://la.urbanize.city/post/408-apartments-rise-2828-n-mainplace-dr-santa-ana,"Wed, 26 Aug 2026 13:10:00 +0000","408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana | Urbanize LA Skip to main content Advertisement Advertisement A new multifamily residential development is on the rise next to the MainPlace Mall in Santa Ana , according to social media posts from general contractor W.E. O'Neil. Carina at MainPlace, which broke ground earlier this year at 2828 N. MainPlace Drive , is being developed by Lowe in partnership with property owner Affinius Capital and Centennial. Plans call for a new eight-st",suspicious_duplicate,source-feed signal bleed suspected,Development Activity,GP / Capital Activity,acceptable_repeat,,,,,2026-08-26,2026-08-27,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),68,access_limited,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,2828 N. MainPlace Dr,General submarket monitoring,California,Los Angeles,California,Apartment,Apartment,Affinius Capital,Affinius Capital,Unknown,Unknown,Unknown,Construction started,broke ground,408 apartments,,,JV / Partnership,Development Start,Unknown site control,Under Construction,construction_delivery_watch,matched broke ground,100,23,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,Urbanize LA,https://la.urbanize.city/post/408-apartments-rise-2828-n-mainplace-dr-santa-ana,High
2026-08-27,20260827-041846-c52f941a,PRJ-20260827-0051,General Project Signal - California - Merchants Capital Provides $193M in Financing for Two Affordable Housing Projects in Rockl...,100,AST-20260827-022,art_a72d18d0957c8a6f,"Merchants Capital Provides $193M in Financing for Two Affordable Housing Projects in Rocklin, California",https://rebusinessonline.com/merchants-capital-provides-193m-in-financing-for-two-affordable-housing-projects-in-rocklin-california/,2026-08-26T14:29:46Z,"Located in Rocklin, Calif., The Steven will 180 apartments for seniors, aged 55 or older, earning 30 percent to 70 percent of the area median income. Affordable Housing California Loans Multifamily Seniors Housing Western Merchants Capital Provides $193M in Financing for Two Affordable Housing Projects in Rocklin, California by Amy Works August 26, 2026 August 26, 2026 4 ROCKLIN, CALIF. — Merchants Capital has provided roughly $193 million in financing for The Frances and The Steven, a pair of a",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-08-26,2026-08-27,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,General Project Signal - California - Merchants Capital Provides $193M in Financing for Two Affordable Housing Projects in Rockl...,General Project Signal - California - Merchants Capital Provides $193M in Financing for Two Affordable Housing Projects in Rockl...,California,General submarket monitoring,California,Los Angeles,California,Affordable Housing,Affordable Housing,Merchants Capital,Merchants Capital,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,180 apartments,$193M; $193M; $193 million,,General Project Signal,Affordable / Density Bonus Strategy,Unknown site control,Unknown,excluded,transaction / capital guard: financing,99,32,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","Merchants Capital Provides $193M in Financing for Two Affordable Housing Projects in Rocklin, California",REBusiness Online,https://rebusinessonline.com/merchants-capital-provides-193m-in-financing-for-two-affordable-housing-projects-in-rocklin-california/,High
2026-08-27,20260827-041846-c52f941a,PRJ-20260827-0047,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,100,AST-20260827-020,art_22a15f6c44643113,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,"Thu, 13 Aug 2026 19:58:13 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Orange County + Apartments | August 13, 2026 By: Paul Bubny Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex Newmark arranged a $58-million Fannie Mae loan for Everleigh San Clemente, a newly constructed 150-unit Class A active-adult (55+) apartment community in San Clemente. The Fannie Mae financing was arranged by vice chairman Lee Redmon",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,repeat_penalized,,,,,2026-08-13,2026-08-27,14,recent_4_14d,recent,published date parsed; article age 14 day(s),55,open,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,General submarket monitoring,California,Los Angeles,California,Apartment,Apartment,Fannie Mae,Fannie Mae,Fannie Mae,Unknown,Unknown,Unknown,No explicit timing reference,,$58; $58,,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,transaction / capital guard: loan,99,30,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,Connect CRE Orange County,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,Medium
2026-08-27,20260827-041846-c52f941a,PRJ-20260827-0088,Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,100,AST-20260827-027,art_f78b261433fe5d80,Bascom Refis Historic Apartments in LA’s Westlake District,https://www.connectcre.com/stories/bascom-refis-historic-apartments-in-las-westlake-district/,"Wed, 26 Aug 2026 21:30:37 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Los Angeles + Apartments | August 26, 2026 By: Paul Bubny Bascom Refis Historic Apartments in LA’s Westlake District The Bascom Group, LLC has completed an $8.5-million refinancing of The Charleston Apartments, a 133-unit historic multifamily community located in the Westlake neighborhood of Los Angeles. Michael Derk, Daizy Gomez, Linsey Farrahi and Zack Metzne",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-08-26,2026-08-27,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,Los Angeles,General submarket monitoring,Los Angeles,Los Angeles,California,Apartment,Apartment,Bascom Group,Bascom Group,Unknown,Unknown,Unknown,Completed / opened,completed,,$8.5; $8.5,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Delivered / Lease-Up,excluded,transaction / capital guard: refinancing,98,40,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Bascom Refis Historic Apartments in LA’s Westlake District,Connect CRE,https://www.connectcre.com/stories/bascom-refis-historic-apartments-in-las-westlake-district/,Medium
2026-08-27,20260827-041846-c52f941a,PRJ-20260827-0049,Disposition / Exit - California - Institutional Property Advisors Brokers Multifamily Asset Sale in North County San Diego,100,AST-20260827-026,art_91e779755196b79f,Institutional Property Advisors Brokers Multifamily Asset Sale in North County San Diego,https://yieldpro.com/2026/08/pacifica-palms-apartments/,"Wed, 26 Aug 2026 18:41:33 +0000","Deal boom News Pacific region Facebook Twitter Linkedin Institutional Property Advisors (IPA) , a division of Marcus & Millichap (NYSE: MMI) dedicated to serving the company’s institutional clients, announced the sale of Pacifica Palms Apartments , a 189-unit multifamily property in Escondido, California. The asset traded for $33.6 million. “The Escondido submarket has seen limited availability of multifamily assets of this size, making Pacifica Palms a rare, large value-add investment opportuni",suspicious_mismatch,title/source/url metadata are internally consistent; title and original_url slug appear to reference different articles,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-08-26,2026-08-27,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,Disposition / Exit - California - Institutional Property Advisors Brokers Multifamily Asset Sale in North County San Diego,Disposition / Exit - California - Institutional Property Advisors Brokers Multifamily Asset Sale in North County San Diego,California,General submarket monitoring,California,Los Angeles,California,Apartment,Apartment,IPA,IPA,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$33.6 million; $33.6 million,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,transaction / capital guard: disposition,97,30,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Institutional Property Advisors Brokers Multifamily Asset Sale in North County San Diego,Yield PRO,https://yieldpro.com/2026/08/pacifica-palms-apartments/,Medium
2026-08-27,20260827-041846-c52f941a,PRJ-20260827-0049,Disposition / Exit - California - Institutional Property Advisors Brokers Multifamily Asset Sale in North County San Diego,100,AST-20260827-025,art_66eb7cb15b1404e3,JV Acquires Value-Add Escondido Multifamily,https://www.connectcre.com/stories/jv-acquires-value-add-escondido-multifamily/,"Wed, 26 Aug 2026 20:21:23 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + San Diego + Apartments | August 26, 2026 By: Paul Bubny JV Acquires Value-Add Escondido Multifamily Institutional Property Advisors (IPA), a division of Marcus & Millichap serving the company’s institutional clients, closed the sale of Pacifica Palms Apartments, a 189-unit multifamily property in Escondido. The purchase price was $33.6 million. “The Escondido s",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-08-26,2026-08-27,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,California,General submarket monitoring,California,Los Angeles,California,Apartment,Apartment,IPA,IPA,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$33.6 million; $33.6 million,,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,97,30,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",JV Acquires Value-Add Escondido Multifamily,Connect CRE,https://www.connectcre.com/stories/jv-acquires-value-add-escondido-multifamily/,Medium
2026-08-27,20260827-041846-c52f941a,PRJ-20260827-0005,Entitlement / Permitting - Colorado - Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,80,AST-20260827-036,art_cf78008ecca7595a,Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,https://la.urbanize.city/post/affordable-housing-slated-2000-e-colorado-blvd-pasadena,"Tue, 25 Aug 2026 13:10:00 +0000","Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena | Urbanize LA Skip to main content Advertisement Advertisement Meta Housing Corp. has plans for yet another affordable housing development in Pasadena, according to a presentation to the City's Design Commission. Slated for a commercial site at 2000 E. Colorado Boulevard, the project calls for the construction of a new six-story building featuring 144 one-, two-, and three-bedroom apartments (including one market-rate manager's uni",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,acceptable_repeat,,,,,2026-08-25,2026-08-27,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),62,access_limited,Entitlement / Permitting - Colorado - Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,Entitlement / Permitting - Colorado - Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,2000 E. Colorado Blvd,General submarket monitoring,Colorado,Los Angeles,Unknown,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2000,144 apartments,,,Entitlement / Permitting,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,approval_watch,matched permit,94,34,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,Urbanize LA,https://la.urbanize.city/post/affordable-housing-slated-2000-e-colorado-blvd-pasadena,High
2026-08-27,20260827-041846-c52f941a,PRJ-20260827-0024,General Project Signal - Los Angeles / California - Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood,80,AST-20260827-051,art_556e960ce849ece1,Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood,https://la.urbanize.city/post/affordable-housing-complex-slated-5922-n-lemp-ave-north-hollywood,"Mon, 24 Aug 2026 13:10:00 +0000","Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood | Urbanize LA Skip to main content Advertisement Advertisement HVN Development has plans for more affordable housing in North Hollywood , according to plans recently submitted to the City of Los Angeles. The company's latest project, slated for a property at 5822 N. Lemp Avenue, calls for the construction of a new five-story building featuring 81 apartments without on-site parking. As with all HVN projects, the apartments",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,repeat_penalized,,,,,2026-08-24,2026-08-27,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),58,access_limited,General Project Signal - Los Angeles / California - Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood,General Project Signal - Los Angeles / California - Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood,5922 N. Lemp Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,81 apartments,,,General Project Signal,Affordable / Density Bonus Strategy,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,93,34,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood,Urbanize LA,https://la.urbanize.city/post/affordable-housing-complex-slated-5922-n-lemp-ave-north-hollywood,High
