run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,California,Apartment,17,15,9,89.9,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Los Angeles,Affordable Housing,11,10,6,90.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,National / Other,Multifamily,29,17,4,74.9,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,General Monitoring,Watch GP / developer partnership opportunities
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Southeast,Apartment,8,6,2,78.1,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,New York,Apartment,6,5,4,80.7,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Florida,Apartment,5,4,1,76.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Arizona,Apartment,3,2,3,83.3,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Phoenix,Apartment,3,2,3,83.3,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Sun Belt,Apartment,2,2,0,95.0,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Texas,Mixed-Use Residential,3,1,1,71.7,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Seattle,Multifamily,2,0,1,63.5,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Dallas,Mixed-Use Residential,1,0,0,65.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
