run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-08-27,20260827-041846-c52f941a,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Apartment,Other / Unknown; Phoenix / Arizona; Sun Belt,Core Multifamily News; Site / Parcel Source Expansion,Other,disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,3,100,95.3,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-27,20260827-041846-c52f941a,Greystar,Tier 1 / Immediate Strategic Importance,100,Apartment,Sun Belt,Core Multifamily News,Other,acquisition; disposition / exit; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,100,Track capital deployment and pricing signals
2026-08-27,20260827-041846-c52f941a,IPA,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Other / Unknown; Seattle,Core Multifamily News,Other,acquisition; disposition / exit; JV / partnership; market expansion; operational technology / AI adoption,4,91,81.8,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-27,20260827-041846-c52f941a,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Other / Unknown; Seattle,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; JV / partnership; market expansion; operational technology / AI adoption,5,91,82.8,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-27,20260827-041846-c52f941a,JLL,Tier 3 / Growth and Market Signal Watch,50,Apartment,Other / Unknown; Sun Belt,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,2,100,96.5,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,97,Map potential GP / JV relationship and monitor partnership activity
2026-08-27,20260827-041846-c52f941a,Affinius Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Regional / California / LA Sources,Other,JV / partnership; operational technology / AI adoption,1,93,93.0,Operational / Platform Investment,Potential JV / Partnership Signal,potential JV partnership signal,High,96,Map potential GP / JV relationship and monitor partnership activity
2026-08-27,20260827-041846-c52f941a,Fannie Mae,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,1,91,91.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,96,Map potential GP / JV relationship and monitor partnership activity
2026-08-27,20260827-041846-c52f941a,Bascom Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,Los Angeles / California,Core Multifamily News,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-08-27,20260827-041846-c52f941a,Merchants Capital,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-08-27,20260827-041846-c52f941a,Kayne Anderson Real Estate,Tier 3 / Growth and Market Signal Watch,50,Student Housing,Phoenix / Arizona,Site / Parcel Source Expansion,Other,refinancing; JV / partnership,1,91,91.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,88,Map potential GP / JV relationship and monitor partnership activity
