run_date,run_id,run_timestamp,gp_name,canonical_gp_name,gp_activity_score,institutional_relationship_score,capital_flow_score,regional_relevance_score,residential_sector_score,partnership_signal_score,innovation_signal_score,california_la_relevance_score,execution_signal_score,momentum_signal_score,emerging_gp_score,gp_tier,primary_market,residential_sector_focus,source_platform_types,institutional_partners,capital_sources,detected_strategies,innovation_signals,execution_signals,california_la_presence,partnership_signal,momentum_label,likely_growth_direction,potential_woomi_use_case,recommended_follow_up,confidence_level,special_labels
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,IPA,IPA,100,100,90,100,90,100,0,100,0,67,81,Tier 2 High Potential GP,California,Apartment,Other,None detected,None detected,Capital Inflow; Disposition / Exit; JV / Partnership; acquisition; disposition / exit; JV / partnership; market expansion; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Marcus & Millichap,Marcus & Millichap,100,100,90,100,90,100,0,100,0,67,81,Tier 2 High Potential GP,California,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; Disposition / Exit; acquisition; disposition / exit; JV / partnership; market expansion; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Fannie Mae,Fannie Mae,83,96,90,100,90,100,0,100,0,60,80,Tier 2 High Potential GP,California,Apartment,Other,fannie mae,fannie mae,JV / Partnership; Refinancing / Recapitalization; operational efficiency push; refinancing; JV / partnership; operational technology / AI adoption,None detected,None detected,High,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Affinius Capital,Affinius Capital,83,96,75,100,90,100,0,100,0,56,77,Tier 2 High Potential GP,California,Apartment,Other,None detected,None detected,JV / Partnership; JV / partnership; operational technology / AI adoption; Operational / Platform Investment; operational efficiency push,None detected,None detected,High,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Greystar,Greystar,81,100,90,75,90,75,0,0,50,74,67,Tier 3 Monitoring GP,Sun Belt,Apartment,Other,jll,jll,Capital Inflow; Disposition / Exit; acquisition; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,completed; lease-up,Low,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,High,Institutional Capital Magnet; Fast-Growing Regional Developer; Operational Excellence Signal
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,JLL,JLL,89,97,90,75,55,100,0,0,25,70,66,Tier 3 Monitoring GP,Sun Belt,Senior Housing,Other,jll,jll,Capital Inflow; Refinancing; acquisition; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,completed,Low,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,High,Institutional Capital Magnet; Operational Excellence Signal
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,CBRE,CBRE,100,76,90,100,30,65,0,100,25,74,66,Tier 3 Monitoring GP,California,General Residential,Other,cbre,cbre,Refinancing; Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,completed,High,Moderate partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,High,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate; Operational Excellence Signal
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Berkadia,Berkadia,100,100,75,55,90,100,0,0,0,62,64,Tier 3 Monitoring GP,Phoenix / Arizona,Apartment,Other,berkadia,berkadia,Capital Outflow / Exit; Construction Financing; Disposition / Exit; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,Strong partnership signal,Accelerating,Selective residential growth,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Kayne Anderson Real Estate,Kayne Anderson Real Estate,63,88,90,55,70,100,0,0,25,60,63,Tier 3 Monitoring GP,Phoenix / Arizona,Student Housing,Other,None detected,None detected,Refinancing / Recapitalization; refinancing; JV / partnership; stable platform monitoring,None detected,completed,Low,Strong partnership signal,Improving,Distressed opportunity positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate; Operational Excellence Signal
2026-08-27,20260827-041846-c52f941a,2026-08-27 04:18:46,Merchants Capital,Merchants Capital,83,91,90,100,70,0,0,100,0,60,62,Tier 3 Monitoring GP,California,Affordable Housing,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; Affordable Housing Specialist; LA Strategic Watch; Distressed Opportunity Candidate
