run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-08-27,20260827-041846-c52f941a,LAW-20260827-004,Los Angeles,"Meeting Tonight For 451 El Camino Real, Santa Clara",,Apartment,Planning Approval,Under Review,28,45,63,Relevant to California entitlement monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent","Meeting Tonight For 451 El Camino Real, Santa Clara",https://sfyimby.com/2026/08/meeting-tonight-for-451-el-camino-real-santa-clara47661.html,Low
2026-08-27,20260827-041846-c52f941a,LAW-20260827-002,Los Angeles,City of Alpharetta Approves North Point Mall Rezoning for Planned Hockey-Anchored Mixed-Use Village,,Mixed-Use Residential,Zoning / Rezoning,Approved / Entitled,35,55,53,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,City of Alpharetta Approves North Point Mall Rezoning for Planned Hockey-Anchored Mixed-Use Village,https://rebusinessonline.com/city-of-alpharetta-approves-north-point-mall-rezoning-for-planned-hockey-anchored-mixed-use-village/,Medium
2026-08-27,20260827-041846-c52f941a,LAW-20260827-003,Unknown,Entitlement / Permitting - Other / Unknown - Mixed-use project unwrapped at 3555 S. Overland Ave. in Palms,Unknown,Affordable Housing,Entitlement Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Mixed-use project unwrapped at 3555 S. Overland Ave. in Palms,https://la.urbanize.city/post/mixed-use-project-unwrapped-3555-s-overland-ave-palms,Low
2026-08-27,20260827-041846-c52f941a,LAW-20260827-006,Atlanta,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Unknown,Apartment,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",JLB Pursuing Buckhead Office-to-Apartments Conversion,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
2026-08-27,20260827-041846-c52f941a,LAW-20260827-005,Los Angeles,Queens’ Apartment Pipeline Shallowest in a Decade — But New Supply On the Way,,Apartment,Zoning / Rezoning,Unknown Stage,43,30,46,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Queens’ Apartment Pipeline Shallowest in a Decade — But New Supply On the Way,https://commercialobserver.com/2026/08/queens-apartment-pipeline-supply/,Low
2026-08-27,20260827-041846-c52f941a,LAW-20260827-007,Colorado,Entitlement / Permitting - Colorado - Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,https://la.urbanize.city/post/affordable-housing-slated-2000-e-colorado-blvd-pasadena,Low
2026-08-27,20260827-041846-c52f941a,LAW-20260827-008,Los Angeles,Woodfield Development Announces Plans for Ashford Green Multifamily Community in Brookhaven,,Mixed-Use Residential,Zoning / Rezoning,Early Planning,35,30,44,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Woodfield Development Announces Plans for Ashford Green Multifamily Community in Brookhaven,https://yieldpro.com/2026/08/ashford-green-in-brookhaven/,Low
2026-08-27,20260827-041846-c52f941a,LAW-20260827-010,Los Angeles,City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Sun Valley,,Mixed-Use Residential,Planning Approval,Under Review,28,30,42,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Sun Valley,https://la.urbanize.city/post/city-planning-commission-approves-townhomes-storage-facility-7528-bellaire-ave-sun-valley,Low
2026-08-27,20260827-041846-c52f941a,LAW-20260827-009,Georgia,Entitlement / Permitting - Georgia - Woodfield Development Announces Plans for Ashford Green Multifamily Community in Brookhave...,Unknown,Mixed-Use Residential,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Woodfield Development Announces Plans for Ashford Green Multifamily Community in Brookhaven,https://yieldpro.com/2026/08/ashford-green-in-brookhaven/,Low
2026-08-27,20260827-041846-c52f941a,LAW-20260827-011,San Francisco,"Entitlement / Permitting - San Francisco / California - 40-Story Skyscraper Proposed Near Civic Center, San Francisco",Unknown,Mixed-Use Residential,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent","40-Story Skyscraper Proposed Near Civic Center, San Francisco",https://sfyimby.com/2026/08/40-story-skyscraper-proposed-near-civic-center-san-francisco.html,Low
2026-08-27,20260827-041846-c52f941a,LAW-20260827-001,Los Angeles,CLARE|MATRIX moves forward with $50M expansion plan in Santa Monica,,Student Housing,CEQA / Environmental Review,Under Review,65,20,38,General LA / California monitoring,Monitor local sponsor activity,"Review CEQA status, appeal risk, and approval timeline",CLARE|MATRIX moves forward with $50M expansion plan in Santa Monica,https://la.urbanize.city/post/clarematrix-moves-forward-50m-expansion-plan-santa-monica,Low
