run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-001,PRJ-20260808-0062,Refinancing - California - Greystone Provides $106M Freddie Mac Refi on Two El Cajon Properties,California,California,Greystone,Apartment,Refinancing / Recapitalization,Persistent Same Stage,Medium Stall Risk,0,0,17,100,60,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-030,PRJ-20260808-0027,Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project starting up at 6380 Wilshire Boulevard,Los Angeles,6380 Wilshire Boulevard,Unknown,Office-to-Residential Conversion,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,100,44,Relevant to California site monitoring,Use as comparable development precedent,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-003,PRJ-20260808-0150,Construction Financing - Phoenix / Arizona - RXR-Led Team Lands Construction Financing for 301-Unit Denver Rental Community,Los Angeles,Phoenix,RXR,Apartment,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,5,0,97,39,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-002,PRJ-20260808-0159,Refinancing - California - San Jose Area Senior Multifamily Community Sells for $103M,California,San Jose,Alliance Residential,Multifamily,Refinancing / Recapitalization,Newly Detected,Medium Stall Risk,0,0,4,96,56,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-004,PRJ-20260808-0172,"Office-to-Residential Conversion - West Palm Beach / Florida - IPA Brokers $90.5M Sale of West Palm Beach Condos, Buyer Plans Multifamily Conversion",Los Angeles,Southeast,IPA,Apartment,Early Site Signal,Persistent Same Stage,Low Stall Risk,2,0,0,96,37,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-033,PRJ-20260808-0005,Entitlement / Permitting - Los Angeles / California - Affordable housing takes shape at 1332 and 1346 N. Fairfax Avenue,Los Angeles,1346 N. Fairfax Avenue,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-034,PRJ-20260808-0015,Entitlement / Permitting - Los Angeles / California - New plan for affordable housing at 2127 S. Westwood Boulevard,Los Angeles,2127 S. Westwood Boulevard,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-035,PRJ-20260808-0018,General Project Signal - Los Angeles / California - Affordable housing with retail pitched for 2306 W. Jefferson Blvd.,Los Angeles,2306 W. Jefferson Blvd,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-005,PRJ-20260808-0050,"General Project Signal - Atlanta / Georgia - Core Spaces to Build 1,600 Student Housing Beds with Hub Athens Dougherty Near the Univers...",Los Angeles,Atlanta,Affinius Capital,Student Housing,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,93,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-007,PRJ-20260808-0063,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,California,Marcus & Millichap,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,92,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-012,PRJ-20260808-0161,Acquisition - Seattle - Pacific Urban Acquires Seattle Multifamily Apartment Community A’Capella Apartment Homes f...,Los Angeles,Seattle,CBRE,Apartment,Delivery / Opening,Mature / Operating,No Clear Stall Risk,0,0,0,91,14,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-013,PRJ-20260808-0074,Disposition / Exit - Riverside / California - Institutional Property Advisors Brokers Inland Empire Multifamily Sale in Paloma Californi...,Los Angeles,Inland Empire,IPA,Multifamily,Site Acquisition / Site Control,Newly Detected,No Clear Stall Risk,0,0,0,89,14,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-006,PRJ-20260808-0053,JV / Partnership - Atlanta / Georgia - Wood Partners Apex Land Buy Paves Way for Apartment Venture,Los Angeles,Atlanta,Wood Partners,Apartment,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,88,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-008,PRJ-20260808-0171,General Project Signal - Southeast - Mixed-use project rises at 6700 Pacific Coast Highway in Long Beach,Long Beach,Southeast,Holland Partner Group,Mixed-Use Residential,Unknown Stage,Unknown,Low Stall Risk,0,0,0,87,30,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-029,PRJ-20260808-0025,Office-to-Residential Conversion - California - Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale,Glendale,515 Pioneer Dr,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Medium Stall Risk,0,0,0,86,50,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-018,PRJ-20260808-0166,Refinancing - Los Angeles / California - Mesa West Capital Provides $52M Loan for Refinancing of Sumner Mill Apartments Near Seattl...,Los Angeles,Seattle,Unknown,Apartment,Refinancing / Recapitalization,Persistent Same Stage,Medium Stall Risk,0,0,3,85,56,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-046,PRJ-20260808-0028,Adaptive reuse project starting up at 6380 Wilshire Boulevard,Los Angeles,6380 Wilshire Boulevard,Unknown,Office-to-Residential Conversion,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,85,36,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-009,PRJ-20260808-0170,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,Los Angeles,South Florida,Unknown,Affordable Housing,Delivery / Opening,Mature / Operating,Medium Stall Risk,0,15,9,84,55,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-011,PRJ-20260808-0101,Office-to-Residential Conversion - Los Angeles / California - The Olson Co. Acquires Los Angeles Office Campus for Residential Multifamily Conversion Pr...,Los Angeles,Los Angeles,Unknown,Apartment,Entitlement Under Review,Persistent Same Stage,Low Stall Risk,14,0,0,84,44,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-010,PRJ-20260808-0056,Construction Financing - Atlanta / Georgia - Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project,Los Angeles,Atlanta,Unknown,Multifamily,Refinancing / Recapitalization,Newly Detected,Low Stall Risk,0,18,3,83,46,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-028,PRJ-20260808-0160,Development Start - California - Groundbreaking Ceremony to be Held Today at 700 East Saint John Street in San Jose,California,San Jose,Unknown,Affordable Housing,Construction Started,Persistent Same Stage,No Clear Stall Risk,0,0,0,78,13,Relevant to California site monitoring,Track repeat project updates,"Benchmark construction, delivery, lease-up, and operating assumptions",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-056,PRJ-20260808-0006,Affordable housing takes shape at 1332 and 1346 N. Fairfax Avenue,Los Angeles,1346 N. Fairfax Avenue,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,75,18,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-057,PRJ-20260808-0019,Affordable housing with retail pitched for 2306 W. Jefferson Blvd.,Los Angeles,2306 W. Jefferson Blvd,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,75,18,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-058,PRJ-20260808-0016,New plan for affordable housing at 2127 S. Westwood Boulevard,Los Angeles,2127 S. Westwood Boulevard,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,75,18,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-052,PRJ-20260808-0001,Brook Farm Group Lands $73M Refinance of Luxury Multifamily Development Sinclair at Callaway Farm in Georgia,Los Angeles,10500 Callaway Drive,Unknown,Multifamily,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,74,25,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-036,PRJ-20260808-0030,Development Start - California - Groundbreaking Ceremony to be Held Today at 700 East Saint John Street in San Jose,California,700 East Saint John Street,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,72,32,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-055,PRJ-20260808-0022,Atlanta Beltline Advancing 218-Unit Affordable Apartment Project,Los Angeles,350 Chappell Road,Unknown,Apartment,Unknown Stage,Newly Detected,Unknown,0,0,0,72,24,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-054,PRJ-20260808-0013,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,1990 Maple Ave,Unknown,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,70,29,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-015,PRJ-20260808-0065,Office-to-Residential Conversion - California - Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale,Glendale,California,Unknown,Affordable Housing,Construction Started,Persistent Same Stage,No Clear Stall Risk,0,0,0,70,11,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-026,PRJ-20260808-0081,Acquisition - Las Vegas / Nevada - CONAM Acquires 232-Unit Alicante Apartment Homes in Las Vegas,Los Angeles,Las Vegas,Unknown,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,68,32,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-014,PRJ-20260808-0051,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Los Angeles,Atlanta,CIM Group,Mixed-Use Residential,Construction Ready,Persistent Same Stage,Low Stall Risk,0,0,0,65,35,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-053,PRJ-20260808-0012,"Office-to-Residential Conversion - San Francisco / California - Permits For Conversion at 150 Hayes Street, San Francisco",California,150 Hayes Street,Unknown,General Residential,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,65,35,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-020,PRJ-20260808-0090,The Olson Co. Acquires Los Angeles Office Campus for Residential Multifamily Conversion Project Potrero Grande & Atlas,Los Angeles,Los Angeles / California,Residential Multifamily Conversion Project Potrero Grande & Atlas,Multifamily,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,61,36,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-016,PRJ-20260808-0054,Construction Financing - Atlanta / Georgia - Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project,Los Angeles,Atlanta,Unknown,Multifamily,Refinancing / Recapitalization,Newly Detected,Low Stall Risk,0,12,1,58,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-062,PRJ-20260808-0105,Disposition / Exit - Other / Unknown - Centerspace executives outline disposition plans,Los Angeles,Los Angeles,Unknown,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,58,30,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-063,PRJ-20260808-0011,"Permits For Conversion at 150 Hayes Street, San Francisco",California,150 Hayes Street,Unknown,General Residential,Unknown Stage,Newly Detected,Unknown,1,0,0,56,17,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-017,PRJ-20260808-0102,Office-to-Residential Conversion - Los Angeles / California - The Olson Co. Acquires Los Angeles Office Campus for Residential Multifamily Conversion Pr...,Los Angeles,Los Angeles,Unknown,Apartment,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,16,0,0,49,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-047,PRJ-20260808-0075,Adaptive reuse project starting up at 6380 Wilshire Boulevard,Los Angeles,Koreatown,Unknown,Office-to-Residential Conversion,Entitlement Under Review,Persistent Same Stage,Low Stall Risk,0,0,0,48,38,General LA / California monitoring,Track repeat project updates,Track entitlement path and local approval milestones,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-048,PRJ-20260808-0069,Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale,Glendale,Glendale,Unknown,Affordable Housing,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,48,38,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-023,PRJ-20260808-0077,CONAM Acquires 232-Unit Alicante Apartment Homes in Las Vegas,Los Angeles,Las Vegas / Nevada,CONAM,Apartment,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,48,36,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-024,PRJ-20260808-0122,Office-to-Residential Conversion - California - Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale,Glendale,National,Unknown,Affordable Housing,Unknown Stage,Unknown,Low Stall Risk,1,0,0,47,33,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-021,PRJ-20260808-0052,Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,Los Angeles,Atlanta,JLL,Affordable Housing,Unknown Stage,Unknown,Low Stall Risk,0,0,0,47,29,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-022,PRJ-20260808-0060,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,California,Bascom Group,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,47,29,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-049,PRJ-20260808-0158,"Office-to-Residential Conversion - San Francisco / California - Permits For Conversion at 150 Hayes Street, San Francisco",California,San Francisco,Unknown,General Residential,Unknown Stage,Unknown,Low Stall Risk,2,0,0,46,32,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-019,PRJ-20260808-0103,Office-to-Residential Conversion - Los Angeles / California - The Olson Co. Acquires Los Angeles Office Campus for Residential Multifamily Conversion Pr...,Los Angeles,Los Angeles,Unknown,Apartment,Early Site Signal,Persistent Same Stage,Low Stall Risk,42,42,5,43,37,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-025,PRJ-20260808-0104,More Texas multifamily loans moved to servicing in late July,Los Angeles,Los Angeles,Unknown,Apartment,Unknown Stage,Unknown,Low Stall Risk,1,0,4,43,31,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-050,PRJ-20260808-0071,Affordable housing takes shape at 1332 and 1346 N. Fairfax Avenue,Los Angeles,Hollywood,Unknown,Affordable Housing,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,41,36,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-051,PRJ-20260808-0068,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,Costa Mesa,Unknown,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,40,31,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-027,PRJ-20260808-0155,"Office-to-Residential Conversion - San Francisco / California - Permits For Conversion at 150 Hayes Street, San Francisco",California,San Francisco / California,Unknown,General Residential,Unknown Stage,Unknown,Low Stall Risk,4,0,0,38,30,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-097,PRJ-20260808-0008,Lion Real Estate Picks Up Atlanta Apartments for $51M,Los Angeles,1470 Sheridan Rd,Unknown,Apartment,Unknown Stage,Newly Detected,Unknown,0,0,0,9,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-037,PRJ-20260808-0045,Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,Los Angeles,Atlanta / Georgia,JLL,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-098,PRJ-20260808-0097,Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,Los Angeles,Los Angeles,JLL,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-064,PRJ-20260808-0078,Acquisition - Las Vegas / Nevada - CONAM Acquires 232-Unit Alicante Apartment Homes in Las Vegas,Los Angeles,Las Vegas / Nevada,Unknown,Apartment,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-099,PRJ-20260808-0079,Acquisition - Las Vegas / Nevada - CONAM Acquires 232-Unit Alicante Apartment Homes in Las Vegas,Los Angeles,Las Vegas,Unknown,Apartment,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-08,20260808-232856-5cc66d69,LAP-20260808-066,PRJ-20260808-0093,Acquisition - Seattle - Pacific Urban Acquires Seattle Multifamily Apartment Community A’Capella Apartment Homes f...,Los Angeles,Los Angeles,CBRE,Apartment,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
