run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,California,Apartment,17,14,11,86.8,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Los Angeles,Affordable Housing,14,13,10,90.9,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,National / Other,Multifamily,28,14,4,74.6,Institutional Flow,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Southeast,Apartment,13,11,6,83.8,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Florida,Apartment,10,9,9,88.3,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Arizona,Apartment,4,4,4,91.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Phoenix,Apartment,4,4,4,91.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Texas,Apartment,4,3,2,82.5,Regulation Risk,Rent Growth Signal,Entitlement / zoning opportunity or risk,Strategic Watch Market,Monitor only
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Seattle,Apartment,3,3,0,87.3,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,New York,Affordable Housing,2,2,1,85.0,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Sun Belt,Multifamily,3,2,1,75.7,Rent Growth / Demand,Rent Growth Signal,General market monitoring,Strategic Watch Market,Monitor only
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Dallas,Apartment,1,1,1,100.0,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Austin,General Residential,1,0,0,56.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
