run_date,run_id,run_timestamp,gp_name,canonical_gp_name,gp_activity_score,institutional_relationship_score,capital_flow_score,regional_relevance_score,residential_sector_score,partnership_signal_score,innovation_signal_score,california_la_relevance_score,execution_signal_score,momentum_signal_score,emerging_gp_score,gp_tier,primary_market,residential_sector_focus,source_platform_types,institutional_partners,capital_sources,detected_strategies,innovation_signals,execution_signals,california_la_presence,partnership_signal,momentum_label,likely_growth_direction,potential_woomi_use_case,recommended_follow_up,confidence_level,special_labels
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Mesa West Capital,Mesa West Capital,89,100,90,55,90,100,0,90,25,70,77,Tier 2 High Potential GP,Los Angeles / California,Apartment,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; JV / partnership; operational technology / AI adoption,None detected,delivered,High,Strong partnership signal,Accelerating,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate; Operational Excellence Signal
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Alliance Residential,Alliance Residential,73,94,75,100,90,100,0,100,0,52,77,Tier 2 High Potential GP,California,Multifamily,Other,None detected,None detected,California entitlement positioning; Capital Outflow / Exit; Refinancing; disposition / exit; refinancing; JV / partnership,None detected,None detected,High,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Affinius Capital,Affinius Capital,89,99,75,100,70,100,0,100,0,58,76,Tier 2 High Potential GP,California,Student Housing,Other,None detected,None detected,California entitlement positioning; Capital Outflow / Exit; disposition / exit; refinancing; JV / partnership,None detected,None detected,High,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,JLL,JLL,100,97,90,55,70,100,0,90,25,74,74,Tier 2 High Potential GP,Atlanta / Georgia,Affordable Housing,Other,jll,jll,Acquisition; Capital Inflow; Disposition / Exit; Recapitalization; Refinancing; acquisition; disposition / exit; refinancing; recapitalization; JV / partnership; operational technology / AI adoption; distressed recapitalization,None detected,completed,High,Strong partnership signal,Accelerating,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,High,Institutional Capital Magnet; Affordable Housing Specialist; LA Strategic Watch; Distressed Opportunity Candidate; Operational Excellence Signal
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Freddie Mac,Freddie Mac,83,91,90,100,90,65,0,100,0,60,73,Tier 2 High Potential GP,California,Apartment,Other,freddie mac,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,High,Moderate partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Greystone,Greystone,83,91,90,100,90,65,0,100,0,60,73,Tier 2 High Potential GP,California,Apartment,Other,freddie mac,freddie mac,Refinancing; Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,High,Moderate partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,RXR,RXR,73,91,90,55,90,100,0,90,0,56,73,Tier 2 High Potential GP,Phoenix / Arizona,Apartment,Other,None detected,None detected,Construction Financing; Refinancing / Recapitalization; operational efficiency push; refinancing; JV / partnership; operational technology / AI adoption,None detected,None detected,High,Strong partnership signal,Improving,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Jasmine Kilman Mesa West Capital,Jasmine Kilman Mesa West Capital,73,89,90,75,90,100,0,60,25,64,73,Tier 2 High Potential GP,Seattle,Apartment,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; JV / partnership; operational technology / AI adoption,None detected,delivered,Medium,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate; Operational Excellence Signal
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,Wood Partners,Wood Partners,73,81,90,55,90,100,0,90,0,56,71,Tier 2 High Potential GP,Atlanta / Georgia,Apartment,Other,None detected,None detected,Capital Inflow; JV / Partnership; acquisition; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Strong partnership signal,Improving,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-08,20260808-232856-5cc66d69,2026-08-08 23:28:56,CBRE,CBRE,63,86,90,75,90,65,0,90,25,60,70,Tier 2 High Potential GP,Seattle,Apartment,Other,cbre,cbre,Acquisition; Capital Inflow; acquisition; disposition / exit; selective multifamily acquisition,None detected,completed,High,Moderate partnership signal,Improving,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,High,Institutional Capital Magnet; LA Strategic Watch; Operational Excellence Signal
