run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-08-08,20260808-232856-5cc66d69,HCW-20260808-001,PRJ-20260808-0062,Refinancing - California - Greystone Provides $106M Freddie Mac Refi on Two El Cajon Properties,California,California,Greystone,Apartment,Refinancing / Recapitalization,100,60,97,Strong Institutional Signal,10,17,Refinancing opportunity,Priority Asset Watch,Review immediately,"10 source file(s), 17 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-08,20260808-232856-5cc66d69,HCW-20260808-002,PRJ-20260808-0161,Acquisition - Seattle - Pacific Urban Acquires Seattle Multifamily Apartment Community A’Capella Apartment Homes f...,Seattle,Seattle,CBRE,Apartment,Delivery / Opening,91,14,97,Strong Institutional Signal,8,14,Institutional capital movement,Priority Asset Watch,Review immediately,"8 source file(s), 14 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-08-08,20260808-232856-5cc66d69,HCW-20260808-003,PRJ-20260808-0150,Construction Financing - Phoenix / Arizona - RXR-Led Team Lands Construction Financing for 301-Unit Denver Rental Community,Unknown,Phoenix,RXR,Apartment,Site Acquisition / Site Control,97,39,95,Strong Institutional Signal,5,5,Construction start pipeline,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-08-08,20260808-232856-5cc66d69,HCW-20260808-004,PRJ-20260808-0172,"Office-to-Residential Conversion - West Palm Beach / Florida - IPA Brokers $90.5M Sale of West Palm Beach Condos, Buyer Plans Multifamily Conversion",Unknown,Southeast,IPA,Apartment,Early Site Signal,96,37,95,Strong Institutional Signal,7,7,Institutional capital movement,Priority Asset Watch,Review immediately,"7 source file(s), 7 observation(s), latest stage Early Site Signal, identity confidence 100"
2026-08-08,20260808-232856-5cc66d69,HCW-20260808-005,PRJ-20260808-0050,"General Project Signal - Atlanta / Georgia - Core Spaces to Build 1,600 Student Housing Beds with Hub Athens Dougherty Near the Univers...",Unknown,Atlanta,Affinius Capital,Student Housing,Site Acquisition / Site Control,93,36,94,Strong Institutional Signal,5,5,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-08-08,20260808-232856-5cc66d69,HCW-20260808-006,PRJ-20260808-0053,JV / Partnership - Atlanta / Georgia - Wood Partners Apex Land Buy Paves Way for Apartment Venture,Unknown,Atlanta,Wood Partners,Apartment,Site Acquisition / Site Control,88,36,94,Strong Institutional Signal,5,5,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-08-08,20260808-232856-5cc66d69,HCW-20260808-007,PRJ-20260808-0051,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Unknown,Atlanta,CIM Group,Mixed-Use Residential,Construction Ready,65,35,94,Strong Institutional Signal,5,9,Construction start pipeline,Priority Asset Watch,Review immediately,"5 source file(s), 9 observation(s), latest stage Construction Ready, identity confidence 100"
2026-08-08,20260808-232856-5cc66d69,HCW-20260808-008,PRJ-20260808-0179,Entitlement / Permitting - Texas - Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood,Texas,Unknown,JPI,Affordable Housing,Delivery / Opening,80,11,92,Strong Institutional Signal,7,8,Entitlement progression,Strategic Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-08-08,20260808-232856-5cc66d69,HCW-20260808-011,PRJ-20260808-0159,Refinancing - California - San Jose Area Senior Multifamily Community Sells for $103M,California,San Jose,Alliance Residential,Multifamily,Refinancing / Recapitalization,96,56,91,Strong Institutional Signal,5,5,Refinancing opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-08,20260808-232856-5cc66d69,HCW-20260808-009,PRJ-20260808-0063,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,California,Marcus & Millichap,Apartment,Unknown Stage,92,31,91,Strong Institutional Signal,9,10,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
