run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,California,Apartment,24,20,17,88.5,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,Los Angeles,Affordable Housing,19,15,12,87.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,National / Other,Apartment,34,18,6,75.7,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,Southeast,Mixed-Use Residential,8,7,3,85.1,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,Florida,Apartment,8,6,1,85.4,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,New York,Affordable Housing,5,4,3,87.2,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,Arizona,Student Housing,4,4,2,88.5,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,Phoenix,Apartment,3,3,2,91.0,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,Texas,Affordable Housing,3,2,2,86.7,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,Seattle,Mixed-Use Residential,1,1,1,87.0,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,Dallas,Mixed-Use Residential,1,1,0,100.0,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-07-26,20260726-000355-93975920,2026-07-26 00:03:55,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
