run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-07-21,20260721-235812-d647c3c5,2026-07-21 23:58:12,Hollywood,3,2,2,2,0,2,Mixed-Use Residential,Planning Approval,Mixed-use corridor,Unknown,"CIM Group, Hulic Acquire West Hollywood Apartment Property; Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; Entitlement / Permitting - Los Angeles / California - Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood; JV / Partnership - Los Angeles / California - CIM Group, Hulic Acquire West Hollywood Apartment Property; Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood",100,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-07-21,20260721-235812-d647c3c5,2026-07-21 23:58:12,Los Angeles,11,4,3,2,0,2,Mixed-Use Residential,Entitlement Approval,Mixed-use corridor,Unknown,"Acquisition - Los Angeles / California - Oceanwide Plaza Sale Set to Advance After L.A. Drops Objections; Bankruptcy court clears the way for Oceanwide Plaza sale; CIM Group, Hulic Acquire West Hollywood Apartment Property; Construction goes vertical for mixed-use project at at 400 San Vicente Blvd.; Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica",100,40,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-07-21,20260721-235812-d647c3c5,2026-07-21 23:58:12,West Hollywood,2,2,2,2,0,2,Mixed-Use Residential,Planning Approval,Mixed-use corridor,Unknown,"CIM Group, Hulic Acquire West Hollywood Apartment Property; Entitlement / Permitting - Los Angeles / California - Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood; JV / Partnership - Los Angeles / California - CIM Group, Hulic Acquire West Hollywood Apartment Property; Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood",100,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-07-21,20260721-235812-d647c3c5,2026-07-21 23:58:12,Santa Monica,2,2,1,2,0,1,General Residential,Entitlement Approval,General submarket monitoring,Unknown,"Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; Entitlement / Permitting - Santa Monica / California - LAX people mover lawsuit, Santa Monica's SB 79 plan, and more; General Project Signal - Los Angeles / California - Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; LAX people mover lawsuit, Santa Monica's SB 79 plan, and more",91,65,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-07-21,20260721-235812-d647c3c5,2026-07-21 23:58:12,Long Beach,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,Downtown infill; Mixed-use corridor,Unknown,JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach; Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,66,30,No,Long Beach mixed-use residential watch,Review potential acquisition pipeline,Medium
2026-07-21,20260721-235812-d647c3c5,2026-07-21 23:58:12,Anaheim,1,1,0,1,0,0,Multifamily,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - California - Marcus & Millichap Brokers $12.3M Sale of 46-Unit Multifamily Property in Anaheim Californ...; Marcus & Millichap Brokers $12.3M Sale of 46-Unit Multifamily Property in Anaheim California,65,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-07-21,20260721-235812-d647c3c5,2026-07-21 23:58:12,Costa Mesa,1,1,0,1,0,0,Multifamily,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - California - Marcus & Millichap Arranges $16.9M Sale of 41-Unit Multifamily Property in Costa Mesa Cali...; Marcus & Millichap Arranges $16.9M Sale of 41-Unit Multifamily Property in Costa Mesa California,65,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-07-21,20260721-235812-d647c3c5,2026-07-21 23:58:12,Miracle Mile,1,1,0,1,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - Los Angeles / California - Prime Residential Pays $51M for Miracle Mile Apartments; Prime Residential Pays $51M for Miracle Mile Apartments,64,30,No,Monitor only,Review potential acquisition pipeline,Medium
2026-07-21,20260721-235812-d647c3c5,2026-07-21 23:58:12,DTLA,1,1,0,1,1,1,Apartment,General Entitlement Signal,Downtown infill,Unknown,Disposition / Exit - Los Angeles / California - Sale of Oceanwide Plaza in DTLA Clears Hurdle with Bankruptcy Court Approval; Sale of Oceanwide Plaza in DTLA Clears Hurdle with Bankruptcy Court Approval,60,47,No,DTLA adaptive reuse watch,Review potential acquisition pipeline,Medium
2026-07-21,20260721-235812-d647c3c5,2026-07-21 23:58:12,Wilshire,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; General Project Signal - Los Angeles / California - Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica,56,30,No,Koreatown multifamily watch,Review potential acquisition pipeline,Medium
