run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,New York,New York,6,5,1,5,2,6,Apartment,Refinancing,Office-to-Residential Conversion,Downtown infill,100,68,20,Strategic watch submarket,Monitor entitlement precedent,"$356M Acquisition Marks Largest Multifamily Deal in Greenwich Connecticut; Berkadia Arranges $126.4M Refinancing of 28-Story Luxury Apartment High-Rise in Downtown New Rochelle New York; Berkadia Provides $126.4M Agency Refinancing of Apartment Building in New Rochelle, New York; Cirrus, Resorts World Acquire Jamaica Site for Workforce Housing; General Project Signal - New York City / New York - OceanFirst Purges $1.4B In Rent-Stabilized Multifamily Loans Following Flushing Financial..."
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Miami,Florida,8,5,0,5,2,5,Apartment,JV / Partnership,General Entitlement Signal,Mixed-use corridor,100,63,20,Strategic watch submarket,Monitor refinancing / distress pipeline,"$8,200 Rents Await Tenants of New Coral Gables Luxury Apartments; Acquisition - Miami / Florida - Miami Apartments Trade for $109.9M; Alta Developers Lands $91.8M Construction Loan for Miami Apartments; BWE Secures $133M Loan to Recapitalize Premier North Shore Multifamily Development in Skokie Illinois; Berkadia Arranges $126.4M Refinancing of 28-Story Luxury Apartment High-Rise in Downtown New Rochelle New York"
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Phoenix,Arizona,4,4,1,4,1,5,Apartment,Construction Financing,Office-to-Residential Conversion,Office conversion corridor,100,48,45,Strategic watch submarket,Monitor entitlement precedent,Acquisition - Phoenix / Arizona - Scion Group to buy Student Quarters’ $1.5B operating business; BTR / Build-to-Rent - Phoenix / Arizona - Porter Kyle Builders Names Industry Veteran John Rowland Vice President of Construction; Camelback Office-to-Apartment Conversion Nearly Complete; Construction Financing - Phoenix / Arizona - Scottsdale Developer Inks $141M Construction Loan for Luxury Apartments; Office-to-Residential Conversion - Phoenix / Arizona - Camelback Office-to-Apartment Conversion Nearly Complete
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Atlanta,Southeast,8,7,0,6,1,5,Student Housing,Acquisition,General Entitlement Signal,University-adjacent,100,44,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - Atlanta / Georgia - SJC Ventures Buys Former Macy’s at Harford Mall in Maryland, Plans 94,600 SF Mixed-Use Dev...; Acquisition - Atlanta / Georgia - Scion to Acquire Operating Business of Student Quarters; Acquisition - Atlanta / Georgia - The Scion Group Continues Student Housing Spree With $1.5B Acquisition; Disposition / Exit - Atlanta / Georgia - Flournoy Acquires Charlotte Parcel, 351-Unit Rental Community on Way; Flournoy Acquires Charlotte Parcel, 351-Unit Rental Community on Way"
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Dallas,Texas,2,2,0,2,1,3,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,92,42,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Dallas / Texas - Brixton Acquires 288-Unit Las Colinas Rental Community; Brixton Acquires 288-Unit Las Colinas Rental Community; Inside Swapnil Agarwal’s efforts to save his apartment portfolio; Refinancing - Dallas / Texas - Inside Swapnil Agarwal’s efforts to save his apartment portfolio
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Santa Ana,Orange County,1,1,0,1,1,1,Apartment,Construction Financing,General Entitlement Signal,General submarket monitoring,74,59,30,High relevance to Woomi site strategy,Monitor refinancing / distress pipeline,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily; JLL Lines Up $144M Construction Loan for Santa Ana Multifamily
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Pasadena,Los Angeles,2,1,1,1,0,1,Apartment,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,67,15,40,High relevance to Woomi site strategy,Monitor entitlement precedent,Entitlement / Permitting - Other / Unknown - Infill housing slated for two sites in Pasadena; Four affordable projects in the San Gabriel Valley score $25M in funding; Infill housing slated for two sites in Pasadena
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Glendale,Los Angeles,1,1,1,1,0,1,Apartment,Entitlement / Permitting,Entitlement Approval,Downtown infill,67,11,30,High relevance to Woomi site strategy,Monitor entitlement precedent,Entitlement / Permitting - Los Angeles / California - Hotel Indigo on the rise at 515 N. Central Ave. in Glendale; Hotel Indigo on the rise at 515 N. Central Ave. in Glendale
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Los Angeles,Los Angeles,9,3,2,0,0,0,Affordable Housing,Acquisition,CEQA / Environmental Review,Downtown infill,66,49,52,High relevance to Woomi site strategy,Monitor entitlement precedent,290 apartments planned at 18430 Sherman Way in Reseda; Acquisition - Los Angeles / California - High-rise senior housing complex pitched for 6400 Canoga Ave. in Warner Center; Acquisition - Los Angeles / California - Rockpoint Scores Mid-Rise Apartment Property in Westwood; Four affordable projects in the San Gabriel Valley score $25M in funding; Here are California's affordable housing income limits for 2026
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,California,National / Other,0,8,0,0,0,0,Affordable Housing,General Project Signal,General Entitlement Signal,General submarket monitoring,64,0,20,Strategic watch submarket,Review potential acquisition pipeline,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment; General Project Signal - California - Four affordable projects in the San Gabriel Valley score $25M in funding; General Project Signal - California - Here are California's affordable housing income limits for 2026; General Project Signal - California - IPA Capital Markets Arranges $123M Refi for Burlingame Multifamily
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Chinatown,Los Angeles,1,1,0,1,0,1,Affordable Housing,Modular / Construction Innovation,General Entitlement Signal,General submarket monitoring,63,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Modular / Construction Innovation - Los Angeles - Rendering vs. Reality: Modular housing complex at 1457 N. Main St. in Chinatown; Rendering vs. Reality: Modular housing complex at 1457 N. Main St. in Chinatown
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Riverside,Inland Empire,1,1,0,1,0,1,Mixed-Use Residential,Development Start,General Entitlement Signal,Downtown infill,61,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Development Start - Riverside / California - Riverside Investment & Development Breaks Ground on West Loop Multifamily Development; Riverside Investment & Development Breaks Ground on West Loop Multifamily Development
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Houston,Texas,3,1,0,1,0,1,Senior Housing,Acquisition,General Entitlement Signal,General submarket monitoring,57,0,20,Strategic watch submarket,Track local GP / sponsor activity,"Acquisition - Houston / Texas - Berkadia Brokers Sale of 184-Unit Active Adult Complex in Magnolia, Texas; Berkadia Brokers Sale of 184-Unit Active Adult Complex in Magnolia, Texas; Inside Swapnil Agarwal’s efforts to save his apartment portfolio; Transwestern Attracts Walker & Dunlop Debt & Equity Team"
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Seattle,Seattle,2,1,0,1,1,2,Mixed-Use Residential,Refinancing,General Entitlement Signal,Mixed-use corridor,55,49,20,Strategic watch submarket,Track local GP / sponsor activity,"Northmarq Secures $61M Refinancing for Seattle Mixed-Use Property; PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties; Refinancing - Seattle - Northmarq Secures $61M Refinancing for Seattle Mixed-Use Property"
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Scottsdale,Arizona,1,1,0,1,1,1,Apartment,Construction Financing,General Entitlement Signal,General submarket monitoring,50,48,20,Strategic watch submarket,Track local GP / sponsor activity,Construction Financing - Phoenix / Arizona - Scottsdale Developer Inks $141M Construction Loan for Luxury Apartments; Scottsdale Developer Inks $141M Construction Loan for Luxury Apartments
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Orlando,Florida,2,2,0,1,0,0,Mixed-Use Residential,Refinancing,General Entitlement Signal,Mixed-use corridor,50,0,20,Strategic watch submarket,Track local GP / sponsor activity,Berkadia Arranges $35.2M Refinancing for 394-Unit Apartment Community in Detroit Metro; General Project Signal - Atlanta / Georgia - Hathaway Development Selects Wyld Oaks for Signature Multifamily Community Affirming North...; Hathaway Development Selects Wyld Oaks for Signature Multifamily Community Affirming Northwest Orlando as a Premier Mixed-Use Destination; Refinancing - Sun Belt - Berkadia Arranges $35.2M Refinancing for 394-Unit Apartment Community in Detroit Metro
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Connecticut,National / Other,0,2,0,0,0,0,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,16,0,20,Low relevance,Track local GP / sponsor activity,"Acquisition - Connecticut - $356M Acquisition Marks Largest Multifamily Deal in Greenwich Connecticut; Acquisition - Connecticut - IPA Negotiates Sale of 114-Unit Highrailer Apartments in New Britain, Connecticut"
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Orange County,Orange County,5,0,0,0,0,0,Apartment,General Project Signal,General Entitlement Signal,General submarket monitoring,12,0,30,Low relevance,Track local GP / sponsor activity,"Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; JLL Arranges $252M Financing for Huntington Beach Seniors Project; JLL Lines Up $144M Construction Loan for Santa Ana Multifamily; PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties; Yorba Linda Parking Lot Sells for Townhome Redevelopment"
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Wilshire,Los Angeles,1,0,0,0,0,0,Apartment,General Project Signal,General Entitlement Signal,General submarket monitoring,12,0,30,Low relevance,Monitor only,Rockpoint Scores Mid-Rise Apartment Property in Westwood
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Charlotte,Southeast,1,1,0,0,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,"Disposition / Exit - Atlanta / Georgia - Flournoy Acquires Charlotte Parcel, 351-Unit Rental Community on Way; Flournoy Acquires Charlotte Parcel, 351-Unit Rental Community on Way"
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Florida,National / Other,0,1,0,0,0,0,General Residential,JV / Partnership,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Track local GP / sponsor activity,JV / Partnership - Florida - Constellation and Boschetti Land $68M to Build Boutique Condo in Coral Gables
