run_date,run_id,la_transition_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,previous_stage,current_stage,transition_type,progression_score,stall_risk_score,execution_momentum_label,la_entry_timing_signal,potential_woomi_site_strategy,recommended_local_follow_up,evidence_article_title,url,confidence_level
2026-06-11,20260611-001715-f4703e93,LAT-20260611-001,JV / Partnership - Florida - Constellation and Boschetti Land $68M to Build Boutique Condo in Coral Gables,Los Angeles,Berkadia,General Residential,Vertical Construction,Vertical Construction,Same Stage Persistence,80,11,Stable,Construction start watch,Monitor only,Monitor for another run to confirm lifecycle direction,Constellation and Boschetti Land $68M to Build Boutique Condo in Coral Gables,https://commercialobserver.com/2026/06/constellation-boschetti-florida-cora-merrick-park/,High
2026-06-11,20260611-001715-f4703e93,LAT-20260611-002,Modular / Construction Innovation - Los Angeles - Rendering vs. Reality: Modular housing complex at 1457 N. Main St. in Chinatown,Los Angeles,Unknown,Affordable Housing,Delivery / Opening,Delivery / Opening,Mature / Operating,78,13,Mature,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Rendering vs. Reality: Modular housing complex at 1457 N. Main St. in Chinatown,https://la.urbanize.city/post/rendering-vs-reality-modular-housing-complex-1457-n-main-st-chinatown,High
2026-06-11,20260611-001715-f4703e93,LAT-20260611-003,Rendering vs. Reality: Modular housing complex at 1457 N. Main St. in Chinatown,Los Angeles,,Affordable Housing,Delivery / Opening,Delivery / Opening,Mature / Operating,78,11,Mature,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Rendering vs. Reality: Modular housing complex at 1457 N. Main St. in Chinatown,https://la.urbanize.city/post/rendering-vs-reality-modular-housing-complex-1457-n-main-st-chinatown,High
2026-06-11,20260611-001715-f4703e93,LAT-20260611-004,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,JLL,Apartment,Refinancing / Recapitalization,Refinancing / Recapitalization,Same Stage Persistence,64,27,Stable,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-005,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,PEF Advisors,Affordable Housing,Refinancing / Recapitalization,Refinancing / Recapitalization,Same Stage Persistence,63,27,Stable,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle","PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-006,Construction Financing - Miami / Florida - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Los Angeles,Unknown,Apartment,Refinancing / Recapitalization,Refinancing / Recapitalization,Same Stage Persistence,61,27,Stable,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Alta Developers Lands $91.8M Construction Loan for Miami Apartments,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-007,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Los Angeles,Miami Apartments Madison Realty Capital,Apartment,Refinancing / Recapitalization,Refinancing / Recapitalization,Same Stage Persistence,61,26,Stable,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Alta Developers Lands $91.8M Construction Loan for Miami Apartments,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-008,Refinancing - Atlanta / Georgia - Georgia Tech Student Housing Investors Ink Refi,Los Angeles,Unknown,Student Housing,Refinancing / Recapitalization,Refinancing / Recapitalization,Same Stage Persistence,59,27,Stable,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Georgia Tech Student Housing Investors Ink Refi,https://www.connectcre.com/stories/georgia-tech-student-housing-investors-ink-refi/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-009,Acquisition - Atlanta / Georgia - Scion to Acquire Operating Business of Student Quarters,Los Angeles,Scion Group,Student Housing,No Previous Record,Stabilized / Operating,Newly Detected Project,59,11,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Scion to Acquire Operating Business of Student Quarters,https://rebusinessonline.com/scion-to-acquire-operating-business-of-student-quarters/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-010,Refinancing - Dallas / Texas - Inside Swapnil Agarwal’s efforts to save his apartment portfolio,Los Angeles,Unknown,Apartment,No Previous Record,Refinancing / Recapitalization,Newly Detected Project,57,29,Unknown,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Inside Swapnil Agarwal’s efforts to save his apartment portfolio,https://www.multifamilydive.com/news/nitya-capital-special-servicing-multifamily-debt/822519/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-011,Refinancing - Sun Belt - Berkadia Arranges $35.2M Refinancing for 394-Unit Apartment Community in Detroit Metro,Los Angeles,Berkadia,Apartment,No Previous Record,Refinancing / Recapitalization,Newly Detected Project,52,29,Unknown,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Berkadia Arranges $35.2M Refinancing for 394-Unit Apartment Community in Detroit Metro,https://yieldpro.com/2026/06/indian-lake-village-apartments/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-012,Acquisition - Dallas / Texas - Brixton Acquires 288-Unit Las Colinas Rental Community,Los Angeles,JLL,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,50,31,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Brixton Acquires 288-Unit Las Colinas Rental Community,https://www.connectcre.com/stories/brixton-acquires-288-unit-las-colinas-rental-community/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-013,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,CBRE,General Residential,Unknown Stage,Unknown Stage,Unknown Transition,50,31,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,https://www.connectcre.com/stories/former-bank-branch-positioned-as-development-opportunity-in-garden-grove-sale/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-014,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,CBRE,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,50,31,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Yorba Linda Parking Lot Sells for Townhome Redevelopment,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-015,General Project Signal - California - IPA Capital Markets Arranges $123M Refi for Burlingame Multifamily,California,IPA,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,50,31,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,IPA Capital Markets Arranges $123M Refi for Burlingame Multifamily,https://www.connectcre.com/stories/ipa-capital-markets-arranges-123m-refi-for-burlingame-multifamily/,Medium
2026-06-11,20260611-001715-f4703e93,LAT-20260611-016,Infill housing slated for two sites in Pasadena,Los Angeles,,Apartment,Site Acquisition / Site Control,Site Acquisition / Site Control,Same Stage Persistence,49,36,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Infill housing slated for two sites in Pasadena,https://la.urbanize.city/post/infill-housing-slated-two-sites-pasadena,Low
2026-06-11,20260611-001715-f4703e93,LAT-20260611-017,General Project Signal - California - More housing added to proposed affordable development at 7220 Owensmouth Ave. in Canoga Pa...,California,Unknown,Affordable Housing,Early Site Signal,Early Site Signal,Same Stage Persistence,48,38,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,More housing added to proposed affordable development at 7220 Owensmouth Ave. in Canoga Park,https://la.urbanize.city/post/more-housing-added-proposed-affordable-development-7220-owensmouth-ave-canoga-park,Low
2026-06-11,20260611-001715-f4703e93,LAT-20260611-018,290 apartments planned at 18430 Sherman Way in Reseda,Los Angeles,,Apartment,Early Site Signal,Early Site Signal,Same Stage Persistence,48,36,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,290 apartments planned at 18430 Sherman Way in Reseda,https://la.urbanize.city/post/290-apartments-planned-18430-sherman-way-reseda,Low
2026-06-11,20260611-001715-f4703e93,LAT-20260611-019,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,JLL,Senior Housing,Unknown Stage,Unknown Stage,Unknown Transition,48,32,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,JLL Arranges $252M Financing for Huntington Beach Seniors Project,https://www.connectcre.com/stories/jll-arranges-252m-financing-for-huntington-beach-seniors-project/,Low
2026-06-11,20260611-001715-f4703e93,LAT-20260611-020,Entitlement / Permitting - Other / Unknown - 290 apartments planned at 18430 Sherman Way in Reseda,Los Angeles,Unknown,Apartment,Early Site Signal,Early Site Signal,Same Stage Persistence,47,38,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,290 apartments planned at 18430 Sherman Way in Reseda,https://la.urbanize.city/post/290-apartments-planned-18430-sherman-way-reseda,Low
2026-06-11,20260611-001715-f4703e93,LAT-20260611-021,Entitlement / Permitting - Other / Unknown - Infill housing slated for two sites in Pasadena,Los Angeles,Unknown,Apartment,Site Acquisition / Site Control,Site Acquisition / Site Control,Same Stage Persistence,47,38,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Infill housing slated for two sites in Pasadena,https://la.urbanize.city/post/infill-housing-slated-two-sites-pasadena,Low
2026-06-11,20260611-001715-f4703e93,LAT-20260611-022,BTR / Build-to-Rent - Phoenix / Arizona - Porter Kyle Builders Names Industry Veteran John Rowland Vice President of Construction,Los Angeles,Unknown,BTR / Single-Family Rental,Site Acquisition / Site Control,Site Acquisition / Site Control,Same Stage Persistence,47,37,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Porter Kyle Builders Names Industry Veteran John Rowland Vice President of Construction,https://www.connectcre.com/stories/porter-kyle-builders-names-industry-veteran-john-rowland-vice-president-of-construction/,Low
2026-06-11,20260611-001715-f4703e93,LAT-20260611-023,General Project Signal - California - Four affordable projects in the San Gabriel Valley score $25M in funding,California,Unknown,Affordable Housing,Unknown Stage,Unknown Stage,Unknown Transition,46,32,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Four affordable projects in the San Gabriel Valley score $25M in funding,https://la.urbanize.city/post/four-affordable-projects-san-gabriel-valley-score-25m-funding,Low
2026-06-11,20260611-001715-f4703e93,LAT-20260611-024,General Project Signal - California - Here are California's affordable housing income limits for 2026,California,Unknown,Affordable Housing,Unknown Stage,Unknown Stage,Unknown Transition,46,32,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Here are California's affordable housing income limits for 2026,https://la.urbanize.city/post/here-are-californias-affordable-housing-income-limits-2026,Low
