run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Apartment,38,23,18,29,86.6,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,BTR / Single-Family Rental,4,3,1,4,73.2,Southeast,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Affordable Housing,7,2,4,5,74.3,California,Developer Strategy,PEF Advisors,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Student Housing,4,2,3,4,72.5,Atlanta / Georgia,Institutional Flow,Scion Group,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Multifamily,16,1,3,9,63.1,Other / Unknown,Developer Strategy,None detected,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Office-to-Residential Conversion,1,1,1,1,100.0,New York City / New York,Supply Pressure,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Workforce Housing,1,1,1,1,93.0,New York City / New York,Institutional Flow,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Mixed-Use Residential,6,5,3,5,86.8,Atlanta / Georgia,Developer Strategy,Berkadia,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Senior Housing,4,3,2,4,91.0,Los Angeles / California,Institutional Flow,Berkadia,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,General Residential,2,1,2,2,65.5,Florida,Institutional Flow,Berkadia,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
