run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-06-11,20260611-001715-f4703e93,TIM-20260611-012,Construction Completion / Delivery,Los Angeles,Affordable Housing,Unknown,Unknown,Modular / Construction Innovation - Los Angeles - Rendering vs. Reality: Modular housing complex at 1457 N. Main St. in Chinatown,No explicit timing reference,Unknown Timing,71,Medium,Construction Completion / Delivery; completed,Rendering vs. Reality: Modular housing complex at 1457 N. Main St. in Chinatown,Urbanize LA,https://la.urbanize.city/post/rendering-vs-reality-modular-housing-complex-1457-n-main-st-chinatown,"Monitor delivery, lease-up, concession, and supply pipeline timing",Biweekly
2026-06-11,20260611-001715-f4703e93,TIM-20260611-005,Refinancing / Maturity Window,Denver / Colorado,Apartment,Berkadia,Berkadia,Refinancing - Denver / Colorado - Berkadia Arranges $126.4M Refinancing of 28-Story Luxury Apartment High-Rise in Downtown N...,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Berkadia Arranges $126.4M Refinancing of 28-Story Luxury Apartment High-Rise in Downtown New Rochelle New York,Yield PRO,https://yieldpro.com/2026/06/two-clinton-park/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-06-11,20260611-001715-f4703e93,TIM-20260611-001,Refinancing / Maturity Window,New York,Apartment,Berkadia,Fannie Mae,"Refinancing - New York - Berkadia Provides $126.4M Agency Refinancing of Apartment Building in New Rochelle, New Yo...",No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,"Berkadia Provides $126.4M Agency Refinancing of Apartment Building in New Rochelle, New York",REBusiness Online,https://rebusinessonline.com/berkadia-provides-126-4m-agency-refinancing-of-apartment-building-in-new-rochelle-new-york/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-06-11,20260611-001715-f4703e93,TIM-20260611-011,Refinancing / Maturity Window,Seattle,Mixed-Use Residential,Unknown,northmarq,Refinancing - Seattle - Northmarq Secures $61M Refinancing for Seattle Mixed-Use Property,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window; completed,Northmarq Secures $61M Refinancing for Seattle Mixed-Use Property,Connect CRE Apartments,https://www.connectcre.com/stories/northmarq-secures-61m-refinancing-for-seattle-mixed-use-property/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-06-11,20260611-001715-f4703e93,TIM-20260611-006,Refinancing / Maturity Window,Sun Belt,Apartment,Berkadia,Berkadia,Refinancing - Sun Belt - Berkadia Arranges $35.2M Refinancing for 394-Unit Apartment Community in Detroit Metro,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Berkadia Arranges $35.2M Refinancing for 394-Unit Apartment Community in Detroit Metro,Yield PRO,https://yieldpro.com/2026/06/indian-lake-village-apartments/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-06-11,20260611-001715-f4703e93,TIM-20260611-037,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-11,20260611-001715-f4703e93,TIM-20260611-038,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-11,20260611-001715-f4703e93,TIM-20260611-039,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-11,20260611-001715-f4703e93,TIM-20260611-040,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-11,20260611-001715-f4703e93,TIM-20260611-046,Distress Sale Timing,California,Apartment,JLL,JLL,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,No explicit timing reference,Unknown Timing,70,Medium,Distress Sale Timing,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
