run_date,run_id,run_timestamp,duplicate_cluster_id,deal_fingerprint_id,duplicate_count,primary_reference_article,duplicate_articles,deduplicated_opportunity_score,deduplicated_distress_score,opportunities_before_deduplication,distress_before_deduplication,opportunities_removed_via_deduplication,distress_inflation_prevented,multi_source_confirmation,strongest_opportunity_type,strongest_distress_type,market,residential_sector
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DCL-20260611-002,DFP-38DEE0D2A8,2,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,96,80,1,1,0,0,Yes,Construction Financing Gap,,California,Apartment
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DCL-20260611-001,DFP-85B6AC1564,2,"Berkadia Provides $126.4M Agency Refinancing of Apartment Building in New Rochelle, New York","Berkadia Provides $126.4M Agency Refinancing of Apartment Building in New Rochelle, New York",92,69,1,1,0,0,Yes,Refinancing Gap,,New York,Apartment
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DCL-20260611-008,DFP-4245BE3950,2,Berkadia Arranges $126.4M Refinancing of 28-Story Luxury Apartment High-Rise in Downtown New Rochelle New York,Berkadia Arranges $126.4M Refinancing of 28-Story Luxury Apartment High-Rise in Downtown New Rochelle New York,89,66,1,1,0,0,Yes,Refinancing Gap,,Denver / Colorado,Apartment
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DCL-20260611-009,DFP-44EDFE3B41,2,Berkadia Arranges $35.2M Refinancing for 394-Unit Apartment Community in Detroit Metro,Berkadia Arranges $35.2M Refinancing for 394-Unit Apartment Community in Detroit Metro,89,66,1,1,0,0,Yes,Refinancing Gap,,Sun Belt,Apartment
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DCL-20260611-019,DFP-920342F693,2,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties","PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",88,72,1,1,0,0,Yes,Recapitalization Opportunity,,California,Affordable Housing
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DCL-20260611-017,DFP-B50202963B,2,Northmarq Secures $61M Refinancing for Seattle Mixed-Use Property,Northmarq Secures $61M Refinancing for Seattle Mixed-Use Property,64,61,1,1,0,0,Yes,Refinancing Gap,,Seattle,Mixed-Use Residential
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DCL-20260611-024,DFP-E32E8A9E2D,2,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,64,60,1,1,0,0,Yes,Construction Financing Gap,,Miami / Florida,Apartment
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DCL-20260611-026,DFP-B5EB1648D2,2,Scottsdale Developer Inks $141M Construction Loan for Luxury Apartments,Scottsdale Developer Inks $141M Construction Loan for Luxury Apartments,64,60,1,1,0,0,Yes,Construction Financing Gap,,Phoenix / Arizona,Apartment
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DCL-20260611-039,DFP-6CCA01308F,2,BWE Secures $133M Loan to Recapitalize Premier North Shore Multifamily Development in Skokie Illinois,BWE Secures $133M Loan to Recapitalize Premier North Shore Multifamily Development in Skokie Illinois,61,57,1,1,0,0,Yes,Recapitalization Opportunity,,Miami / Florida,Multifamily
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DCL-20260611-038,DFP-3053593869,2,"BWE Arranges $133M Loan to Recapitalize Luxury Apartment Community in Skokie, Illinois","BWE Arranges $133M Loan to Recapitalize Luxury Apartment Community in Skokie, Illinois",61,56,1,1,0,0,Yes,Recapitalization Opportunity,,Other / Unknown,Apartment
