run_date,run_id,run_timestamp,deal_fingerprint_id,duplicate_cluster_id,fingerprint_confidence,canonical_project_name,canonical_deal_name,canonical_event_name,deal_type,market,residential_sector,canonical_gp_or_developer,canonical_lender_or_debt_provider,unit_count,dollar_amount,loan_amount,source_count,article_count,duplicate_count,sources,article_titles,markets_detected,highest_deal_signal_score
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DFP-361332C4FE,DCL-20260611-004,100,JV / Partnership - Florida - Constellation and Boschetti Land $68M to Build Boutique Condo in Coral Gables,JV / Partnership - JV / Partnership - Florida - Constellation and Boschetti Land $68M to Build Boutique Condo in Coral Gables,JV / Partnership - Berkadia - Florida,JV / Partnership,Florida,General Residential,Berkadia,Berkadia,74 units,$68M; $68M; $68m,$68m,1,1,1,Commercial Observer,Constellation and Boschetti Land $68M to Build Boutique Condo in Coral Gables,Florida,86
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DFP-85B6AC1564,DCL-20260611-001,100,"Refinancing - New York - Berkadia Provides $126.4M Agency Refinancing of Apartment Building in New Rochelle, New Yo...","Refinancing - Refinancing - New York - Berkadia Provides $126.4M Agency Refinancing of Apartment Building in New Rochelle, New Yo...",Refinancing - Berkadia - Fannie Mae - New York,Refinancing,New York,Apartment,Berkadia,Fannie Mae,390 units,$126.4M; $126.4M; $126.4 million,$126.4M,1,1,1,REBusiness Online,"Berkadia Provides $126.4M Agency Refinancing of Apartment Building in New Rochelle, New York",New York,95
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DFP-95FF197312,DCL-20260611-010,90,"Acquisition - Houston / Texas - Berkadia Brokers Sale of 184-Unit Active Adult Complex in Magnolia, Texas","Acquisition - Acquisition - Houston / Texas - Berkadia Brokers Sale of 184-Unit Active Adult Complex in Magnolia, Texas",Acquisition - Berkadia - Houston / Texas,Acquisition,Houston / Texas,Senior Housing,Berkadia,Berkadia,184 units,,,1,1,1,REBusiness Online,"Berkadia Brokers Sale of 184-Unit Active Adult Complex in Magnolia, Texas",Houston / Texas,80
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DFP-820FEE20BC,DCL-20260611-005,90,"Acquisition - Virginia - Berkadia Arranges $52.4M Sale of Multifamily Community in Poquoson, Virginia","Acquisition - Acquisition - Virginia - Berkadia Arranges $52.4M Sale of Multifamily Community in Poquoson, Virginia",Acquisition - Berkadia - Virginia,Acquisition,Virginia,Apartment,Berkadia,Berkadia,,$52.4M; $52.4M; $52.4 million,,1,1,1,REBusiness Online,"Berkadia Arranges $52.4M Sale of Multifamily Community in Poquoson, Virginia",Virginia,85
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DFP-6708B4DF1B,DCL-20260611-006,90,Acquisition - Dallas / Texas - Brixton Acquires 288-Unit Las Colinas Rental Community,Acquisition - Acquisition - Dallas / Texas - Brixton Acquires 288-Unit Las Colinas Rental Community,Acquisition - JLL - Los Angeles,Acquisition,Dallas / Texas,Apartment,JLL,JLL,,$40.9 million; $40.9 million,$40.9 million,1,1,1,Connect CRE Texas,Brixton Acquires 288-Unit Las Colinas Rental Community,Dallas / Texas,85
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DFP-38DEE0D2A8,DCL-20260611-002,90,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing - Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing - JLL - JLL - California,Construction Financing,California,Apartment,JLL,JLL,,$144M; $144M; $144,$144M,1,1,1,Connect CRE Orange County,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,93
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DFP-BB73BB97D4,DCL-20260611-003,90,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit - Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit - CBRE - California,Disposition / Exit,California,Apartment,CBRE,CBRE,,$8.12; $8.12,,1,1,1,Connect CRE Apartments,Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,89
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DFP-5508FCE9F0,DCL-20260611-016,90,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Disposition / Exit - Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Disposition / Exit - CBRE - California,Disposition / Exit,California,General Residential,CBRE,CBRE,,$11 million; $1; $11 million,,1,1,1,Connect CRE Orange County,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,74
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DFP-C431C120A0,DCL-20260611-011,90,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal - General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal - JLL - California,General Project Signal,California,Senior Housing,JLL,JLL,,$252M; $252M; $252.1 million,$252M,1,1,1,Connect CRE Orange County,JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,78
2026-06-11,20260611-001715-f4703e93,2026-06-11 00:17:15,DFP-7055481161,DCL-20260611-007,90,JV / Partnership - Miami / Florida - JV Raises $100M for Coral Gables Mixed-Use Project,JV / Partnership - JV / Partnership - Miami / Florida - JV Raises $100M for Coral Gables Mixed-Use Project,JV / Partnership - Berkadia - Sun Belt,JV / Partnership,Miami / Florida,Mixed-Use Residential,Berkadia,Berkadia,,$100M; $100M; $100 million,,1,1,1,Connect CRE South Florida,JV Raises $100M for Coral Gables Mixed-Use Project,Miami / Florida,85
