run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-06-12,20260612-002041-06ed6325,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Apartment,Houston / Texas; Miami / Florida; New York,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,3,100,98.3,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,100,Map potential GP / JV relationship and monitor partnership activity
2026-06-12,20260612-002041-06ed6325,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Seattle,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,3,100,85.7,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-06-12,20260612-002041-06ed6325,IPA,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida; New York City / New York; Seattle,Core Multifamily News,Other,disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,3,100,83.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Medium,100,Map potential GP / JV relationship and monitor partnership activity
2026-06-12,20260612-002041-06ed6325,JLL,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Dallas / Texas,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,3,100,95.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-06-12,20260612-002041-06ed6325,Limited Partnership,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; JV / partnership,1,93,93.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,96,Map potential GP / JV relationship and monitor partnership activity
2026-06-12,20260612-002041-06ed6325,Greystar,Tier 1 / Immediate Strategic Importance,100,Apartment,Miami / Florida,Site / Parcel Source Expansion,Other,operational technology / AI adoption,1,98,98.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,Low,95,Monitor only
2026-06-12,20260612-002041-06ed6325,Freestone Capital,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-06-12,20260612-002041-06ed6325,PEF Advisors,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-06-12,20260612-002041-06ed6325,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,Los Angeles / California; Seattle,Core Multifamily News,Other,disposition / exit; operational technology / AI adoption,2,96,82.0,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,High,92,Review California / LA capital and developer activity
2026-06-12,20260612-002041-06ed6325,Santa Ana Multifamily JLL Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
