run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-06-12,20260612-002041-06ed6325,TIM-20260612-008,Construction Completion / Delivery,Los Angeles,Affordable Housing,Unknown,Unknown,Modular / Construction Innovation - Los Angeles - Rendering vs. Reality: Modular housing complex at 1457 N. Main St. in Chinatown,No explicit timing reference,Unknown Timing,71,Medium,Construction Completion / Delivery; completed,Rendering vs. Reality: Modular housing complex at 1457 N. Main St. in Chinatown,Urbanize LA,https://la.urbanize.city/post/rendering-vs-reality-modular-housing-complex-1457-n-main-st-chinatown,"Monitor delivery, lease-up, concession, and supply pipeline timing",Biweekly
2026-06-12,20260612-002041-06ed6325,TIM-20260612-002,Refinancing / Maturity Window,New York,Apartment,Berkadia,Fannie Mae,Refinancing - New York - Berkadia Secures $126M Refi on 99% Occupied New Rochelle Apartments,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Berkadia Secures $126M Refi on 99% Occupied New Rochelle Apartments,Connect CRE,https://www.connectcre.com/stories/berkadia-secures-126m-refi-on-99-occupied-new-rochelle-apartments/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-06-12,20260612-002041-06ed6325,TIM-20260612-031,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-12,20260612-002041-06ed6325,TIM-20260612-032,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-12,20260612-002041-06ed6325,TIM-20260612-033,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-12,20260612-002041-06ed6325,TIM-20260612-034,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-12,20260612-002041-06ed6325,TIM-20260612-041,Distress Sale Timing,California,Apartment,JLL,JLL,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,No explicit timing reference,Unknown Timing,70,Medium,Distress Sale Timing,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-06-12,20260612-002041-06ed6325,TIM-20260612-009,Recapitalization Timing,California,Affordable Housing,PEF Advisors,Unknown,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",No explicit timing reference,Unknown Timing,70,Medium,Recapitalization Timing; recapitalization,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Connect CRE Orange County,https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-06-12,20260612-002041-06ed6325,TIM-20260612-001,Acquisition Window,Dallas / Texas,Apartment,JLL,JLL,Acquisition - Dallas / Texas - Brixton Acquires 288-Unit Las Colinas Rental Community,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Brixton Acquires 288-Unit Las Colinas Rental Community,Connect CRE Texas,https://www.connectcre.com/stories/brixton-acquires-288-unit-las-colinas-rental-community/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-06-12,20260612-002041-06ed6325,TIM-20260612-006,Acquisition Window,Los Angeles / California,Senior Housing,Unknown,Unknown,Acquisition - Los Angeles / California - High-rise senior housing complex pitched for 6400 Canoga Ave. in Warner Center,No explicit timing reference,Unknown Timing,66,Medium,Acquisition Window,High-rise senior housing complex pitched for 6400 Canoga Ave. in Warner Center,Urbanize LA,https://la.urbanize.city/post/high-rise-senior-housing-complex-pitched-6400-canoga-ave-warner-center,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-06-12,20260612-002041-06ed6325,TIM-20260612-042,Distress Sale Timing,California,Affordable Housing,PEF Advisors,Unknown,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",No explicit timing reference,Unknown Timing,66,Medium,Distress Sale Timing; recapitalization,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",,https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
