run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-06-12,20260612-002041-06ed6325,HCW-20260612-001,PRJ-20260612-0054,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,California,PEF Advisors,Affordable Housing,Refinancing / Recapitalization,63,27,94,Strong Institutional Signal,10,11,Refinancing opportunity,Priority Asset Watch,Review immediately,"10 source file(s), 11 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-06-12,20260612-002041-06ed6325,HCW-20260612-002,PRJ-20260612-0149,Disposition / Exit - Seattle - CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island,Seattle,Seattle,CBRE,Apartment,Delivery / Opening,100,18,93,Strong Institutional Signal,8,12,Institutional capital movement,Priority Asset Watch,Review immediately,"8 source file(s), 12 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-06-12,20260612-002041-06ed6325,HCW-20260612-004,PRJ-20260612-0111,Refinancing - New York - Berkadia Secures $126M Refi on 99% Occupied New Rochelle Apartments,New York,New York,Berkadia,Apartment,Refinancing / Recapitalization,88,49,92,Strong Institutional Signal,8,12,Refinancing opportunity,Priority Asset Watch,Review immediately,"8 source file(s), 12 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-06-12,20260612-002041-06ed6325,HCW-20260612-003,PRJ-20260612-0052,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,California,JLL,Apartment,Refinancing / Recapitalization,64,32,92,Strong Institutional Signal,10,23,Refinancing opportunity,Priority Asset Watch,Review immediately,"10 source file(s), 23 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-06-12,20260612-002041-06ed6325,HCW-20260612-005,PRJ-20260612-0061,Acquisition - Dallas / Texas - Brixton Acquires 288-Unit Las Colinas Rental Community,Unknown,Dallas,JLL,Apartment,Unknown Stage,100,31,91,Strong Institutional Signal,5,5,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-12,20260612-002041-06ed6325,HCW-20260612-006,PRJ-20260612-0102,Construction Financing - Miami / Florida - Developer Lands $134M to Build Fourth Apartment Tower Near Miami Metrorail,Unknown,Miami,IPA,Apartment,Site Acquisition / Site Control,100,40,91,Strong Institutional Signal,5,5,Construction start pipeline,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-06-12,20260612-002041-06ed6325,HCW-20260612-007,PRJ-20260612-0049,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,California,CBRE,Apartment,Unknown Stage,100,32,91,Strong Institutional Signal,9,22,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 22 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-12,20260612-002041-06ed6325,HCW-20260612-008,PRJ-20260612-0048,JV / Partnership - Austin / Texas - 20-Acre Austin Multifamily Redevelopment Property Set for Auction in Austin Texas,Unknown,Austin,Freddie Mac,Multifamily,Site Acquisition / Site Control,82,23,91,Strong Institutional Signal,4,6,Institutional capital movement,Strategic Asset Watch,Review immediately,"4 source file(s), 6 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-06-12,20260612-002041-06ed6325,HCW-20260612-010,PRJ-20260612-0140,Disposition / Exit - Phoenix / Arizona - Quarterra Sells 290-Unit Kierland Rental Asset,Unknown,Phoenix,Quarterra,Apartment,Site Acquisition / Site Control,95,18,90,Strong Institutional Signal,5,5,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-06-12,20260612-002041-06ed6325,HCW-20260612-009,PRJ-20260612-0055,General Project Signal - California - More housing added to proposed affordable development at 7220 Owensmouth Ave. in Canoga Pa...,California,California,Unknown,Apartment,Early Site Signal,75,39,90,Strong Institutional Signal,6,17,LA urban infill opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 17 observation(s), latest stage Early Site Signal, identity confidence 80"
