run_date,run_id,file_name,file_type,category,generated_status,row_count_or_section_count,last_updated,short_description,recommended_reader
2026-06-12,20260612-002041-06ed6325,articles.csv,CSV,Raw Collection,Generated,75,2026-06-12 00:20:41,All saved articles above the relevance threshold.,Strategy Team
2026-06-12,20260612-002041-06ed6325,high_priority_articles.csv,CSV,Strategy Briefing,Generated,38,2026-06-12 00:20:41,Must Read and Review articles.,Executive
2026-06-12,20260612-002041-06ed6325,market_signals.csv,CSV,Strategy Briefing,Generated,28,2026-06-12 00:20:41,Articles with numeric market signals.,Strategy Team
2026-06-12,20260612-002041-06ed6325,strategy_briefing.csv,CSV,Strategy Briefing,Generated,44,2026-06-12 00:20:41,Core briefing dataset for strategic review.,Executive
2026-06-12,20260612-002041-06ed6325,daily_strategy_briefing.md,Markdown,Strategy Briefing,Generated,8,2026-06-12 00:20:41,Human-readable daily strategy briefing.,Executive
2026-06-12,20260612-002041-06ed6325,weekly_strategy_memo.md,Markdown,Strategy Briefing,Generated,39,2026-06-12 00:20:58,"Weekly memo with trends, regimes, and strategic implications.",Executive
2026-06-12,20260612-002041-06ed6325,executive_dashboard_brief.md,Markdown,Executive Dashboard,Generated,11,2026-06-12 00:20:58,Concise dashboard-ready executive brief.,Executive
2026-06-12,20260612-002041-06ed6325,executive_dashboard_brief_ko.md,Markdown,Executive Dashboard,Generated,7,2026-06-12 00:20:58,Korean executive dashboard briefing.,Executive
2026-06-12,20260612-002041-06ed6325,weekly_strategy_memo_ko.md,Markdown,Strategy Briefing,Generated,6,2026-06-12 00:20:58,Korean weekly strategy memo.,Executive
2026-06-12,20260612-002041-06ed6325,executive_priority_brief_ko.md,Markdown,Executive Dashboard,Generated,4,2026-06-12 00:20:58,Korean executive priority brief.,Executive
2026-06-12,20260612-002041-06ed6325,opportunity_radar_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-06-12 00:20:58,Korean opportunity radar report.,Investment Team
2026-06-12,20260612-002041-06ed6325,distress_watchlist_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-06-12 00:20:58,Korean distress watchlist report.,Investment Team
2026-06-12,20260612-002041-06ed6325,high_confidence_watchlist_report_ko.md,Markdown,Quality Control,Generated,4,2026-06-12 00:20:58,Korean high-confidence watchlist report.,Executive
2026-06-12,20260612-002041-06ed6325,la_asset_watch_report_ko.md,Markdown,Deal / Asset Intelligence,Generated,5,2026-06-12 00:20:58,Korean LA asset watch report.,US Local Team
2026-06-12,20260612-002041-06ed6325,la_entitlement_watch_report_ko.md,Markdown,Entitlement / Lifecycle Intelligence,Generated,5,2026-06-12 00:20:58,Korean LA entitlement watch report.,US Local Team
2026-06-12,20260612-002041-06ed6325,la_development_lifecycle_watch_report_ko.md,Markdown,Entitlement / Lifecycle Intelligence,Generated,4,2026-06-12 00:20:58,Korean LA development lifecycle watch report.,US Local Team
2026-06-12,20260612-002041-06ed6325,gp_watchlist_report_ko.md,Markdown,GP / Institutional Intelligence,Generated,5,2026-06-12 00:20:58,Korean GP watchlist report.,Strategy Team
2026-06-12,20260612-002041-06ed6325,korean_reporting_index.md,Markdown,Strategy Briefing,Generated,4,2026-06-12 00:20:58,Index and reading order for Korean reports.,Executive
2026-06-12,20260612-002041-06ed6325,dashboard_summary.csv,CSV,Executive Dashboard,Generated,1,2026-06-12 00:20:58,One-row run summary for future dashboard metrics.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,dashboard_cards.csv,CSV,Executive Dashboard,Generated,38,2026-06-12 00:20:58,Dashboard-ready card data.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,dashboard_watchlists.csv,CSV,Executive Dashboard,Generated,96,2026-06-12 00:20:58,Dashboard-ready watchlist data.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,high_confidence_watchlist.csv,CSV,Quality Control,Generated,44,2026-06-12 00:20:57,Highest-confidence strategic signals.,Executive
2026-06-12,20260612-002041-06ed6325,signal_quality.csv,CSV,Quality Control,Generated,161,2026-06-12 00:20:57,Signal confidence and false-positive risk scoring.,Strategy Team
2026-06-12,20260612-002041-06ed6325,source_health.csv,CSV,Source Management,Generated,163,2026-06-12 00:20:41,Feed status and source usefulness.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,source_coverage_report.csv,CSV,Source Management,Generated,25,2026-06-12 00:20:49,Site / Parcel feed coverage diagnostics.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,costar_intake_report.csv,CSV,Source Management,Generated,1,2026-06-12 00:20:49,Diagnostics for manually exported CoStar intake files.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,source_activation.csv,CSV,Source Management,Generated,163,2026-06-12 00:20:41,Validated source activation and source quality scoring.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,source_health_report.md,Markdown,Source Management,Generated,9,2026-06-12 00:20:41,Readable source health report.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,source_coverage_report.md,Markdown,Source Management,Generated,4,2026-06-12 00:20:49,Readable Site / Parcel source coverage report.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,costar_intake_report.md,Markdown,Source Management,Generated,4,2026-06-12 00:20:49,Readable CoStar manual intake diagnostics.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,source_activation_report.md,Markdown,Source Management,Generated,11,2026-06-12 00:20:41,Readable source activation report.,Technical / Maintenance
2026-06-12,20260612-002041-06ed6325,opportunity_radar.csv,CSV,Opportunity / Distress,Generated,54,2026-06-12 00:20:57,"Acquisition, recapitalization, JV, and market-entry opportunities.",Investment Team
2026-06-12,20260612-002041-06ed6325,distress_watchlist.csv,CSV,Opportunity / Distress,Generated,10,2026-06-12 00:20:57,"Refinancing stress, stalled project, and distress signals.",Investment Team
2026-06-12,20260612-002041-06ed6325,deal_pipeline.csv,CSV,Deal / Asset Intelligence,Generated,55,2026-06-12 00:20:57,Extracted deal and project pipeline signals.,Investment Team
2026-06-12,20260612-002041-06ed6325,asset_parcel_intelligence.csv,CSV,Deal / Asset Intelligence,Generated,81,2026-06-12 00:20:57,"Asset, parcel, address, sponsor, and site-level clues.",Development Team
