run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,extracted_city,extracted_state,extracted_market_reason,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-06-12,20260612-002041-06ed6325,PRJ-20260612-0102,Construction Financing - Miami / Florida - Developer Lands $134M to Build Fourth Apartment Tower Near Miami Metrorail,100,LC-20260612-001,art_2996d34b7ab00b74,Developer Lands $134M to Build Fourth Apartment Tower Near Miami Metrorail,https://commercialobserver.com/2026/06/multifamily-development-construction-financing-miami-metrorail-crescendo-link-douglas/,"Thu, 11 Jun 2026 16:45:11 +0000","Residential · Multifamily Miami Finance · Construction Financing Developer Lands $134M to Build Fourth Apartment Tower Near Miami Metrorail Santander Bank led the financing for the planned 37-story tower with nearly 400 units By Jeff Ostrowski June 11, 2026 12:45 pm reprints CEO and President of Santander US, Christiana Riley, and Founder and Managing Principal of 13th Floor Investments Arnaud Karsenti. PHOTOS: Arne Dedert/picture alliance via Getty Images; MaryBeth Koeth/For Commercial Observer",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-11,2026-06-12,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Construction Financing - Miami / Florida - Developer Lands $134M to Build Fourth Apartment Tower Near Miami Metrorail,Unknown,Miami,Apartment,IPA,Unknown,Site Acquisition / Site Control,site_parcel_activity,site/parcel signal with project anchor: to build,,Reappearing,34,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; No explicit timing reference,Developer Lands $134M to Build Fourth Apartment Tower Near Miami Metrorail,Commercial Observer,https://commercialobserver.com/2026/06/multifamily-development-construction-financing-miami-metrorail-crescendo-link-douglas/,High
2026-06-12,20260612-002041-06ed6325,PRJ-20260612-0049,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,LC-20260612-002,art_6e05306f1e52dc16,Yorba Linda Parking Lot Sells for Townhome Redevelopment,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,"Tue, 09 Jun 2026 20:35:09 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Orange County + Apartments | June 9, 2026 By: Paul Bubny Yorba Linda Parking Lot Sells for Townhome Redevelopment CBRE arranged the $8.12-million sale of a 1.9‑acre residential development site at 4861 Liverpool St. in Yorba Linda. The property, currently a parking lot, was sold by Messiah Lutheran Church. The buyer, an Orange County–based housing developer, pl",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,,,,,2026-06-09,2026-06-12,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,open,,,,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,California,Apartment,CBRE,CBRE,Unknown Stage,excluded,transaction / capital guard: disposition,Unknown Stage,Reappearing,23,100,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Connect CRE Orange County,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,High
2026-06-12,20260612-002041-06ed6325,PRJ-20260612-0061,Acquisition - Dallas / Texas - Brixton Acquires 288-Unit Las Colinas Rental Community,100,LC-20260612-003,art_ac0d39dac00725ad,Brixton Acquires 288-Unit Las Colinas Rental Community,https://www.connectcre.com/stories/brixton-acquires-288-unit-las-colinas-rental-community/,"Tue, 09 Jun 2026 17:07:41 +0000","Texas CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Texas + Dallas-Fort Worth + Apartments | June 9, 2026 By: Mike Boyd Brixton Acquires 288-Unit Las Colinas Rental Community Brixton Capital has obtained a $40.9 million acquisition loan to purchase Allura Las Colinas, a 288-unit multifamily property in Irving. The Connor Group was the seller. JLL represented Brixton in securing the non-recourse, fixed-rate loan through a life ins",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,,,,,2026-06-09,2026-06-12,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,open,,,,Acquisition - Dallas / Texas - Brixton Acquires 288-Unit Las Colinas Rental Community,Unknown,Dallas,Apartment,JLL,JLL,Unknown Stage,excluded,transaction / capital guard: acquisition,Unknown Stage,Reappearing,21,100,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Brixton Acquires 288-Unit Las Colinas Rental Community,Connect CRE Texas,https://www.connectcre.com/stories/brixton-acquires-288-unit-las-colinas-rental-community/,High
2026-06-12,20260612-002041-06ed6325,PRJ-20260612-0048,JV / Partnership - Austin / Texas - 20-Acre Austin Multifamily Redevelopment Property Set for Auction in Austin Texas,100,LC-20260612-026,art_659288ac82ebc7fc,20-Acre Austin Multifamily Redevelopment Property Set for Auction in Austin Texas,https://yieldpro.com/2026/06/1601-royal-crest-drive/,"Thu, 11 Jun 2026 15:23:19 +0000","Deal boom Midwest-South region News Facebook Twitter Linkedin RealINSIGHT Marketplace , in partnership with Colliers , is marketing a 20-acre parcel in southeast Austin for auction. The Federal Home Loan Mortgage Corporation (Freddie Mac) owns the property. As the property’s lender, Freddie Mac took back the property from the owner who was in default. The auction is scheduled for June 24, with a starting bid of $9.5 million. The property at 1601 Royal Crest Drive is developed with several garden",suspicious_mismatch,title/source/url metadata are internally consistent; title and original_url slug appear to reference different articles,Development Activity,GP / Capital Activity; Market Intelligence,new_or_fresh,,,,,2026-06-11,2026-06-12,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,JV / Partnership - Austin / Texas - 20-Acre Austin Multifamily Redevelopment Property Set for Auction in Austin Texas,Unknown,Austin,Multifamily,Freddie Mac,Freddie Mac,Site Acquisition / Site Control,construction_delivery_watch,matched development / asset strategy execution,,Reappearing,12,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,20-Acre Austin Multifamily Redevelopment Property Set for Auction in Austin Texas,Yield PRO,https://yieldpro.com/2026/06/1601-royal-crest-drive/,High
2026-06-12,20260612-002041-06ed6325,PRJ-20260612-0119,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,LC-20260612-005,art_6e05306f1e52dc16,Yorba Linda Parking Lot Sells for Townhome Redevelopment,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,"Tue, 09 Jun 2026 20:35:09 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Orange County + Apartments | June 9, 2026 By: Paul Bubny Yorba Linda Parking Lot Sells for Townhome Redevelopment CBRE arranged the $8.12-million sale of a 1.9‑acre residential development site at 4861 Liverpool St. in Yorba Linda. The property, currently a parking lot, was sold by Messiah Lutheran Church. The buyer, an Orange County–based housing developer, pl",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,True,address/street: 4861 liverpool st; site/parcel signal: site; project/asset term: development,high,Site Acquisition / Site Control,2026-06-09,2026-06-12,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,open,,,,Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,Orange County,Apartment,CBRE,Unknown,Site Acquisition / Site Control,site_parcel_activity,site/parcel signal with project anchor: development site,Site Acquisition / Site Control,Reappearing,12,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; 2026,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Connect CRE Orange County,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,High
2026-06-12,20260612-002041-06ed6325,PRJ-20260612-0149,Disposition / Exit - Seattle - CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island,100,LC-20260612-017,art_d39b2dd87c2d8c0c,CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island,https://www.connectcre.com/stories/cbre-completes-17m-sale-of-70-unit-multifamily-on-bainbridge-island/,"Thu, 11 Jun 2026 18:14:56 +0000","Seattle & Northwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Seattle & Northwest + Seattle + Apartments | June 11, 2026 By: Jasmine Kilman CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island CBRE has completed the sale of Quay Bainbridge, a 70-unit multifamily community located at 250 Shannon Dr SE on Bainbridge Island, Washington, for $16.8 million. CBRE’s Mark Zoffel and Natalie Kasper represented the sell",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,True,unit/site count: 70-unit; address/street: 250 shannon dr; project/asset term: community,high,Project / Asset,2026-06-11,2026-06-12,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island,Seattle,Seattle,Apartment,CBRE,Unknown,Delivery / Opening,excluded,transaction / capital guard: sale,,Mature / Operating,10,100,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Lease-Up / Delivery; 2026,CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island,Connect CRE Apartments,https://www.connectcre.com/stories/cbre-completes-17m-sale-of-70-unit-multifamily-on-bainbridge-island/,High
2026-06-12,20260612-002041-06ed6325,PRJ-20260612-0140,Disposition / Exit - Phoenix / Arizona - Quarterra Sells 290-Unit Kierland Rental Asset,100,LC-20260612-008,art_258a877c6f7af913,Quarterra Sells 290-Unit Kierland Rental Asset,https://www.connectcre.com/stories/quarterra-sells-290-unit-kierland-rental-asset/,"Thu, 11 Jun 2026 17:25:46 +0000","Phoenix & Southwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Phoenix & Southwest + Phoenix + Apartments | June 11, 2026 By: Mike Boyd Quarterra Sells 290-Unit Kierland Rental Asset Quarterra Multifamily has sold Residences Kierland, a 290-unit community in Scottsdale, to MacNaughton. MultihousingNews reports that Nationwide issued a $90 million, five-year loan to McNaughton for the transaction. This is the first time the pro",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-11,2026-06-12,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Disposition / Exit - Phoenix / Arizona - Quarterra Sells 290-Unit Kierland Rental Asset,Unknown,Phoenix,Apartment,Quarterra,Unknown,Site Acquisition / Site Control,excluded,transaction / capital guard: disposition,,Reappearing,10,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,Quarterra Sells 290-Unit Kierland Rental Asset,Connect CRE Apartments,https://www.connectcre.com/stories/quarterra-sells-290-unit-kierland-rental-asset/,High
2026-06-12,20260612-002041-06ed6325,PRJ-20260612-0149,Disposition / Exit - Seattle - CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island,100,LC-20260612-004,art_d39b2dd87c2d8c0c,CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island,https://www.connectcre.com/stories/cbre-completes-17m-sale-of-70-unit-multifamily-on-bainbridge-island/,"Thu, 11 Jun 2026 18:14:56 +0000","Seattle & Northwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Seattle & Northwest + Seattle + Apartments | June 11, 2026 By: Jasmine Kilman CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island CBRE has completed the sale of Quay Bainbridge, a 70-unit multifamily community located at 250 Shannon Dr SE on Bainbridge Island, Washington, for $16.8 million. CBRE’s Mark Zoffel and Natalie Kasper represented the sell",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-11,2026-06-12,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Disposition / Exit - Seattle - CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island,Seattle,Seattle,Apartment,CBRE,CBRE,Delivery / Opening,excluded,transaction / capital guard: disposition,,Mature / Operating,10,100,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Lease-Up / Delivery; completed,CBRE Completes $17M Sale of 70-Unit Multifamily on Bainbridge Island,Connect CRE Apartments,https://www.connectcre.com/stories/cbre-completes-17m-sale-of-70-unit-multifamily-on-bainbridge-island/,High
2026-06-12,20260612-002041-06ed6325,PRJ-20260612-0048,JV / Partnership - Austin / Texas - 20-Acre Austin Multifamily Redevelopment Property Set for Auction in Austin Texas,100,LC-20260612-029,art_659288ac82ebc7fc,20-Acre Austin Multifamily Redevelopment Property Set for Auction in Austin Texas,https://yieldpro.com/2026/06/1601-royal-crest-drive/,"Thu, 11 Jun 2026 15:23:19 +0000","Deal boom Midwest-South region News Facebook Twitter Linkedin RealINSIGHT Marketplace , in partnership with Colliers , is marketing a 20-acre parcel in southeast Austin for auction. The Federal Home Loan Mortgage Corporation (Freddie Mac) owns the property. As the property’s lender, Freddie Mac took back the property from the owner who was in default. The auction is scheduled for June 24, with a starting bid of $9.5 million. The property at 1601 Royal Crest Drive is developed with several garden",suspicious_mismatch,title/source/url metadata are internally consistent; title and original_url slug appear to reference different articles,Development Activity,GP / Capital Activity; Market Intelligence,new_or_fresh,True,unit/site count: 20-acre; address/street: 1601 royal crest drive; site/parcel signal: parcel; project/asset term: development,high,Project / Asset,2026-06-11,2026-06-12,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,20-Acre Austin Multifamily Redevelopment Property Set for Auction in Austin Texas,Austin / Texas,Austin,Multifamily,Freddie Mac,Unknown,Site Acquisition / Site Control,site_parcel_activity,site/parcel signal with project anchor: parcel,,Reappearing,9,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,20-Acre Austin Multifamily Redevelopment Property Set for Auction in Austin Texas,Yield PRO,https://yieldpro.com/2026/06/1601-royal-crest-drive/,High
2026-06-12,20260612-002041-06ed6325,PRJ-20260612-0111,Refinancing - New York - Berkadia Secures $126M Refi on 99% Occupied New Rochelle Apartments,100,LC-20260612-013,art_484f590430a12c21,Berkadia Secures $126M Refi on 99% Occupied New Rochelle Apartments,https://www.connectcre.com/stories/berkadia-secures-126m-refi-on-99-occupied-new-rochelle-apartments/,"Thu, 11 Jun 2026 20:38:36 +0000","New York & Tri-State CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. New York & Tri-State + Fairfield/Westchester + Apartments | June 11, 2026 By: Paul Bubny Berkadia Secures $126M Refi on 99% Occupied New Rochelle Apartments Berkadia secured a $126.407-million loan to refinance Two Clinton Park, a 28-story luxury apartment tower with 390 residences and 7,574 square feet of ground-floor retail space at 50 Clinton Pl. in downtown Ne",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-11,2026-06-12,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Refinancing - New York - Berkadia Secures $126M Refi on 99% Occupied New Rochelle Apartments,New York,New York,Apartment,Berkadia,Fannie Mae,Refinancing / Recapitalization,excluded,transaction / capital guard: refinancing,,Mature / Operating,52,97,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Berkadia Secures $126M Refi on 99% Occupied New Rochelle Apartments,Connect CRE,https://www.connectcre.com/stories/berkadia-secures-126m-refi-on-99-occupied-new-rochelle-apartments/,High
