run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-09-25,20260925-011011-837bf40e,LAP-20260925-002,PRJ-20260925-0158,JV / Partnership - Los Angeles / California - Construction goes vertical for mixed-use project at 155 W. 6th St. in San Pedro,Los Angeles,Southeast,High Street Residential,Mixed-Use Residential,Unknown Stage,Unknown,Low Stall Risk,0,5,0,99,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-25,20260925-011011-837bf40e,LAP-20260925-001,PRJ-20260925-0053,Disposition / Exit - San Francisco / California - Marcus & Millichap Brokers $6.25M Russian Hill Multifamily Portfolio Sale in San Francisco,California,California,Marcus & Millichap,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,98,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-25,20260925-011011-837bf40e,LAP-20260925-023,PRJ-20260925-0002,Entitlement / Permitting - California - Apartment complex fully framed at 11250 La Grange Ave. in Sawtelle,Los Angeles,11250 La Grange Ave,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,2,0,0,95,40,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-09-25,20260925-011011-837bf40e,LAP-20260925-031,PRJ-20260925-0025,Entitlement / Permitting - Los Angeles / California - Senior affordable housing starting work at 7556 Woodlake Ave. in West Hills,Los Angeles,7556 Woodlake Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-25,20260925-011011-837bf40e,LAP-20260925-032,PRJ-20260925-0009,General Project Signal - Beverly Hills / California - 270 apartments take shape at 200 E. First American Way in Santa Ana,California,200 E. First American Way,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-25,20260925-011011-837bf40e,LAP-20260925-033,PRJ-20260925-0017,General Project Signal - Colorado - Renderings Revealed: Mixed-use project at 305 E. Colorado St. in Glendale,Glendale,305 E. Colorado St,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,93,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-25,20260925-011011-837bf40e,LAP-20260925-005,PRJ-20260925-0109,"Acquisition - Los Angeles / California - CBRE Arranges Sale of 384-Unit Apartment Community in Somerset, New Jersey",Los Angeles,National,Harbor Group International,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,90,26,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-25,20260925-011011-837bf40e,LAP-20260925-004,PRJ-20260925-0047,"Acquisition - California - TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",Los Angeles,Bay Area,Standard Real Estate Investments,Multifamily,Unknown Stage,Unknown,Low Stall Risk,0,0,0,88,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-25,20260925-011011-837bf40e,LAP-20260925-025,PRJ-20260925-0024,Construction goes vertical for mixed-use project at 155 W. 6th St. in San Pedro,Los Angeles,625 S. Beacon Street,High Street Residential,Mixed-Use Residential,Unknown Stage,Newly Detected,Unknown,0,2,0,86,18,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-09-25,20260925-011011-837bf40e,LAP-20260925-043,PRJ-20260925-0026,Senior affordable housing starting work at 7556 Woodlake Ave. in West Hills,Los Angeles,7556 Woodlake Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,85,26,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-25,20260925-011011-837bf40e,LAP-20260925-006,PRJ-20260925-0046,Acquisition - Austin / Texas - Vista International Sells Molokai Apartments in San Diego for $11.2M,California,Austin,Marcus & Millichap,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,85,25,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-25,20260925-011011-837bf40e,LAP-20260925-009,PRJ-20260925-0092,Entitlement / Permitting - Los Angeles / California - Senior affordable housing starting work at 7556 Woodlake Ave. in West Hills,Los Angeles,Los Angeles,Unknown,Affordable Housing,Unknown Stage,Unknown,Low Stall Risk,7,0,0,84,34,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
