run_date,run_id,la_asset_watch_id,asset_or_project_name,address_or_location_clue,la_submarket,gp_or_developer,residential_sector,entitlement_status,construction_status,asset_strategy_signal,site_control_signal,execution_stage,la_asset_opportunity_score,la_asset_risk_score,woomi_site_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-09-25,20260925-011011-837bf40e,LAA-20260925-004,Entitlement / Permitting - California - Apartment complex fully framed at 11250 La Grange Ave. in Sawtelle,11250 La Grange Ave,Los Angeles,Unknown,Mixed-Use Residential,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,40,High relevance to Woomi site strategy,Monitor entitlement path,"Review parcel clue, entitlement path, sponsor, and comparable sites",Apartment complex fully framed at 11250 La Grange Ave. in Sawtelle,https://la.urbanize.city/post/apartment-complex-fully-framed-11250-la-grange-ave-sawtelle,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-014,Senior affordable housing starting work at 7556 Woodlake Ave. in West Hills,7556 Woodlake Ave,Los Angeles,,Affordable Housing,Under planning review,Unknown,Affordable / Density Bonus Strategy,Land / parcel referenced,Entitlement / Planning,100,36,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",Senior affordable housing starting work at 7556 Woodlake Ave. in West Hills,https://la.urbanize.city/post/senior-affordable-housing-starting-work-7556-woodlake-ave-west-hills,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-005,Entitlement / Permitting - Los Angeles / California - Senior affordable housing starting work at 7556 Woodlake Ave. in West Hills,7556 Woodlake Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,100,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Senior affordable housing starting work at 7556 Woodlake Ave. in West Hills,https://la.urbanize.city/post/senior-affordable-housing-starting-work-7556-woodlake-ave-west-hills,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-002,Disposition / Exit - California - Value-Add Rentals Go for $13M in El Cajon,California,Los Angeles,Marcus & Millichap,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,31,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Value-Add Rentals Go for $13M in El Cajon,https://www.connectcre.com/stories/value-add-rentals-go-for-13m-in-el-cajon/,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-001,JV / Partnership - Los Angeles / California - Construction goes vertical for mixed-use project at 155 W. 6th St. in San Pedro,Southeast,Los Angeles,High Street Residential,Mixed-Use Residential,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,100,26,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Construction goes vertical for mixed-use project at 155 W. 6th St. in San Pedro,https://la.urbanize.city/post/construction-goes-vertical-mixed-use-project-155-w-6th-st-san-pedro,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-003,Disposition / Exit - San Francisco / California - Russian Hill Apartments Trade After 50 Years of Family Ownership,California,Los Angeles,Marcus & Millichap,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,25,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Russian Hill Apartments Trade After 50 Years of Family Ownership,https://www.connectcre.com/stories/russian-hill-apartments-trade-after-50-years-of-family-ownership/,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-006,General Project Signal - Beverly Hills / California - 270 apartments take shape at 200 E. First American Way in Santa Ana,200 E. First American Way,Los Angeles,Unknown,Mixed-Use Residential,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,99,34,High relevance to Woomi site strategy,Monitor only,Monitor asset for repeated local confirmation,270 apartments take shape at 200 E. First American Way in Santa Ana,https://la.urbanize.city/post/270-apartments-take-shape-200-e-first-american-way-santa-ana,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-016,General Project Signal - Los Angeles / California - LA City Council Approves Largest-Ever Funding Pool for Affordable Housing,Los Angeles,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,99,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",LA City Council Approves Largest-Ever Funding Pool for Affordable Housing,https://www.connectcre.com/stories/la-city-council-approves-largest-ever-funding-pool-for-affordable-housing/,Low
2026-09-25,20260925-011011-837bf40e,LAA-20260925-007,General Project Signal - Colorado - Renderings Revealed: Mixed-use project at 305 E. Colorado St. in Glendale,305 E. Colorado St,Los Angeles,Unknown,Mixed-Use Residential,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,98,34,High relevance to Woomi site strategy,Monitor only,Monitor asset for repeated local confirmation,Renderings Revealed: Mixed-use project at 305 E. Colorado St. in Glendale,https://la.urbanize.city/post/renderings-revealed-mixed-use-project-305-e-colorado-st-glendale,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-008,Disposition / Exit - California - Marcus & Millichap Arranges $9.44M Sale of 24-Unit Multifamily Property in Costa Mesa Cali...,California,Los Angeles,Marcus & Millichap,Multifamily,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,96,27,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Marcus & Millichap Arranges $9.44M Sale of 24-Unit Multifamily Property in Costa Mesa California,https://yieldpro.com/2026/09/291-avocado-street/,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-009,"Acquisition - Los Angeles / California - CBRE Arranges Sale of 384-Unit Apartment Community in Somerset, New Jersey",National,Los Angeles,Harbor Group International,Affordable Housing,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,95,26,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,"CBRE Arranges Sale of 384-Unit Apartment Community in Somerset, New Jersey",https://rebusinessonline.com/cbre-arranges-sale-of-384-unit-apartment-community-in-somerset-new-jersey/,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-010,Disposition / Exit - San Francisco / California - Marcus & Millichap Brokers $6.25M Russian Hill Multifamily Portfolio Sale in San Francisco,California,Los Angeles,Marcus & Millichap,Multifamily,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,95,21,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Marcus & Millichap Brokers $6.25M Russian Hill Multifamily Portfolio Sale in San Francisco,https://yieldpro.com/2026/09/union-street-portfolio/,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-023,Entitlement / Permitting - Colorado - 12 homes pitched for 36 S. Berkeley Ave. in Pasadena,36 S. Berkeley Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,94,26,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",12 homes pitched for 36 S. Berkeley Ave. in Pasadena,https://la.urbanize.city/post/12-homes-pitched-36-s-berkeley-ave-pasadena,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-011,"Acquisition - California - TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",Bay Area,Los Angeles,Standard Real Estate Investments,Multifamily,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,93,30,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites","TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",https://www.multifamilydive.com/news/multifamily-transactions-value-add-apartment-deals/830939/,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-024,"Entitlement / Permitting - San Francisco / California - Permits Filed For Rounded House at 768 De Haro Street, Potrero Hill, San Francisco",768 De Haro Street,Los Angeles,Unknown,Apartment,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,92,29,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement","Permits Filed For Rounded House at 768 De Haro Street, Potrero Hill, San Francisco",https://sfyimby.com/2026/09/permits-filed-for-rounded-house-at-768-de-haro-street-potrero-hill-san-francisco.html,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-012,Construction goes vertical for mixed-use project at 155 W. 6th St. in San Pedro,625 S. Beacon Street,Los Angeles,High Street Residential,Mixed-Use Residential,Unknown,Unknown,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,91,18,High relevance to Woomi site strategy,Track site control precedent,Monitor asset for repeated local confirmation,Construction goes vertical for mixed-use project at 155 W. 6th St. in San Pedro,https://la.urbanize.city/post/construction-goes-vertical-mixed-use-project-155-w-6th-st-san-pedro,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-013,Refinancing - Miami / Florida - RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,South Florida,Los Angeles,Berkadia,General Residential,Unknown,Completed / opened,Refinancing / Recapitalization,Land / parcel referenced,Delivered / Lease-Up,90,34,High relevance to Woomi site strategy,Track site control precedent,"Track lender, maturity, owner, and recapitalization path",RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,https://www.connectcre.com/stories/rivani-lands-114-3m-refi-on-miami-beach-office-retail-project/,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-015,Acquisition - Austin / Texas - Vista International Sells Molokai Apartments in San Diego for $11.2M,Austin,California,Marcus & Millichap,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,90,25,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Vista International Sells Molokai Apartments in San Diego for $11.2M,https://rebusinessonline.com/vista-international-sells-molokai-apartments-in-san-diego-for-11-2m/,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-017,Acquisition - Dallas / Texas - Bader Picks Up 228-Unit Dallas Apartment Community,Dallas,Los Angeles,Unknown,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,88,33,High relevance to Woomi site strategy,Monitor only,Monitor asset for repeated local confirmation,Bader Picks Up 228-Unit Dallas Apartment Community,https://www.connectcre.com/stories/bader-picks-up-228-unit-dallas-apartment-community/,Low
2026-09-25,20260925-011011-837bf40e,LAA-20260925-018,Russian Hill Apartments Trade After 50 Years of Family Ownership,1067-1071 Union St,Los Angeles,Marcus & Millichap,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,88,25,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Russian Hill Apartments Trade After 50 Years of Family Ownership,https://www.connectcre.com/stories/russian-hill-apartments-trade-after-50-years-of-family-ownership/,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-019,BTR / Build-to-Rent - Dallas / Texas - IPA Closes Built-to-Rent Multifamily Sale in Suburban North Dallas,Dallas,Los Angeles,IPA,BTR / Single-Family Rental,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,88,24,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,IPA Closes Built-to-Rent Multifamily Sale in Suburban North Dallas,https://yieldpro.com/2026/09/horizon-at-premier/,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-020,General Project Signal - Miami / Florida - Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community,South Florida,Los Angeles,Unknown,Apartment,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,87,33,High relevance to Woomi site strategy,Monitor only,Monitor asset for repeated local confirmation,Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community,https://www.connectcre.com/stories/developer-launches-investor-offering-for-465-unit-boynton-beach-rental-community/,Low
2026-09-25,20260925-011011-837bf40e,LAA-20260925-021,"L&G, Taurus Break Ground on Concord Multifamily",292–294 Baker Ave,Los Angeles,,Apartment,Unknown,Construction started,Development Start,Land / parcel referenced,Under Construction,87,16,High relevance to Woomi site strategy,Track site control precedent,Monitor asset for repeated local confirmation,"L&G, Taurus Break Ground on Concord Multifamily",https://www.connectcre.com/stories/lg-taurus-break-ground-on-concord-multifamily/,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-022,Disposition / Exit - Riverside / California - Kidder Mathews Arranges $21.8M Sale of Two Apartment Properties in Riverside California,Riverside,Los Angeles,Unknown,Workforce Housing,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,84,34,High relevance to Woomi site strategy,Monitor only,Monitor asset for repeated local confirmation,Kidder Mathews Arranges $21.8M Sale of Two Apartment Properties in Riverside California,https://yieldpro.com/2026/09/normandy-apartments/,Medium
2026-09-25,20260925-011011-837bf40e,LAA-20260925-025,Marcus & Millichap Arranges $9.44M Sale of 24-Unit Multifamily Property in Costa Mesa California,291 Avocado St,Los Angeles,Marcus & Millichap,Multifamily,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,82,27,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Marcus & Millichap Arranges $9.44M Sale of 24-Unit Multifamily Property in Costa Mesa California,https://yieldpro.com/2026/09/291-avocado-street/,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-026,Marcus & Millichap Brokers $6.25M Russian Hill Multifamily Portfolio Sale in San Francisco,1159-1169 Union Street,Los Angeles,Marcus & Millichap,Multifamily,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,82,21,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Marcus & Millichap Brokers $6.25M Russian Hill Multifamily Portfolio Sale in San Francisco,https://yieldpro.com/2026/09/union-street-portfolio/,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-027,Disposition / Exit - Atlanta / Georgia - Investor Takes Over Distressed Atlanta Apartment Asset,Atlanta,Los Angeles,Unknown,Apartment,Unknown,Unknown,Distressed / Stalled Asset,Existing asset sale,Distressed / Stalled,81,52,High relevance to Woomi site strategy,Monitor only,Monitor asset for repeated local confirmation,Investor Takes Over Distressed Atlanta Apartment Asset,https://www.connectcre.com/stories/investor-acquires-distressed-atlanta-apartment-asset/,Low
2026-09-25,20260925-011011-837bf40e,LAA-20260925-028,270 apartments take shape at 200 E. First American Way in Santa Ana,200 E. First American Way,Los Angeles,Unknown,Mixed-Use Residential,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,80,34,High relevance to Woomi site strategy,Monitor only,Monitor asset for repeated local confirmation,270 apartments take shape at 200 E. First American Way in Santa Ana,https://la.urbanize.city/post/270-apartments-take-shape-200-e-first-american-way-santa-ana,High
2026-09-25,20260925-011011-837bf40e,LAA-20260925-029,Apartment complex fully framed at 11250 La Grange Ave. in Sawtelle,11250 La Grange Ave,Los Angeles,,Mixed-Use Residential,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,80,32,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Apartment complex fully framed at 11250 La Grange Ave. in Sawtelle,https://la.urbanize.city/post/apartment-complex-fully-framed-11250-la-grange-ave-sawtelle,Medium
